rowid,mpl_hostname,mpl_letter,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_dens,mpl_orbincl,ra,dec,mst_teff,mst_mass,mst_rad,hd_name,mpl_name,mpl_eqt,mpl_masse,mpl_rade,mpl_status,mpl_mnum,rowupdate,mst_lum
332,Kepler-446,c,Transit,3,3.036179,,0,,88.97,282.250207,44.921102,3359,0.22,0.24,,Kepler-446 c,,,1.11,3,0,14/01/15,
333,Kepler-446,d,Transit,3,5.148921,,0,,88.72,282.250207,44.921102,3359,0.22,0.24,,Kepler-446 d,,,1.35,3,0,14/01/15,
334,Kepler-447,b,Transit,1,7.79430132,0.0769,0.123,0.4,86.55,285.268586,48.560013,5493,1,1.05,,Kepler-447 b,,435.41,18.49,3,0,19/02/15,
335,Kepler-449,b,Transit,2,12.58242,,0.03,,,293.732821,41.900829,,,,,Kepler-449 b,,,2.056,3,0,21/05/15,
336,Kepler-449,c,Transit,2,33.6727,,0.05,,,293.732821,41.900829,,,,,Kepler-449 c,,,2.764,3,0,21/05/15,
337,Kepler-45,b,Transit,1,2.455239,0.03,0.11,0.8,87,292.8729,41.064261,3820,0.59,0.55,,Kepler-45 b,,160.497,10.76,3,0,14/05/14,
338,Kepler-450,b,Transit,3,28.454851,,0.02,,,295.486509,51.0135,,,,,Kepler-450 b,,,6.14,3,0,21/05/15,
339,Kepler-450,c,Transit,3,15.413135,,0.02,,,295.486509,51.0135,,,,,Kepler-450 c,,,2.62,3,0,21/05/15,
340,Kepler-450,d,Transit,3,7.51464,,0.14,,,295.486509,51.0135,,,,,Kepler-450 d,,,0.837,3,0,21/05/15,
341,Kepler-453,b,Transit,1,240.503,0.7903,0.0359,,89.443,283.241297,46.378471,5527,0.944,0.83,,Kepler-453 b,,0.2,6.204,3,0,09/07/15,
342,Kepler-454,b,Transit,2,10.57375339,0.0954,0,2.76,87.09,287.478529,38.228866,5701,1.028,1.07,,Kepler-454 b,,6.84,2.37,3,0,03/12/15,
343,Kepler-46,b,Transit,3,33.60134,0.1968,0.01,14,89.038,289.268744,42.604176,5155,0.902,0.94,,Kepler-46 b,,1907,9.057,3,0,14/05/14,-0.255
344,Kepler-47,b,Transit,2,49.532,0.2962,0.035,,89.7,295.297916,46.920467,5636,1.049,0.96,,Kepler-47 b,,636,3.03,3,0,14/05/14,-0.076
345,Kepler-47,c,Transit,2,303.137,0.991,0.411,,89.825,295.297916,46.920467,5636,1.049,0.96,,Kepler-47 c,,8899,4.62,3,0,14/05/14,-0.076
346,Kepler-5,b,Transit,1,3.54846,0.05064,0.024,0.894,86.3,299.407009,44.035046,6297,1.374,1.79,,Kepler-5 b,,671.864,16.04,3,0,14/05/14,0.669
347,Kepler-51,b,Transit,3,45.154,0.2514,0.04,0.03,,296.479776,49.937683,6018,1.04,0.94,,Kepler-51 b,,2.1,7.1,3,0,14/05/14,
348,Kepler-51,c,Transit,3,85.312,0.384,0.014,0.03,,296.479776,49.937683,6018,1.04,0.94,,Kepler-51 c,,4,9,3,0,14/05/14,
349,Kepler-51,d,Transit,3,130.194,0.509,0.008,0.046,,296.479776,49.937683,6018,1.04,0.94,,Kepler-51 d,,7.6,9.7,3,0,14/05/14,
350,Kepler-6,b,Transit,1,3.234723,0.04567,0,0.352,86.8,296.837254,48.239964,5647,1.209,1.39,,Kepler-6 b,,212.619,14.83,3,0,14/05/14,0.299
351,Kepler-61,b,Transit,1,59.87756,,0.25,,89.8,295.304508,42.47529,4017,0.635,0.62,,Kepler-61 b,,,2.15,3,0,14/05/14,
352,Kepler-63,b,Transit,1,9.4341505,0.08,0.45,3,87.806,289.226179,49.548203,5576,0.984,0.9,,Kepler-63 b,,120,6.11,3,0,14/05/14,-0.157
353,Kepler-65,b,Transit,3,2.1549156,,0.02,,,288.6887,41.151173,,,,,Kepler-65 b,,,1.409,3,0,21/05/15,
354,Kepler-65,c,Transit,3,5.8599408,,0.08,,,288.6887,41.151173,,,,,Kepler-65 c,,,2.571,3,0,21/05/15,
355,Kepler-65,d,Transit,3,8.131231,,0.1,,,288.6887,41.151173,,,,,Kepler-65 d,,,1.506,3,0,21/05/15,
356,Kepler-68,b,Transit,3,5.3987533,,0.02,,,291.032305,49.040272,,,,,Kepler-68 b,,,2.354,3,0,21/05/15,
357,Kepler-68,b,Transit,3,5.398763,0.0617,0,3.32,87.6,291.032305,49.040272,5793,1.079,1.24,,Kepler-68 b,,8.3,2.31,3,0,14/05/14,0.194
358,Kepler-68,c,Transit,3,9.604979,,0.42,,,291.032305,49.040272,,,,,Kepler-68 c,,,0.927,3,0,21/05/15,
359,Kepler-68,c,Transit,3,9.605085,0.09059,0,28,86.93,291.032305,49.040272,5793,1.079,1.24,,Kepler-68 c,,4.8,0.953,3,0,14/05/14,0.194
360,Kepler-69,b,Transit,2,13.722341,0.094,0.16,,89.62,293.260938,44.868896,5638,0.81,0.93,,Kepler-69 b,,,2.24,3,0,14/05/14,-0.097
361,Kepler-69,c,Transit,2,242.4613,0.64,0.14,,89.85,293.260938,44.868896,5638,0.81,0.93,,Kepler-69 c,,,1.71,3,0,14/05/14,-0.097
362,Kepler-7,b,Transit,1,4.885525,0.06224,0,0.166,86.5,288.581516,41.0898,5933,1.347,1.84,,Kepler-7 b,,137.615,16.567,3,0,14/05/14,0.618
363,Kepler-74,b,Transit,1,7.340718,0.084,0.287,0.37,85.55,293.092525,41.355523,6050,1.4,1.51,,Kepler-74 b,,216.12,14.8,3,0,14/05/14,
364,Kepler-74,b,Transit,1,7.340711,0.0781,0,0.88,87.46,293.092525,41.355523,6000,1.18,1.12,,Kepler-74 b,,200.22,10.76,3,0,29/01/15,
365,Kepler-75,b,Transit,1,8.884924,0.08,0.569,11,89.1,291.137593,36.577386,5330,0.88,0.88,,Kepler-75 b,,3146.4,11.55,3,0,14/05/14,
366,Kepler-75,b,Transit,1,8.8849116,0.0818,0.57,11,89.12,291.137593,36.577386,5200,0.91,0.89,,Kepler-75 b,,3209.9,11.77,3,0,29/01/15,
367,Kepler-76,b,Orbital Brightness Modulation,1,1.54492875,,0,,78,294.192118,39.619003,6409,1.2,1.32,,Kepler-76 b,,635.63,14.01,3,0,14/05/14,
368,Kepler-77,b,Transit,1,3.57878087,0.04501,0,0.603,88,289.607956,44.345425,5520,0.95,0.99,,Kepler-77 b,,136.661,10.761,3,0,14/05/14,
369,Kepler-78,b,Transit,1,0.355,,0,5.57,79,293.74169,44.44833,5058,0.758,0.74,,Kepler-78 b,,1.86,1.173,3,0,14/05/14,
370,Kepler-79,b,Transit,4,13.4845,0.117,0.015,1.43,88.78,300.517131,44.38158,6174,1.165,1.3,,Kepler-79 b,,10.9,3.47,3,0,10/03/16,0.342
371,Kepler-79,c,Transit,4,27.4029,0.187,0.03,0.62,89.48,300.517131,44.38158,6174,1.165,1.3,,Kepler-79 c,,5.9,3.72,3,0,10/03/16,0.342
372,Kepler-79,d,Transit,4,52.0902,0.287,0.025,0.09,89.93,300.517131,44.38158,6174,1.165,1.3,,Kepler-79 d,,6,7.16,3,0,10/03/16,0.342
373,Kepler-79,e,Transit,4,81.0659,0.386,0.012,0.53,89.13,300.517131,44.38158,6174,1.165,1.3,,Kepler-79 e,,4.1,3.49,3,0,10/03/16,0.342
374,Kepler-8,b,Transit,1,3.52254,0.0483,0,0.261,84.07,281.288118,42.45108,6213,1.213,1.49,,Kepler-8 b,,191.643,15.906,3,0,14/05/14,0.605
375,Kepler-87,b,Transit,2,114.73635,0.481,0.036,0.729,89.274,297.916877,46.96513,5600,1.1,1.82,,Kepler-87 b,,324.2,13.49,3,0,14/05/14,
376,Kepler-87,c,Transit,2,191.2318,0.676,0.039,0.152,89.588,297.916877,46.96513,5600,1.1,1.82,,Kepler-87 c,,6.4,6.14,3,0,14/05/14,
377,Kepler-9,b,Transit,3,19.24,0.14,0.15,0.524,,285.573981,38.400892,,,,,Kepler-9 b,,80.09,9.438,3,0,14/05/14,
378,Kepler-9,c,Transit,3,38.91,0.225,0.13,0.383,,285.573981,38.400892,,,,,Kepler-9 c,,54.347,9.225,3,0,14/05/14,
379,Kepler-91,b,Transit,1,6.24668005,,0.0519,,67.37,285.672872,44.116734,,,,,Kepler-91 b,,209.76,15.69,3,0,05/02/15,
380,Kepler-91,b,Transit,1,6.246696,,0.018,0.43,69.17,285.672872,44.116734,,,,,Kepler-91 b,,241.54,14.572,3,0,19/02/15,
381,Kepler-91,b,Transit,1,6.24658,0.072,0.066,0.44,68.5,285.672872,44.116734,4550,1.31,6.3,,Kepler-91 b,,279.68,15.513,3,0,14/05/14,1.225
382,Kepler-92,b,Transit,3,13.748933,,0.17,,,289.086058,41.562941,,,,,Kepler-92 b,,,3.65,3,0,21/05/15,
383,Kepler-92,c,Transit,3,26.72311,,0.04,,,289.086058,41.562941,,,,,Kepler-92 c,,,2.455,3,0,21/05/15,
384,Kepler-92,d,Transit,3,49.3568,,0.07,,,289.086058,41.562941,,,,,Kepler-92 d,,,2.067,3,0,21/05/15,
385,Kepler-93,b,Transit,2,4.72673978,0.053,0,6.88,89.183,291.418281,38.672354,,,,,Kepler-93 b,,4.02,1.478,3,0,16/04/15,
386,Lupus-TR-3,b,Transit,1,3.91405,0.0464,0,1.4,88.3,232.577571,-42.979908,5000,0.87,0.82,,Lupus-TR-3 b,,257.431,9.976,3,0,14/05/14,
387,OGLE-TR-056,b,Transit,1,1.2119189,,0,,82,269.147958,-29.539222,5970,1.1,1.12,,OGLE-TR-056 b,,375.0394,13.967,3,0,25/02/16,
388,OGLE-TR-056,b,Transit,1,1.21191096,0.01942,0,,73.72,269.147958,-29.539222,,1.228,1.36,,OGLE-TR-056 b,,441.765,15.446,3,0,16/05/14,
389,OGLE-TR-056,b,Transit,1,1.2119,0.0225,0,0.5,86,269.147958,-29.539222,5900,1.04,1.1,,OGLE-TR-056 b,,286.047,14.572,3,0,25/02/16,
390,OGLE-TR-10,b,Transit,1,3.1014,,0,,88.5,267.867708,-29.876361,6220,1.22,1.21,,OGLE-TR-10 b,,209.7678,17.023,3,0,25/02/16,
391,OGLE-TR-10,b,Transit,1,3.101386,0.04162,0,0.38,89.2,267.867708,-29.876361,5750,1,1,,OGLE-TR-10 b,,181.1631,13.899,3,0,04/02/16,
392,OGLE-TR-111,b,Transit,1,4.0161,0.047,0,0.61,88.25,163.324625,-61.405639,5070,0.82,0.85,,OGLE-TR-111 b,,168.4499,11.209,3,0,11/02/16,
393,OGLE-TR-113,b,Transit,1,1.4324758,0.02299,0,1,88.4,163.101667,-61.446806,4800,0.79,0.78,,OGLE-TR-113 b,,343.2564,12.218,3,0,25/02/16,
394,OGLE-TR-113,b,Transit,1,1.4324757,0.0229,0,1.3,89.4,163.101667,-61.446806,4750,0.78,0.77,,OGLE-TR-113 b,,419.5356,12.218,3,0,25/02/16,
395,OGLE-TR-182,b,Transit,1,3.9791,0.051,0,,85.7,167.327963,-61.095257,5924,1.14,1.14,,OGLE-TR-182 b,,320.995,12.666,3,0,14/05/14,
396,OGLE-TR-211,b,Transit,1,3.67724,0.051,0,,87.2,160.059951,-62.455601,6325,1.33,1.64,,OGLE-TR-211 b,,327.351,15.244,3,0,14/05/14,
397,PH1,b,Transit,1,138.317,0.652,0.0702,,90.05,298.215108,39.955104,6407,1.528,1.73,,PH1 b,,169,6.18,3,0,14/05/14,
398,PH2,b,Transit,1,282.5255,0.828,0.41,,89.83,289.76359,51.962601,5629,0.94,1,,PH2 b,,,10.12,3,0,14/05/14,-0.102
399,Qatar-1,b,Transit,1,1.420033,0.02343,0,0.918,83.47,303.381672,65.162041,4861,0.85,0.82,,Qatar-1 b,,346.42,13.047,3,0,14/05/14,
400,Qatar-2,b,Transit,1,1.3371182,0.02149,0,2.208,88.3,207.655866,-6.804028,4645,0.74,0.71,,Qatar-2 b,,790.41,12.823,3,0,05/11/14,
401,Qatar-2,b,Transit,1,1.33711647,0.02153,0,1.573,86.12,207.655866,-6.804028,4645,0.743,0.78,,Qatar-2 b,,792.635,14.056,3,0,05/11/14,
402,TrES-2,b,Transit,1,2.47063,0.03556,0,0.77,83.62,286.808473,49.316402,,,,,TrES-2 b,,381.1,14.258,3,0,14/05/14,
403,TrES-2,b,Transit,1,2.47061344,,0,,84.15,286.808473,49.316402,,0.98,0.94,,TrES-2 b,,380.744,13.103,3,0,26/02/15,
404,TrES-2,b,Transit,1,2.4706132,0.0367,0.0002,2.42,83.865,286.808473,49.316402,,,,,TrES-2 b,,457.6752,13.955,3,0,31/03/16,
405,TrES-3,b,Transit,1,1.30618608,,0,,81.99,268.029265,37.546154,,0.928,0.82,,TrES-3 b,,607.03,14.796,3,0,26/02/15,
406,TrES-3,b,Transit,1,1.30618581,0.02282,0,0.994,81.85,268.029265,37.546154,5650,0.928,0.83,,TrES-3 b,,607.03,14.975,3,0,14/05/14,-0.204
407,TrES-4,b,Transit,1,3.5539246,0.05084,0,0.23,82.81,268.304354,37.211849,,,,,TrES-4 b,,291.45011,19.123,3,0,31/03/16,
408,TrES-4,b,Transit,1,3.553945,0.05091,0,0.209,82.86,268.304354,37.211849,,,,,TrES-4 b,,292.073,20.165,3,0,14/05/14,
409,TrES-5,b,Transit,1,1.4822446,0.02446,0,1.25,84.529,305.221841,59.448788,5171,0.893,0.87,,TrES-5 b,,565.078,13.552,3,0,14/05/14,
410,WASP-1,b,Transit,1,2.51994529,0.03889,0,0.34609,88.65,5.166978,31.98999,,,,,WASP-1 b,,268.88418,16.242,3,0,31/03/16,
411,WASP-1,b,Transit,1,2.51995,0.0382,0,,,5.166978,31.98999,6200,1.15,1.24,,WASP-1 b,,282.8687,21.633,3,0,10/03/16,
412,WASP-1,b,Transit,1,2.5199449,,0,,88.65,5.166978,31.98999,6110,,,,WASP-1 b,,292,16.97,3,0,16/05/14,
413,WASP-1,b,Transit,1,2.5199454,0.03889,0,0.348,90,5.166978,31.98999,,1.24,1.47,,WASP-1 b,,271.415,16.623,3,0,14/05/14,0.441
414,WASP-10,b,Transit,1,3.1,0.038,0,3.1,,348.992912,31.462852,4700,,,,WASP-10 b,,1017,12.3,3,0,12/02/15,
415,WASP-100,b,Transit,1,2.849375,0.0457,0,0.53,82.6,68.959728,-64.027039,6900,1.57,,,WASP-100 b,,645.17,18.94,3,0,14/05/14,
416,WASP-101,b,Transit,1,3.585722,0.0506,0,0.24,85,98.351102,-23.48621,6400,1.34,1.29,,WASP-101 b,,158.91,15.8,3,0,14/05/14,
417,WASP-104,b,Transit,1,1.7554137,0.02918,0,1.074,83.63,160.602432,7.435026,5475,1.076,0.96,,WASP-104 b,,404.263,12.745,3,0,25/09/14,
418,WASP-106,b,Transit,1,9.289715,0.0917,0,1.86,89.49,166.429747,-5.079412,6055,1.192,1.39,,WASP-106 b,,611.797,12.162,3,0,25/09/14,
419,WASP-11,b,Transit,1,3.7224747,0.0435,0,0.594,88.6,47.368964,30.673594,4980,0.83,0.79,,WASP-11 b,,154.777,11.265,3,0,14/05/14,-0.469
420,WASP-117,b,Transit,1,10.02165,0.09459,0.302,0.3445,89.14,36.775432,-50.284519,6038,1.129,1.17,,WASP-117 b,,87.5585,11.444,3,0,27/08/14,
421,WASP-12,b,Transit,1,1.09142119,0.0235,0.0447,0.434,82.96,97.63664,29.672291,,,,,WASP-12 b,,638.8383,20.849,3,0,31/03/16,
422,WASP-12,b,Transit,1,1.091423,0.0229,0.049,0.24,83.1,97.63664,29.672291,6300,1.35,1.57,,WASP-12 b,,448,20.1,3,0,14/05/14,
423,WASP-13,b,Transit,1,4.353011,0.05362,0,0.222,85.19,140.102976,33.882439,,1.09,1.56,,WASP-13 b,,151.599,15.569,3,0,14/05/14,
424,WASP-135,b,Transit,1,1.4013794,0.0243,0,1.16,82,267.284974,29.879107,5675,0.98,0.96,,WASP-135 b,,603.877,14.572,3,0,03/12/15,
425,WASP-14,b,Transit,1,2.24376524,0.0371,0.083,5.29,84.63,218.276477,21.894714,6500,,,,WASP-14 b,,2466.3608,13.686,3,0,29/10/15,
426,WASP-14,b,Transit,1,2.2437655,0.037,0.087,4.96,85.3,218.276477,21.894714,6475,1.3,1.32,,WASP-14 b,,2412.3297,13.899,3,0,03/09/15,
427,WASP-14,b,Transit,1,2.243752,0.036,0.091,4.656,84.32,218.276477,21.894714,6475,1.211,1.31,,WASP-14 b,,2333,14.36,3,0,14/05/14,
428,WASP-15,b,Transit,1,3.7521,0.0499,0.087,,85.96,208.927939,-32.159607,6300,1.18,1.44,,WASP-15 b,,175.12433,15.457,3,0,28/01/16,
429,WASP-15,b,Transit,1,3.7520656,0.0499,0,0.247,85.5,208.927939,-32.159607,6300,1.18,1.48,,WASP-15 b,,172,16.01,3,0,14/05/14,0.49
430,WASP-16,b,Transit,1,3.1186009,0.0421,0,1.104,85.22,214.683032,-20.275484,5700,1.022,0.95,,WASP-16 b,,272,11.3,3,0,14/05/14,
431,WASP-17,b,Transit,1,3.735433,0.05,0.11,,86.63,239.962306,-28.061733,6650,1.2,1.58,,WASP-17 b,,143.97699,22.261,3,0,28/01/16,
432,WASP-17,b,Transit,1,3.7354417,0.051,0.129,0.122,87.8,239.962306,-28.061733,6550,1.2,1.38,,WASP-17 b,,156,19.5,3,0,14/05/14,
433,WASP-18,b,Transit,1,0.9,0.02,0,10.3,,24.354311,-45.677887,6400,,,,WASP-18 b,,3241.7,14.6,3,0,12/02/15,
434,WASP-18,b,Transit,1,0.9414529,0.0202,0.00848,,80.6,24.354311,-45.677887,6400,1.24,1.36,,WASP-18 b,,3213.2613,14.202,3,0,28/01/16,
435,WASP-18,b,Transit,1,0.94145299,0.02026,0.0092,8.78,86,24.354311,-45.677887,6400,,,,WASP-18 b,,3314.83,13.059,3,0,14/05/14,
436,WASP-19,b,Transit,1,0.788839,0.01653,0.0077,0.59451,79.54,148.417002,-45.659191,,0.968,0.99,,WASP-19 b,,370.27195,15.424,3,0,22/10/15,
437,WASP-19,b,Transit,1,0.78884,0.01655,0.0046,0.583,79.4,148.417002,-45.659191,,0.97,0.99,,WASP-19 b,,371.21,15.536,3,0,14/05/14,
438,WASP-2,b,Transit,1,2.1522254,0.0307,0.07,,84.73,307.725542,6.429536,5150,0.84,0.82,,WASP-2 b,,275.24078,12.072,3,0,28/01/16,
439,WASP-20,b,Transit,1,4.8996284,0.06,0,0.132,85.56,5.160559,-23.935728,5940,1.2,1.39,,WASP-20 b,,98.841,16.388,3,0,05/03/15,
440,WASP-21,b,Transit,1,4.322482,0.052,0,0.32,88.75,347.492721,18.396086,,,,,WASP-21 b,,95.345,11.99,3,0,14/05/14,
441,WASP-22,b,Transit,1,3.5327313,0.04698,0,0.503,88.26,52.818043,-23.819702,5958,1.109,1.22,,WASP-22 b,,186.876,12.98,3,0,14/05/14,
442,WASP-23,b,Transit,1,2.9444256,0.0376,0.062,,88.39,101.127587,-42.761826,5150,0.78,0.77,,WASP-23 b,,280.95,10.783,3,0,14/05/14,
443,WASP-24,b,Transit,1,2.34121242,0.03651,0,0.648,83.64,227.215586,2.343304,6075,1.184,1.33,,WASP-24 b,,340.382,14.571,3,0,14/05/14,
444,WASP-25,b,Transit,1,3.764825,0.0473,0,0.422,88,195.359879,-27.5222,5703,1,0.92,,WASP-25 b,,184.334,13.675,3,0,14/05/14,
445,WASP-26,b,Transit,1,2.7566004,0.03985,0,0.649,82.91,4.602897,-15.267305,5939,1.111,1.3,,WASP-26 b,,326.715,14.359,3,0,14/05/14,
446,WASP-28,b,Transit,1,3.40883,0.04469,0,0.676,88.61,353.616152,-1.580064,6150,1.021,1.09,,WASP-28 b,,288.26,13.597,3,0,05/03/15,
447,WASP-29,b,Transit,1,3.922727,0.0457,0.03,0.65,88.8,357.879538,-39.906719,4800,0.825,0.81,,WASP-29 b,,77.547,8.878,3,0,14/05/14,
448,WASP-3,b,Transit,1,1.8468373,,0,,84.15,278.631793,35.661533,,1.24,1.35,,WASP-3 b,,559.36,15.524,3,0,26/02/15,
449,WASP-3,b,Transit,1,1.846835,0.03151,0,1.037,84.93,278.631793,35.661533,,,,,WASP-3 b,,559.357,14.5,3,0,14/05/14,
450,WASP-31,b,Transit,1,3.4059096,0.04659,0,0.172,84.41,169.439021,-19.054773,6302,1.163,1.25,,WASP-31 b,,151.916,17.363,3,0,14/05/14,
451,WASP-32,b,Transit,1,2.718659,0.0394,0.018,2.926,85.3,3.961682,1.200451,6100,1.1,1.11,,WASP-32 b,,1144.14,13.227,3,0,14/05/14,
452,WASP-33,b,Transit,1,1.21987016,0.0259,0,0.86,86.2,36.712746,37.550484,,,,,WASP-33 b,,1042.4824,18.82,3,0,31/03/16,
453,WASP-34,b,Transit,1,4.3176782,0.0524,0.038,0.45,85.2,165.399561,-23.860636,5700,1.01,0.93,,WASP-34 b,,187.51,13.675,3,0,14/05/14,
454,WASP-35,b,Transit,1,3.161575,0.04317,0,0.426,87.96,76.081782,-6.229821,5990,1.07,1.09,,WASP-35 b,,228.828,14.796,3,0,14/05/14,
455,WASP-36,b,Transit,1,1.53736423,0.02643,0,1.353,83.61,131.580405,-8.026946,,,,,WASP-36 b,,726.55938,14.359,3,0,31/03/16,
456,WASP-36,b,Transit,1,1.5373653,0.02643,0,1.458,83.61,131.580405,-8.026946,5959,1.04,0.95,,WASP-36 b,,731.932,14.359,3,0,14/05/14,
457,WASP-37,b,Transit,1,3.577469,0.0446,0,1.53,88.82,221.943987,1.064966,5800,0.925,1,,WASP-37 b,,572.07,13.002,3,0,14/05/14,-0.021
458,WASP-38,b,Transit,1,6.9,0.076,0,2.1,,243.959845,10.032566,6200,,,,WASP-38 b,,858.1,12.3,3,0,12/02/15,
459,WASP-38,b,Transit,1,6.871815,0.07522,0.0314,2.74,88.69,243.959845,10.032566,6150,1.203,1.33,,WASP-38 b,,855.245,12.263,3,0,14/05/14,
460,WASP-39,b,Transit,1,4.055259,0.0486,0,0.186,87.83,217.326702,-3.444534,5400,0.93,0.9,,WASP-39 b,,88.989,14.235,3,0,14/05/14,
461,WASP-4,b,Transit,1,1.33823187,0.02312,0,0.774,88.8,353.562841,-42.061428,,,,,WASP-4 b,,393.139,15.838,3,0,14/05/14,
462,WASP-4,b,Transit,1,1.3382299,0.0232,0.0182,,89.47,353.562841,-42.061428,5500,0.93,0.9,,WASP-4 b,,397.2875,15.031,3,0,28/01/16,
463,WASP-4,b,Transit,1,1.33823251,,0,,86.85,353.562841,-42.061428,5436,0.89,0.92,,WASP-4 b,,386.48128,14.908,3,0,27/08/15,
464,WASP-41,b,Transit,2,3.052401,0.0402,0,0.665,87.7,190.618736,-30.63987,5450,0.93,0.9,,WASP-41 b,,292.391,13.451,3,0,14/05/14,
465,WASP-41,b,Transit,2,3.052404,0.04,0.026,0.74,89.4,190.618736,-30.63987,5545,0.93,0.87,,WASP-41 b,,298.7602,13.227,3,0,15/10/15,
466,WASP-42,b,Transit,1,4.9816872,0.0548,0.06,0.528,88.25,192.981545,-42.073608,5200,0.884,0.86,,WASP-42 b,,158.908,12.106,3,0,14/05/14,
467,WASP-43,b,Transit,1,0.8,0.014,0,2.9,,154.908372,-9.806276,4400,,,,WASP-43 b,,572.1,10.42,3,0,12/02/15,
468,WASP-43,b,Transit,1,0.813475,0.0142,0,2.939,82.6,154.908372,-9.806276,4400,0.58,0.6,,WASP-43 b,,565.714,10.424,3,0,14/05/14,
469,WASP-44,b,Transit,1,2.423812,0.03443,0,1.14,86.59,3.903165,-11.938115,,,,,WASP-44 b,,275.55861,10.985,3,0,31/03/16,
470,WASP-44,b,Transit,1,2.4238039,0.03473,0,0.811,86.02,3.903165,-11.938115,5410,0.951,0.93,,WASP-44 b,,282.539,12.778,3,0,14/05/14,
471,WASP-45,b,Transit,1,3.1260876,0.04054,0,0.851,84.47,5.237497,-35.99826,5140,0.909,0.94,,WASP-45 b,,320.041,13.002,3,0,14/05/14,
472,WASP-46,b,Transit,1,1.43037,0.02448,0,1.25,82.63,318.736981,-55.87178,5620,0.956,0.92,,WASP-46 b,,667.733,14.684,3,0,14/05/14,
473,WASP-47,b,Transit,4,4.1591399,0.052,0.11,0.984,89.2,331.203047,-12.018885,5350,1.084,1.15,,WASP-47 b,,362.311,12.89,3,0,14/05/14,
474,WASP-48,b,Transit,1,2.143634,0.03444,0,0.279,80.09,291.16233,55.47316,5920,1.19,1.75,,WASP-48 b,,311.46,18.719,3,0,14/05/14,
475,WASP-48,b,Transit,1,2.14363592,0.0344,0,0.263,80.09,291.16233,55.47316,,,,,WASP-48 b,,312.74472,18.719,3,0,31/03/16,
476,WASP-48,b,Transit,1,2.14363544,0.0332,0,0.415,81.99,291.16233,55.47316,6000,1.062,1.52,,WASP-48 b,,288,15.65,3,0,26/03/15,
477,WASP-49,b,Transit,1,2.7817387,0.0379,0,0.363,84.89,91.089427,-16.965294,5600,0.938,0.98,,WASP-49 b,,120.135,12.498,3,0,14/05/14,
478,WASP-5,b,Transit,1,1.62843142,0.02702,0,1.22,85.58,359.348991,-41.277149,,1,1.08,,WASP-5 b,,498.336,13.081,3,0,29/10/14,
479,WASP-5,b,Transit,1,1.6284296,0.02683,0,1.62,85,359.348991,-41.277149,5880,0.972,1.03,,WASP-5 b,,502.15,12.218,3,0,29/10/14,
480,WASP-5,b,Transit,1,1.6284229,0.02709,0.0351,,86.1,359.348991,-41.277149,5700,1,1.06,,WASP-5 b,,494.22565,12.778,3,0,28/01/16,
481,WASP-5,b,Transit,1,1.6284279,0.0267,0.038,1.64,86.9,359.348991,-41.277149,5700,0.96,1.03,,WASP-5 b,,502.15,12.184,3,0,29/10/14,
482,WASP-50,b,Transit,1,1.9550959,0.02945,0.009,1.274,84.74,43.688073,-10.89808,5400,0.892,0.84,,WASP-50 b,,466.555,12.924,3,0,14/05/14,
483,WASP-52,b,Transit,1,1.7497798,0.0272,0,0.29,85.35,348.494748,8.761262,5000,0.87,0.79,,WASP-52 b,,146.2,14.24,3,0,14/05/14,
484,WASP-54,b,Transit,1,3.6936411,0.04987,0.067,0.188,84.97,205.454308,-0.128076,6100,1.213,1.83,,WASP-54 b,,202.131,18.528,3,0,14/05/14,
485,WASP-55,b,Transit,1,4.465633,0.0533,0.2,0.346,89.2,203.758114,-17.503464,5960,1.01,1.06,,WASP-55 b,,181.155,14.572,3,0,14/05/14,
486,WASP-56,b,Transit,1,4.617101,0.05458,0,0.583,88.5,183.366285,23.055698,5600,1.017,1.11,,WASP-56 b,,181.473,12.24,3,0,14/05/14,
487,WASP-57,b,Transit,1,2.838971,0.0386,0,1.161,88,223.820104,-2.057665,5600,0.954,0.84,,WASP-57 b,,213.573,10.267,3,0,14/05/14,
488,WASP-58,b,Transit,1,5.01718,0.0561,0,0.45,87.4,274.701064,45.172016,5800,0.94,1.17,,WASP-58 b,,282.86,15.36,3,0,14/05/14,
489,WASP-59,b,Transit,1,7.919585,0.0697,0.1,2.4,89.27,349.623126,24.88929,4650,0.719,0.61,,WASP-59 b,,274.276,8.687,3,0,14/05/14,
490,WASP-6,b,Transit,1,3.361006,0.0421,0.054,0.359,88.47,348.157246,-22.673937,5450,0.88,0.87,,WASP-6 b,,160,13.72,3,0,14/05/14,
491,WASP-6,b,Transit,1,3.36100208,0.0414,0.054,0.325,88.38,348.157246,-22.673937,5375,0.836,0.86,,WASP-6 b,,154.14755,13.787,3,0,16/04/15,
492,WASP-60,b,Transit,1,4.3050011,0.0531,0,1.1,87.9,356.666564,31.155935,5900,1.078,1.14,,WASP-60 b,,163.358,9.64,3,0,14/05/14,
493,WASP-61,b,Transit,1,3.8559,0.0514,0.26,1.423,89.35,75.299663,-26.054144,6320,1.22,1.36,,WASP-61 b,,654.702,13.899,3,0,14/05/14,
494,WASP-62,b,Transit,1,4.411953,0.0567,0.21,0.279,88.3,87.139961,-63.988434,6280,1.25,1.28,,WASP-62 b,,181.155,15.581,3,0,14/05/14,
