pdes,a,e,M,per,pha
588,5.205918324800839,.1470424681017484,138.597022350481,11.8782983017795,N
617,5.21763128575004,.1387283713515114,103.7387695692161,11.9184088829742,N
624,5.252597071273332,.02444697441922712,72.22810363752731,12.0384156201171,N
659,5.18114452155613,.1165210604204897,242.2082198803741,11.7936099999892,N
884,5.182339852877494,.1214295690970759,190.6056854940156,11.7976915550655,N
911,5.273512646816124,.06600130643708614,170.1766508225021,12.1103916947933,N
1143,5.248880889534793,.0897484413087309,117.8124648378189,12.0256422169889,N
1172,5.217849631644765,.1035007085944358,171.6426770708719,11.9191570278892,N
1173,5.300320789405692,.1368513234279001,119.2906329600644,12.2028545509206,N
1208,5.250215734964085,.09192059269717749,122.8558045415638,12.0302298789346,N
1404,5.303753903744521,.1126995801001339,182.0623474341385,12.2147124873671,N
1437,5.193049785043887,.04442335612683939,167.1413349660696,11.8342824786825,N
1583,5.127350018859004,.05182044232477226,188.1743490069966,11.6104125221027,N
1647,5.215563328052558,.02251937804526995,34.68601891727656,11.9113239659629,N
1749,5.14887399751383,.1074136451838811,121.7879305188637,11.6835977986638,N
1867,5.128583674382034,.04316567617922776,178.2961961541973,11.6146030233361,N
1868,5.320157479144488,.1086882217581957,213.1403927439721,12.2714232071282,N
1869,5.229815122424984,.06595442567427617,198.0358133970022,11.960179759006,N
1870,5.248173986135825,.03185532702913006,148.7212798543265,12.023212933116,N
1871,5.252965498918003,.03247501485168,119.6331670871018,12.0396822400842,N
1872,5.318258662105997,.0476227418933115,162.4963173227849,12.2648541041458,N
1873,5.236512326104052,.09223657780459385,255.1153853668581,11.9831610870557,N
2146,5.194699205700123,.1010376733730452,171.2416470425186,11.8399211478648,N
2148,5.214137881803062,.05675032533289927,176.5548894076958,11.9064411400323,N
2207,5.138607644661149,.01685850938131134,11.99346762304631,11.6486712904682,N
2223,5.230595667774532,.01521050881502646,194.4913954870786,11.9628574285194,N
2241,5.187103447132945,.06698354864824685,247.9785394183665,11.8139619068551,N
2260,5.195193544149051,.04332633051161676,175.2667502013549,11.8416112555878,N
2357,5.20898012922943,.04413056546778844,212.6590980091497,11.8887789809978,N
2363,5.198847493865749,.0353679738892478,211.0040738981672,11.8541063413526,N
2456,5.129736777269104,.07370587777017332,157.7432353953366,11.618520357801,N
2594,5.065249896135915,.08390486538110516,172.5726131367676,11.4001224650178,N
2674,5.181116116269096,.06769540458314514,244.8012676562957,11.7935130135753,N
2759,5.181472353701378,.06659516004208173,51.0131978921381,11.794729362403,N
2797,5.102608508769222,.08822252562667007,105.3798169354813,11.5264766712313,N
2893,5.154374181584275,.07547028864289551,166.4208679282391,11.7023239600871,N
2895,5.237180759935011,.0503916206146347,55.14317339980617,11.9854556121278,N
2920,5.10805795732244,.02609936069401501,151.0923274958789,11.5449465506549,N
3063,5.205306291436176,.0595066953217239,101.689931447253,11.8762036565853,N
3240,5.238647292752868,.1262244409697607,138.1812616847853,11.9904902754049,N
3317,5.22347269661549,.1261455328370599,179.1349932720461,11.9384294061571,N
3391,5.302237159116292,.08238711730937803,135.4258282648344,12.2094731959282,N
3451,5.128587145509441,.07042506490938259,166.8304405658867,11.6146148148295,N
3540,5.270868714355751,.1179822380971778,89.44591349624298,12.101285323127,N
3548,5.18828402218376,.08922913704625093,170.2610092483116,11.8179953898144,N
3564,5.207292123734269,.04090894208796939,345.150701041582,11.8830004894757,N
3596,5.16566454057215,.07335120645185172,172.5994309522093,11.7407949052425,N
3708,5.217488421350913,.1583327909242562,109.9443734184899,11.9179193778976,N
3709,5.243570045955251,.06008462969508963,136.5303781511637,12.0073954282974,N
3793,5.211902177440851,.08990471803130784,128.3041611591796,11.8987841420708,N
3794,5.206159175425099,.1454657474745082,207.1295565115249,11.8791226314574,N
3801,5.324470567785571,.02212243163187649,164.3328160900629,12.286349023335,N
4007,5.172819856083141,.05618128728579923,146.0185424994787,11.7651978188105,N
4035,5.284878598706126,.05585066409938087,147.5134218408477,12.1495649021482,N
4057,5.262261187964081,.1181946629631433,131.8483208149903,12.0716546488439,N
4060,5.246653685998459,.154320209602419,100.9871669462037,12.0179889537397,N
4063,5.182276392953852,.118258062027088,157.4770975012521,11.7974748542118,N
4068,5.150090433734493,.07333025643663134,74.10960679379171,11.6877384683377,N
4086,5.25615862322591,.1206767712365156,188.7624345593922,12.0506617649964,N
4138,5.162120339749863,.04291302950738857,215.5324911025102,11.7287138081394,N
4348,5.240645385050319,.09798334364509359,75.9156130162159,11.9973509369266,N
4489,5.224202067340902,.05753727807845087,107.1100627739593,11.9409299968696,N
4501,5.204961406636572,.05260876369536001,173.9044774166537,11.8750233645786,N
4543,5.120144331144251,.09569589536975769,191.9395336253503,11.5859461974224,N
4707,5.185715902294347,.123414091433604,89.67032878888415,11.8092218898839,N
4708,5.261362319806656,.05965709573648955,57.55522662634463,12.0685617685585,N
4709,5.239467710783999,.02202654285683974,135.7717353852321,11.9933071093163,N
4715,5.108577875739611,.04955949307442471,111.4626177715796,11.5467092312438,N
4722,5.206950608710433,.1120637390224477,74.77013637615408,11.8818315066648,N
4754,5.237509418418466,.01039425554058993,118.8104519777792,11.9865838479988,N
4791,5.162632842007562,.0468181706181725,24.56462975539228,11.7304605152394,N
4792,5.261701592143107,.0909015762407271,108.4742592674586,12.0697291264329,N
4805,5.212175321268569,.09038548289754496,78.18230496603351,11.8997195362658,N
4827,5.117024862188139,.04619631653610991,51.81904353426525,11.5753596323732,N
4828,5.167716354111636,.04311892145589533,328.8287520400949,11.7477908049218,N
4829,5.143814371547591,.05026942728349399,129.960826885642,11.6663804099811,N
4832,5.266108660327862,.1405855875202902,119.2050871868118,12.0848962510329,N
4833,5.245619127737294,.09167655416981679,189.5211027594971,12.0144344890566,N
4834,5.220720111619952,.1349156021405284,143.6777507994489,11.9289939556537,N
4835,5.192625489884334,.2513784299110797,109.4718059629459,11.8328321383965,N
4836,5.202649044261253,.1087706012250329,118.7076416743742,11.8671108254409,N
4867,5.160406924577762,.01680787921462525,212.9867966366596,11.7228747864225,N
4902,5.204740011857609,.04216035256409267,136.7474329948049,11.8742657104837,N
4946,5.319552138869248,.05066541442708482,316.9230219636262,12.2693288587686,N
5012,5.271693689765886,.0850919943792327,211.0158126095984,12.1041265018744,N
5023,5.179433315483561,.05064527567763516,176.477177220004,11.7877677684535,N
5025,5.200594870948177,.07432643423306287,154.480484696131,11.8600832432096,N
5027,5.305455571336567,.06459349495387674,154.8069159576773,12.2205914500454,N
5028,5.263174666476537,.1297218558360134,166.8090261228285,12.0747980719688,N
5041,5.179489294463851,.03649613579275394,105.2609050204967,11.7879588711174,N
5119,5.200836140242174,.1086393964982632,127.6731002142404,11.860908583532,N
5120,5.279224640397532,.1100916530835805,132.7483089761029,12.1300730378835,N
5123,5.231385603951784,.1016290380000209,106.8871720496248,11.9655675167895,N
5126,5.240241979681542,.0254239821157588,113.9540478793144,11.9959656964787,N
5130,5.215608764470559,.009842636219864687,81.71564945519432,11.9114796181061,N
5144,5.20490179017534,.2710791991787109,148.9508714795988,11.8748193443792,N
5209,5.185467826572522,.05005013668494159,180.2970064875516,11.8083745007491,N
5233,5.14379226386505,.04484145783455942,271.374648563033,11.6663051983758,N
5244,5.170644084532062,.02747485679691376,251.2037737807085,11.7577756511755,N
5254,5.237126856890795,.120368931363278,155.5025859966119,11.9852705743438,N
5257,5.167357222766252,.03196629301953327,236.2613124389156,11.7465662040555,N
5258,5.180176192328959,.07567933988483579,88.48969941266307,11.7903039070198,N
5259,5.199687332176971,.07318509516427656,320.9685378756951,11.8569788822515,N
5264,5.205845595664043,.1114251074313779,100.7806561065591,11.878049384496,N
5283,5.201496219128884,.1487514862600383,152.9581726139414,11.8631666965155,N
5284,5.22373735592935,.08320695408348286,137.2834526820197,11.9393367498174,N
5285,5.168917628211193,.04906840064841737,204.9129289759044,11.7518873349799,N
5436,5.199630810196938,.07746655856029641,107.2569206314095,11.8567855500202,N
5476,5.109556434361617,.07246807631213559,166.2601265381804,11.5500270840468,N
5511,5.243294711226521,.1158108052183202,174.2237354122009,12.0064496958477,N
5637,5.147890721198949,.119616693438606,142.8048220633561,11.6802511475797,N
5638,5.255158010065851,.1060580424731271,195.075111109226,12.047220808095,N
5648,5.154933959837317,.1650288673058494,110.1680736724008,11.7042303654289,N
5652,5.209122748116953,.07553559853865204,195.9975229260694,11.8892672462616,N
5907,5.145055689417942,.09629553519310834,209.462410791944,11.6706037039492,N
6002,5.219518750020408,.09285201969209685,96.61962314473229,11.9248766469843,N
6090,5.312492423672969,.05658043329332328,172.617113052501,12.2449125487477,N
6443,5.24472539290646,.1261205412806497,88.06484773322765,12.0113641380832,N
6545,5.143468062832322,.05092529911222651,172.5102019269316,11.6652022664136,N
6997,5.179726913919829,.1002827182818772,204.6556939767691,11.7887700747922,N
6998,5.186477635429006,.06934132282976874,158.1104350845111,11.8118239816993,N
7119,5.15614752327897,.1011804063610905,158.225035240537,11.7083636856966,N
7152,5.15587504233513,.06295908102992927,159.819988621007,11.7074355904982,N
7214,5.174140336328714,.03351822620270868,193.6059972736289,11.7697031089104,N
7352,5.137002572696961,.03625423233976763,190.3588751814451,11.6432139282114,N
7543,5.188190790018855,.06283503021805362,193.6874952197642,11.817676841618,N
7641,5.215574575688351,.05308945752551111,104.7345836703159,11.9113624970758,N
7815,5.27860211291675,.05866752445803787,81.8247906133802,12.1279275292984,N
8060,5.189870356805237,.09129515468672937,200.2249010784032,11.8234158895697,N
8125,5.178757772884961,.04624081847215047,225.5338765242027,11.7854616629999,N
8241,5.141348110054462,.04275590363918844,313.5535084005018,11.6579910435673,N
8317,5.294089111513363,.04508667763737007,277.9969727957441,12.1813402202038,N
9023,5.231206757567216,.06340295493007696,125.2385324065201,11.964953918301,N
9030,5.247174024565676,.02394039648417283,44.94164430601078,12.0197768299474,N
9142,5.175104961316666,.1287815829212124,131.794473941094,11.7729946350737,N
9430,5.273018692632621,.05274311322814591,173.9196801316639,12.1086902182933,N
9431,5.124107854296263,.08417675500969216,188.2423057766613,11.599401887969,N
9590,5.10372697035586,.04165332995388026,354.0594967059055,11.5302666821041,N
9694,5.111241096743391,.03399819564507878,156.1040888910338,11.5557397618954,N
9712,5.232027673868158,.1267227445707934,129.8283165809484,11.9677704608788,N
9713,5.177171551023899,.05364506521269913,104.2509815508003,11.7800473553066,N
9790,5.252570439041589,.05415445946102622,194.1257377760757,12.0383240627035,N
9799,5.192477927185769,.0468127634991676,204.1823609556819,11.8323277483995,N
9807,5.211912507330791,.1534410105425168,152.9506820188599,11.8988195168305,N
9817,5.273705301699458,.03971953893449836,100.5234469211024,12.1110553361546,N
9818,5.216447086026426,.003506971960179935,39.06563680033758,11.9143515890944,N
9828,5.179381180962757,.08526135212618523,113.0861711796756,11.7875897910456,N
9857,5.147014410545792,.02595192942432294,303.9025915484576,11.6772688310943,N
9907,5.294519767902138,.06583110783432856,154.456492775672,12.1828266171731,N
10247,5.25665933179562,.008904054943956352,119.8087302519811,12.0523837487906,N
10664,5.179606451762682,.03160175722227193,128.7583655972328,11.7883588294389,N
10989,5.168967102473967,.085934251253189,192.2024237837674,11.7520560600579,N
11089,5.198987169924461,.02285886986967214,294.131085858671,11.8545840662646,N
11251,5.159373960983208,.002628692453992679,7.758733784148938,11.7193550939684,N
11252,5.145115702051458,.02925365600744797,170.2780944093261,11.6708078958222,N
11273,5.212204461543023,.0949486998147101,204.3020673139006,11.8998193299862,N
11275,5.192839497198371,.0898483383642177,123.611003439362,11.8335636581411,N
11351,5.282770428857165,.06380493163474335,192.5142465381372,12.1422958254532,N
11395,5.214494997175229,.06667908545671265,250.8301928270931,11.9076643660167,N
11396,5.213604419360443,.06324009146952174,211.1022288492715,11.904613951093,N
11397,5.242646104681685,.0612055918899258,200.0241584350302,12.0042219302598,N
11428,5.32367401134691,.01300661809852056,163.4870390462003,12.2835920155942,N
11429,5.261802743160982,.02758487230994133,103.1588617498507,12.0700771710433,N
11487,5.145133652944683,.04804823372828514,109.4890492066159,11.670868973635,N
11488,5.156504489012995,.03800095794212936,94.12813366330134,11.7095795809813,N
11509,5.18031694419921,.1426721018494561,115.168201973065,11.7907844462534,N
11552,5.265778762401752,.1520990388959639,154.3435673456106,12.083760672555,N
11554,5.262640009026486,.06143958869455613,216.5491745155245,12.0729581985467,N
11663,5.142566994680769,.1260851059052701,138.3501181908907,11.6621370149874,N
11668,5.17963654920118,.1409803433145724,177.2194385679224,11.7884615785349,N
11869,5.244528063481717,.04135293007779041,140.9260194154112,12.0106862646665,N
11887,5.183346566490582,.09182145619075344,104.0407393600395,11.801129424968,N
12052,5.245856525145356,.06692197837403288,130.8755102701983,12.0152500918884,N
12054,5.14048097682816,.06419064323336503,155.0018989096371,11.6550418350387,N
12126,5.23187844840656,.2073050979626909,153.650703891584,11.9672584557495,N
12238,5.174639524070603,.1230495724490013,178.1885961530228,11.7714064159841,N
12242,5.101322995692685,.06667643229606918,147.7872211417936,11.5221211039247,N
12444,5.24882320717512,.07064629111060153,174.589899202302,12.0254439845861,N
12649,5.154559436312129,.1471374641601056,144.8734728599515,11.7029548602439,N
12658,5.158155972597597,.05717530823730931,166.5565552038647,11.7152054056426,N
12714,5.227703745435347,.03644203811350766,130.8648251493391,11.9529376580385,N
12916,5.165844119727202,.01689020767646128,120.1656468520468,11.7414071460305,N
12917,5.201453066685886,.08930295994773101,132.0412001245385,11.8630190687345,N
12921,5.244452659973868,.09241104753817128,147.3290340703486,12.010427239085,N
12929,5.229896337290445,.0405709845519452,145.3920131470137,11.9604583581931,N
12972,5.149649658673882,.1503618706677807,201.5425246069873,11.6862380422377,N
12973,5.125460916842571,.05667954456039216,179.9364886143339,11.6039965665163,N
12974,5.181653103217089,.05071708787106791,205.5063016359453,11.7953465354959,N
13060,5.169445454736103,.1224420090543205,193.1634383554726,11.7536874554261,N
13062,5.156259455770209,.009471924189845226,233.672015614037,11.7087449451802,N
13181,5.21587831783858,.136312049839525,110.2987223422011,11.9124030446165,N
13182,5.238206890899166,.1121779740796103,204.7600930766915,11.9889782849431,N
13183,5.212458738054933,.08945004380755461,268.2941255981609,11.9006901366125,N
13184,5.162553691994527,.04806179573284912,273.057069957851,11.7301907509818,N
13185,5.19012649213952,.05394756577482296,170.1013137715092,11.8242911807826,N
13229,5.246310156414921,.07618361459168864,90.41971443134882,12.0168086393698,N
13230,5.068190455819926,.06142152254811062,142.462754433907,11.4100511771305,N
13323,5.105848776723918,.08800850783396802,126.7471145322202,11.5374577610899,N
13331,5.076584747779421,.108063757933756,144.0856889933998,11.4384101002543,N
13353,5.167690078824504,.1336859412198608,108.3434051130331,11.7477012074585,N
13362,5.185426277296617,.02861640242494077,31.80723439904799,11.8082325766903,N
13366,5.227645200335052,.1036368989204249,126.9610780370093,11.9527368670195,N
13372,5.23388496728698,.04669528436543106,187.5084728092907,11.9741436020034,N
13379,5.151476936067509,.06453365384343974,161.838354791778,11.6924586283501,N
13383,5.147919683523202,.06390923718650064,183.1310963947506,11.6803497183483,N
13385,5.22731815280292,.04516074088974899,263.4275546353476,11.9516152189912,N
13387,5.217315324185241,.09516371440774002,199.9084810311653,11.9173262934129,N
13402,5.254617324198162,.1192314771091549,181.2099754430648,12.0453616077221,N
13463,5.177864251738509,.00637823873591544,175.2348000758343,11.7824116733767,N
13475,5.176005458797082,.07388378538988209,103.5552511655376,11.7760676200433,N
13650,5.209752373816744,.09760619648137793,153.8511960615295,11.8914228916847,N
13694,5.245267439094106,.0688007088642146,201.6025011937986,12.0132262610365,N
13780,5.180669229881818,.09381523950658537,129.6709814475565,11.7919872090986,N
13782,5.180757838684787,.1328787347112307,204.1389885143255,11.7922897409606,N
13790,5.266219648514277,.1125552662928314,105.5066024287833,12.0852783038555,N
13862,5.288129804341198,.08420265725247358,163.0928671215126,12.1607780665462,N
14235,5.127009236090139,.08407963489380707,170.3322050906055,11.6092550344818,N
14268,5.249162739816287,.08859034502012279,154.6189482916439,12.026610845221,N
14518,5.273486566507396,.1443252585896479,148.3842781722023,12.1103018564678,N
14690,5.202217149323661,.03031118791396226,222.2794702797481,11.8656331439728,N
14707,5.219510475341202,.04113225298440203,169.7324376674576,11.9248482896315,N
14791,5.147211896583304,.1601363326837773,206.6849980900782,11.6779409060547,N
14792,5.168489339638125,.08220347160470118,194.494390891111,11.7504267502432,N
15033,5.181927990153842,.2022092631555631,162.148972310056,11.796285163463,N
15094,5.162336884124256,.09473385941595029,185.7885555564249,11.7294518227909,N
15398,5.126777666933855,.02656851865901461,73.15355886812598,11.6084685189188,N
15436,5.209677187521404,.04359469589244874,148.7590979925285,11.8911654700041,N
15440,5.298283346768485,.02167132054510973,174.06122232804,12.1958190635334,N
15442,5.191952278904112,.167243208322807,152.6398087024239,11.8305310670965,N
15502,5.128014790815899,.01700482394514815,320.9958250258663,11.6126705677184,N
15521,5.23128253679687,.07141006201410943,50.5356908188799,11.9652139056184,N
15527,5.219073238047949,.1530389280093566,239.1913578874355,11.9233499079677,N
15529,5.254750761675297,.02670031540602742,332.6053134317377,12.0458204364347,N
15535,5.172775368363383,.0846395188253893,134.5515838928135,11.7650460430733,N
15536,5.202083505181098,.1434677229691086,138.8247207797296,11.8651759075281,N
15539,5.308564517775164,.03990327402775871,117.8376961929246,12.2313347488403,N
