pdes,a,e,M,pha
26027,1.982220853058737,.1289802905031742,223.2475591138544,N
26227,1.922386747361465,.09195059161440791,119.7612674744075,N
26383,1.941845895747011,.05898798687072586,125.059469955045,N
26714,1.918208669978903,.07419161371841833,203.8090743158028,N
26891,1.933323933877032,.04469069982344901,236.4939109944813,N
26916,1.905856062313444,.07486744848489242,279.5295612210568,N
26920,1.839535203361728,.05188417140273321,274.6966115155953,N
27266,1.919478664859196,.0811744986249705,277.6581624092344,N
27298,1.955582480930844,.05577081214369139,169.0896622683134,N
27568,1.963701414254217,.02734632858260871,285.7248394554899,N
27601,1.933975606965538,.07750476211318019,115.1848301715566,N
27713,1.931466345941298,.08342248428506827,343.728848723386,N
27776,1.918916273525975,.08652479712875602,74.29233739388297,N
27810,1.934084487799652,.05436737566608365,241.6317209589141,N
28066,1.980084653379146,.09488967981466957,130.3113411408495,N
28421,1.927375840923896,.0904681100071954,42.09215203791192,N
28441,1.936180177403026,.08361550341541146,94.8721347608207,N
29242,1.938943969307432,.07450438410156124,113.35075498934,N
29298,1.928716657094693,.1045200171256715,67.09517858432429,N
29308,1.92639070449811,.09241511287475856,153.9888438744837,N
29421,1.935552118304372,.09401417156742864,149.6090232763631,N
29428,1.95476556082726,.0908618620312583,342.5482751419342,N
29996,1.921250960169389,.05401521872980779,290.3856513064642,N
30019,1.843718839161687,.09544020974854371,344.1475948539003,N
30234,1.910089041630216,.07935263101553591,127.6893228524662,N
30311,1.990544750193681,.1600965357996118,282.6460265087636,N
30535,1.925644909828853,.03026725696686584,270.0097930194169,N
30577,1.817964033890217,.08161377149305872,289.8885459229561,N
30831,1.954743638414418,.1000086639465998,124.3807313555356,N
30934,1.892232982152718,.04006054036785076,225.0825463378956,N
30935,1.903404564620687,.1176115023461558,88.72380375182752,N
30958,1.965998009521277,.07983672569244447,330.3180267086327,N
31091,1.959821212235749,.09503590445634294,20.24442736478285,N
31173,1.930132104881629,.104479661524095,329.0021210669476,N
31182,1.934049806293996,.06668006941859619,20.73814665917577,N
31343,1.93280914348604,.02918421916893551,106.8531957557071,N
31348,1.938830507316363,.07714163630828864,209.9811378868314,N
31351,1.925568892098081,.06147471618713636,207.5680372861358,N
31354,1.932421770567592,.08668609734154088,225.7429229223942,N
31793,1.862716330065767,.06045586327159866,67.97409035218247,N
31813,1.932819855295358,.130850799625662,347.5681786007306,N
31827,1.880023777765489,.105772694712893,12.07329862018008,N
31831,1.93695582012945,.06836976769621209,267.1400371456633,N
31849,1.95612102592978,.08225684084779256,94.69227925148765,N
31850,1.928853009073797,.08165596937441753,148.4648416842168,N
31898,1.902911776918787,.08217963171643237,245.1818983517927,N
31968,1.942496197395776,.04063400730897044,344.6884938553025,N
31986,1.968377907953995,.07220997781258491,322.1791484196335,N
32504,1.952860865146,.1121553248249681,347.8716728542004,N
32772,1.960897010064442,.09678156505012971,25.68074336038438,N
32800,1.897528175054427,.07020721633305126,176.2220366338877,N
32814,1.9274093055471,.07800527353248604,184.5389606904121,N
32928,1.931524645898301,.07155219647995546,238.2368345212475,N
33319,1.945016379822186,.09967486177977736,59.6367830083102,N
33322,1.907300584173732,.09116964752854677,283.036348604484,N
33324,1.929238380825741,.08065424514886894,224.6761510929614,N
33325,1.93757809025592,.06842019106023113,146.0573763798468,N
33326,1.943961832811151,.07547750051761692,187.4278318787358,N
33327,1.972877357110661,.08700143546282935,75.56684264784064,N
33332,1.944182632985531,.08955370321266382,92.38601732547295,N
33339,1.953039047071659,.0891589332963038,156.517891094217,N
33341,1.936493947588317,.05861040176743233,92.0427176060679,N
33356,1.948453245835317,.03731379172928496,237.2296258206456,N
33816,1.887743392645386,.09732870569495626,207.6640076517445,N
33831,1.938007464207895,.04466239850025166,266.9614771151501,N
33843,1.97054131389341,.07272598980551921,190.9883478915579,N
33888,1.954675386610502,.1234697963970785,170.0912574199808,N
33896,1.925446559007554,.05669483565191634,11.5323743184325,N
33908,1.924630535249762,.04984573627581931,7.268859407632424,N
34745,1.902013452263061,.1021121432626478,60.36789148440211,N
35055,1.94109399887272,.09645733577879874,108.7427096467372,N
35087,1.932894263873639,.08801091896088699,195.5632399873772,N
35134,1.961207521180192,.1039045506089457,168.1445280657034,N
35194,1.942481823702089,.100617388043511,188.1489536528917,N
35198,1.946121655338268,.06032535900900848,12.98251993085637,N
35669,1.944490086598753,.0968205315216201,88.75242449140194,N
35674,1.920297270668369,.1034216294202907,132.4230350300591,N
35681,1.95784010069407,.05970722085444375,258.2057857486334,N
36283,1.922000277933911,.04572225579927076,153.1925198783694,N
36298,1.931112135522225,.05709588422263811,76.28815857143084,N
36299,1.887836456579886,.04088133908389858,132.6045058164252,N
36316,1.995215100494135,.09333099667444149,194.1588708477124,N
36448,1.909053655526655,.07339988788246636,332.9739158690243,N
37471,1.952875731944818,.0967910879900464,69.70868641540572,N
37561,1.943549613564721,.09797323007483665,210.7413326839604,N
37634,1.9262524007525,.09048524020821885,62.41054134743423,N
37635,1.854160389818899,.08478740480455961,243.6040480009,N
37651,1.94404747029613,.07310518788309942,283.4412036044432,N
37703,1.976898592824241,.09405926580956819,221.6361881830904,N
37744,1.963087814265314,.1109106586193509,19.88018552951186,N
38044,1.933240282686421,.09803898315251668,79.10128321900721,N
38047,1.925641495973597,.04161807619702613,311.3782878047134,N
38048,1.965036088164453,.07382529492552445,171.9451263786462,N
38049,1.973228370374597,.07147763346486315,358.6081638700158,N
38053,1.901793193545046,.05307979538195242,187.3995478796203,N
38055,1.934282299644215,.1125373764109198,197.1269426457342,N
38061,1.965511929190059,.03375461462001167,321.2805471660839,N
38626,1.917028981225973,.09738520563312925,212.5693507798937,N
38632,1.917230148725242,.1167290620860674,173.2882778477168,N
38682,1.970512100392011,.06910965298799507,236.8603316666583,N
39197,1.931457544863285,.06249059752669923,203.3538633327784,N
39256,1.954530613189747,.105676313094333,185.7025747159972,N
39420,1.961485427635463,.07921534398335958,10.46801743612218,N
39563,1.931315368538962,.0782600694257084,165.9181367197298,N
39618,1.931921640844851,.09646335711018977,281.0051033426922,N
39665,1.93071803499227,.09884710685470728,255.4473986853225,N
39787,1.923300117675518,.1118198455461913,254.2588456953296,N
39791,1.946025758234441,.1050010916935776,185.8450003864846,N
39866,1.96242550009545,.0556562004583248,91.5296544115985,N
39891,1.95678676195507,.09381443143533391,250.5014208693396,N
40160,1.909411139867214,.02897090515191285,342.7902033879899,N
40203,1.934075578285667,.1031369674806997,64.51366092440337,N
40229,1.92680717268825,.08554627209612359,82.12247472646946,N
40231,1.915826562416408,.07012384006179619,172.1093316761776,N
40241,1.95846067143051,.05121913989863487,292.3589932682844,N
40244,1.913853915245911,.08309909790306705,146.6200189615536,N
40247,1.944191957989847,.1147092419547631,114.135591727993,N
40250,1.928496281356108,.05750309200125241,149.6256538438255,N
40253,1.949936910369804,.09469461366118209,174.4463253984557,N
40256,1.909907431525138,.07277695845579664,171.4528955950603,N
40264,1.956085218870982,.04008924228229153,17.1500767849123,N
40270,1.974132573431808,.07854778783860999,7.135188593265917,N
41424,1.933752045534601,.09414316609910661,153.8617598309726,N
41504,1.909662677339958,.04903749473809849,287.5198528937146,N
41578,1.981677187528652,.07972136934444585,199.6837164792816,N
41660,1.961198349571562,.03010314496697488,8.643970425107147,N
41672,1.899419950237291,.06861378867152949,212.1969615615013,N
41685,1.91653152276303,.04060902557828684,74.35281358906401,N
42596,1.977991894531311,.09572093023056062,166.1409027430682,N
42806,1.927419089202663,.04061169496290201,212.617109516843,N
43331,1.918298047721569,.07594362405852532,157.1838953980374,N
43334,1.915898088996785,.07223169241599095,252.8266423718991,N
43357,1.923837128456135,.05403601324065859,44.93234510994306,N
43606,1.936265685738313,.06524881047585668,340.7220549387042,N
43634,1.91834993302635,.05134978055797839,308.3863073400491,N
43869,1.95033303629691,.03429716866738641,312.3859260234827,N
44047,1.91559459940484,.07841844165451919,93.07358036764913,N
44555,1.940964554357612,.08778562665490626,219.153405305655,N
44583,1.9287572716141,.06759959210477975,199.4333041436945,N
44588,1.93328901975259,.06639699080690745,44.85288935913191,N
44589,1.939586596317004,.06466918351268175,49.80532823372001,N
44590,1.921267815119863,.04170546490619277,178.8382445396639,N
44600,1.922249102102786,.05753894489287673,206.5154628892842,N
44641,1.927973475230704,.04322380314186759,339.385360692963,N
45825,1.952588024142446,.1008405767230838,143.2527829171508,N
45839,1.922705612477321,.0791899858249596,255.8973963560883,N
45873,1.768271588040321,.01766822641298287,293.3884337291363,N
45874,1.956889832737882,.09574848984687123,223.3466189551222,N
45878,1.934458529535152,.09955335524129112,283.3518483878264,N
45880,1.937178423541191,.0750849051956564,127.1516210230606,N
45898,1.955908938332758,.07359856545949221,176.050805330298,N
45900,1.934037230351755,.08867306621743271,280.1080263341042,N
45950,1.959831567458857,.1062186613981328,228.381535282789,N
45960,1.909022128608105,.07327547016707231,59.78823603224194,N
45962,1.908958397484404,.1094813022754136,2.794465642858097,N
46096,1.930116600686988,.1209714935229603,259.3581442722154,N
46376,1.959460833471319,.09043783632461301,170.4814094468767,N
46513,1.910470522852121,.06931491783148927,255.7507086735646,N
46540,1.914015720903504,.03963875600031039,125.6991509376201,N
46559,1.938622425121599,.06704153775943433,30.79377687110062,N
46568,1.963020395330923,.09917442351191424,261.1835381044742,N
46605,1.976536282978192,.06991270625021455,56.66486814499081,N
46625,1.918657665434917,.05099116447422141,53.77370373757518,N
46879,1.948975751197609,.06551338753931682,322.0883376383156,N
47135,1.906723896970868,.07857949309343085,239.5881587475486,N
47141,1.900425978755669,.05852222101509481,71.94461165339484,N
47142,1.893186312833585,.07291128495287513,20.10784415326395,N
47143,1.923677883265212,.1119674686432265,313.5905872118337,N
47966,1.916975377528209,.07934567150243442,28.28970799483694,N
47968,1.930468338868075,.09064130708198612,228.3092929449256,N
47983,1.965215197224891,.1078377050724473,204.8033977050947,N
48001,1.946909227916414,.06842055905795083,311.6622249183664,N
48336,1.960668152580569,.09510188720812866,302.9880800380964,N
48381,1.96778908725944,.1029457551279116,307.4612248570374,N
48470,1.92102907480237,.1196365839332775,338.2541443623103,N
48527,1.954192359349276,.08040720063507296,33.475651334776,N
48601,1.945015352026765,.06548817596247632,264.2450741396691,N
48703,1.915547405159438,.1064380112220387,306.9439246214979,N
48707,1.934515772392868,.1048365915190904,336.2712673950627,N
48834,1.87201164441992,.09834010690081714,6.796922431990949,N
48844,1.964496419884839,.06663085676164655,166.4267303219746,N
48847,1.936619132062103,.08693459074549981,256.0977666276386,N
49665,1.927424466844939,.1123501405763824,310.612937936143,N
49666,1.911131265894999,.07723591845677914,226.7614473870493,N
49667,1.941824233149858,.0591708620279946,166.4574998781972,N
49668,1.922671281547974,.08717105520489131,356.208316551163,N
49669,1.923576701561352,.05965012546699295,176.3610102706668,N
49670,1.92941472130331,.05818109333087316,12.36539529647416,N
49674,1.959919652773192,.1027057991337577,358.5012075467105,N
49675,1.951927069023338,.08956424556109523,220.9853724933213,N
49678,1.954669529325003,.07792263527317463,2.976251672310294,N
49762,1.917032508386951,.08020188060723958,304.2594460581075,N
51112,1.94654417986571,.08094094070286052,74.90173188424703,N
51371,1.832931279203133,.06155674121493886,271.7124418901326,N
51375,1.942798036477769,.1095487319916771,316.1167663631092,N
51377,1.945550133507325,.06636298306325582,73.60028770497442,N
51385,1.931907107753556,.07734934037505059,16.84908205538548,N
51386,1.953138048702059,.07614245535221788,194.6825800261719,N
51417,1.953793494835698,.1030073677311536,240.1884914083178,N
51418,1.960042153819387,.06695792140956219,26.08702692060898,N
51424,1.951546424257668,.04895813615476012,161.8666041768884,N
51541,1.933813523808886,.02582209700782554,128.7881272427425,N
51634,1.909016290409276,.09170435040094721,264.5878322447155,N
52284,1.940480369129197,.05093484124371108,184.7574553978021,N
52314,1.937288667781072,.1012229877924601,341.2121822109775,N
52316,1.896837704398936,.06528532399186998,48.00896501452441,N
52460,1.9458632219419,.0405937275210352,143.6001137649201,N
52525,1.920021466679598,.09006228959047104,326.168629607318,N
52526,1.928699681801719,.09452386256292952,334.3518514874476,N
52529,1.924205149004608,.07214109470638251,115.1420560862561,N
52533,1.95728161223812,.08061042996630136,65.21742727664459,N
52534,1.92308120156216,.05143974229461058,324.2449282454326,N
52690,1.889799623864702,.1168348276547286,340.2441773054818,N
52748,1.93294899601964,.09284551662023117,357.5720884641551,N
52753,1.971279189945049,.0546640453584477,227.7008027968647,N
53417,1.875869206569482,.08057404641525545,21.53774473147474,N
53421,1.922029871425066,.08473073598038425,69.66436921520118,N
53422,1.921250046622961,.08410550480531971,110.8211973717388,N
53424,1.866186906020011,.06271664007433872,163.5634099200113,N
53427,1.919492649318222,.07414210939893116,61.41503515738658,N
53428,1.929956588271543,.09158740453139352,334.1492927929213,N
53433,1.843976720210033,.07014073340265438,194.4443625371291,N
53438,1.931627887392212,.08286434288144762,57.75773983565364,N
53440,1.918012956147029,.06527778711659749,289.2181941669078,N
53451,1.965976501582021,.1068888454764818,11.10590496377743,N
53452,1.928658580625261,.06133015834664633,222.8482078323959,N
53453,1.948748283153323,.07860562406411566,333.9694547728964,N
53454,1.943387811446402,.01829388479261285,117.9588821484362,N
53456,1.947038681739645,.1079136643647629,40.69029948352222,N
53457,1.966813446524171,.07766776937644666,4.862188149904737,N
53522,1.966753577479283,.04186995382207211,157.5236321491501,N
53530,1.958853566485618,.1158894047254996,343.2969474960524,N
54234,1.917977225944962,.08967950083057037,151.3613048388838,N
54683,1.937031214507257,.06901409681517555,247.9233513447408,N
54684,1.933951680862458,.04026350544594724,277.3083841581479,N
54708,1.975761010601286,.1157173349186821,296.1186189670927,N
54881,1.957251785083376,.05783899740794912,178.1768855025741,N
55720,1.917180247644729,.09852609563728948,28.36525230907849,N
55747,1.97658891262555,.09425078101392642,20.43917029648618,N
55820,1.928307029074025,.06593701450435457,262.8877923724719,N
55844,1.925018474171484,.05303486500638298,114.6052322157004,N
55854,1.930532685916667,.08973517164667645,14.38709381719576,N
55913,1.929268642702668,.08816237961196642,245.0028437327296,N
55934,1.939078100493545,.08786292034821498,36.03855316339173,N
55964,1.94248174099797,.09631668404932504,63.19573180900439,N
56318,1.869231619094916,.06905762072410038,52.34571905666967,N
56319,1.934285639238053,.09991426509150603,15.9879668250557,N
56321,1.937209330832069,.04866715081289875,295.7433569779996,N
56328,1.951895474748935,.08974309713015995,320.3165744947214,N
56334,1.972412917553526,.06171213893700035,189.6614578365104,N
56337,1.968732378852467,.0928772565596937,334.3510887959935,N
56338,1.826425910599274,.06299141396376438,153.160858642074,N
56343,1.959899171878323,.1429798230868036,341.3352350190457,N
56344,1.930131488217657,.086595710696091,17.28065245649618,N
56351,1.939428766343696,.05318792878680516,256.3026873237586,N
56352,1.925814811162104,.05755312252398678,202.0720165475092,N
56358,1.924755137556174,.07417013266110464,267.2850933875423,N
56360,1.926320475073914,.05922253396334687,16.33389853058841,N
57085,1.935254161177498,.07633842900292717,318.7356105172257,N
57109,1.928326826583844,.0167145223832996,221.3493832331965,N
57116,1.927013530960549,.1230153310061082,152.1702784922126,N
58098,1.924467826451232,.08244774445406182,74.94519254193462,N
