name,N,i,w,a,e,M,pha
Iduna,200.5280190996516,22.62341282744824,188.0903745178597,3.190632547217917,.1667514407877902,130.6778258228939,N
Irma,347.5500445369539,1.389380444009122,38.19557320814884,2.768965687526377,.2376104804057538,359.2933282688203,N
Belisana,51.11028542981739,1.895074729264407,212.8682850017015,2.460636192303393,.0428622163268598,68.4100010066612,N
Klytaemnestra,251.9265899952162,7.815133853648899,103.7970198550479,2.971287556823682,.1139981154752409,40.30923600013462,N
Eucharis,143.2235469300439,18.89159995200597,318.8974367615293,3.128335701140622,.203183325366969,356.7466798809153,N
Elsa,107.240395927589,2.00447072769999,310.2135764506505,2.416434545047951,.1855311385278555,327.9639757311048,N
Istria,141.9515300689913,26.39284330089455,264.177636836127,2.790711548250251,.3510396957097616,252.4555882147384,N
Dejopeja,331.6096946740901,1.143834461549176,209.5491988759551,3.186639089154264,.06693047915891376,84.70982791236808,N
Eunike,153.8396365545969,23.23816373256349,224.0770722480168,2.737939912056111,.1292805418468738,283.9144271165102,N
Celuta,14.76942487466554,13.18338039927617,315.4943562161235,2.362792526111108,.1494558457580971,221.0899150689622,N
Lamberta,21.70538848966032,10.58797078884444,196.91260687,2.727976676317674,.241076487028735,173.6892609396535,N
Menippe,240.9062391461576,11.70354262798532,70.17765057540531,2.76140449324197,.1782439600670597,303.7230978260583,N
Phthia,203.4250783697239,5.177232025139952,168.2345589350453,2.450329432056392,.03708028715269901,285.3915558829183,N
Ismene,175.4741581397368,6.177090728931502,271.5859180196257,3.987509480753102,.1659439050854759,110.0150307097148,N
Kolga,159.3105262840268,11.50773782522308,227.0975937632604,2.8947354879808,.09111623112886465,286.1731262778226,N
Nausikaa,343.2485174405386,6.813862216916391,30.04058343255322,2.402570889590765,.2459049187247553,41.43075741338343,N
Prokne,159.3158592545078,18.50946036037875,163.2568299282169,2.61572773227995,.2380473218514896,355.6778903083382,N
Eurykleia,6.993236419974311,6.971793349389547,119.4896501270922,2.877229437145649,.04427869247427189,72.77932816500827,N
Philomela,72.47610949015014,7.254816593237312,196.3750668973424,3.116453442979259,.01835202860192146,239.9834640852927,N
Arete,81.61154622321001,8.794101750223749,246.4887965016707,2.738661068397809,.1639141471388297,336.8520831790398,N
Ampella,268.4602245078939,9.313450146706687,88.51962574623822,2.458319740670921,.2280940161515428,80.0182924637153,N
Dynamene,324.5768594374867,6.895846481975945,85.09437980721641,2.737838872501801,.1333442364102594,326.9835925613604,N
Penelope,157.0271239664326,5.758227882653145,180.9061637875769,2.677805928937906,.1811701700593684,34.28408617170017,N
Chryseis,136.8479005892994,8.85476425534786,1.333611883588241,3.069852122781707,.1019966804184648,334.4968216378212,N
Pompeja,347.9185734156615,3.177986527990195,57.08098267769589,2.737097138622324,.0586288164156094,4.074866033088272,N
Kallisto,205.1238381357096,8.286744427308872,55.44514958468307,2.669684567834997,.1750033080757551,185.3295032593586,N
Martha,211.796738082907,10.69114793240944,177.269994536292,2.778509953166411,.03502503502774052,155.8001534554663,N
Hersilia,145.1704619540659,3.778695798766954,299.5896919955615,2.741019624276585,.03753230828669606,305.6483478770537,N
Hedda,29.21258547589236,3.803512064629242,192.8092553591138,2.284088997194267,.02907253545569704,337.9989444300969,N
Lacrimosa,4.260844749969865,1.745790102748898,108.3246358473879,2.892688267709069,.01321233847013921,169.7591205104731,N
Dido,.6843929704939336,7.173110964981213,248.2863581004111,3.151139902554587,.05844227246206828,276.6585580297725,N
Isabella,32.5967250951464,5.257384050372774,15.08854003123071,2.724429195146862,.1218236604556633,109.4737281981287,N
Isolda,263.651038600279,3.886185765603151,173.5549157951239,3.041560905984729,.1614435077051523,222.9524427427766,N
Medea,313.4828237059577,4.263416270247912,100.9087203975324,3.116352310445707,.1049527761740574,352.2819392431709,N
Lilaea,122.1132293016541,6.802907949455788,162.3823939452148,2.751636048698716,.1461660428576013,156.2520952945355,N
Aschera,341.9978109819932,3.436411987998703,131.6040720650013,2.61065277185204,.03187195444430304,120.301677221414,N
Oenone,25.00456080677017,1.685870354253006,316.1726921416661,2.766395539365432,.03629646567162005,47.8443015034625,N
Kleopatra,215.3594060147217,13.11165411408044,180.1840333171516,2.793808482641235,.250394567633715,177.2572577959621,N
Eudora,162.594185236767,10.51646981487303,155.3201178870178,2.867781478992745,.3092693310833642,308.6955764931291,N
Bianca,170.6356310827515,15.20070304677365,63.0114199961646,2.667479318474834,.1168094828949055,124.8683537504716,N
Thusnelda,200.8369806199477,10.85306090591806,142.5377926569183,2.355791645494597,.2225824977054473,183.7770342321572,N
Stephania,257.9886529875282,7.589914631541408,78.41297302762098,2.347647943177797,.2585496502095141,74.81504264206657,N
Eos,141.8478928688239,10.88030510026363,193.6446137052275,3.010884250515594,.1044968963670106,28.70453296079099,N
Lucia,80.14362833582149,2.149304860970674,180.8419676794805,3.1422126412377,.1312202841909952,313.9655728878213,N
Rosa,47.92821217775567,1.935483887263368,61.70779330361329,3.096035101352332,.1159693847526132,273.3938179871298,N
Oceana,352.8164182713046,5.842450474953752,284.2585945800778,2.644971309864318,.04310942454310624,315.7163611143773,N
Henrietta,197.1125917964379,20.87243155035434,104.1850185443221,3.389451246065048,.2639099217284165,127.5110487009329,N
Weringia,134.9697407948185,15.96600388721459,154.1137585662387,2.712214919575642,.2030319703374427,330.7458327703465,N
Philosophia,326.2526559111387,9.154410560776645,266.9757532055437,3.162995696228705,.1906769524531982,36.27024138795063,N
Agathe,313.3549195014461,2.536415632420316,19.1324330275815,2.201046016500684,.2421625094042673,298.7086923975889,N
Adelinda,28.04947625131949,2.078733637752596,311.3510577986747,3.422334949768949,.139149452118223,46.81342276292843,N
Athamantis,239.9064149514228,9.443707645963906,138.9645982201179,2.381909088397964,.06133190966963453,62.71887868125048,N
Vindobona,350.5358309744136,5.102158122621904,268.5700418887536,2.92287660311536,.1511760075489302,333.1939558407203,N
Russia,152.2520447163881,6.065984780692011,52.13180970534184,2.553017474464528,.1745253768979379,165.3967694540937,N
Asterope,222.0230976443943,7.683382660734106,125.0801816507188,2.659521129192628,.1006156697642793,93.37374218328796,N
Barbara,144.5529654272231,15.37498816030453,192.361381404975,2.385203003562635,.2456138902697074,323.4260449216977,N
Carolina,66.0339435574995,9.029743473071903,209.4285363515429,2.880871222349599,.06324926216031788,137.68191974675,N
Honoria,185.8622209998728,7.69427438351203,174.8949848164678,2.797637030296019,.1903515556205908,252.3964377201196,N
Coelestina,84.35628713859637,9.745403607621911,199.2915171363803,2.763088529066744,.07259037347804166,210.32723318253,N
Hypatia,183.8851463956996,12.40623211176195,210.731570619199,2.910356177830472,.08740874831668688,130.3463038643931,N
Adrastea,180.6339292562305,6.174501589491696,210.1740450841496,2.966350052003623,.2347132337312061,194.9929212967433,N
Vanadis,115.1915082028181,2.104309780587055,300.1273826203499,2.665192541494757,.2054862070827295,15.25775458155796,N
Germania,270.3642323504642,5.504552288264512,80.63494417657527,3.048646063417396,.1019981238918834,240.9113443042484,N
Kriemhild,206.9397922765135,11.3513138586103,279.7153368247573,2.862148558327455,.1193405122244733,310.3384114312917,N
Ida,324.0171224810981,1.132131052856429,110.8410682333826,2.861147953679652,.04118657128091285,358.0844060016386,N
Sita,208.9819537039731,2.844046131513884,166.0586538403086,2.174462473117006,.1375657589516416,344.8708791291544,N
Vera,61.37968404178198,5.157950075866883,329.2336680440618,3.101522718549307,.1936328373368944,85.28285096140132,N
Asporina,162.3487930946927,15.62599585534594,96.65446166317253,2.693986462303152,.1096704497837205,127.7964944458268,N
Eukrate,.1656124700159426,24.9901221707177,54.87257115624839,2.741889924663373,.2424262788004939,32.68472329021579,N
Lameia,246.866093023568,4.058691188430863,11.01556009973057,2.470294852138123,.0667862464082967,213.1941673217574,N
Ilse,334.73640049696,9.621046380996912,42.2872308060421,2.378142364955746,.2171387546768298,170.2255559188142,N
Bettina,23.87936159785981,12.81623524012338,76.54850799955378,3.146685289597071,.1316307557016196,21.76341296044473,N
Sophia,156.1562523967323,10.51065084061124,285.7848899575525,3.097477832459049,.09922798487335009,263.8390606996294,N
Clementina,202.0503916525835,10.04422166202914,155.7444736329049,3.158474453151056,.06978826779426316,96.15922069457493,N
Mathilde,179.5994131303862,6.741421525302091,157.3287223870247,2.646993781649746,.2655272057826201,124.888427071443,N
Augusta,28.47486983954077,4.512665713628827,233.0514681596115,2.195273446096223,.1216840303749318,280.3974506690154,N
Oppavia,13.67037475701015,9.47192649842996,155.8886490336961,2.746492790196379,.07736763021714985,217.9540708902866,N
Walpurga,182.9354860924243,13.32510303393687,46.42365330683307,3.001771662392822,.0672799680949136,314.3438558152243,N
Silesia,34.36384180467342,3.635097376225992,27.59479519473239,3.119502481041581,.1116881772016433,354.828625188271,N
Tyche,207.6279125627743,14.29876246047601,154.8105515910181,2.61589882349804,.2043175096157365,111.5801474191782,N
Aletheia,86.85805568992262,10.81353778604309,168.0377498670607,3.134770356434449,.1277859012184922,106.8042054483148,N
Huberta,165.3939309140734,6.415973612879171,181.0544830920879,3.444216068516579,.1151949125503293,79.72398745342259,N
Prymno,96.65708247797639,3.635910889264,66.06481501330614,2.331981109543732,.08942121032281294,340.2617702477133,N
