a,e
3.428985522698463,.1109464713802534
3.412478188262162,.1658926957407879
3.479434329710219,.09211253897064714
3.488507310517496,.06636795231120304
3.238963945686795,.05551903584241192
3.448269964613031,.1337687909002513
3.223429364604616,.03266530323251792
3.977343483115187,.1395070330346661
3.384512298671313,.06956772667961553
3.987509480753102,.1659439050854759
3.389451246065048,.2639099217284165
3.422334949768949,.139149452118223
3.444216068516579,.1151949125503293
4.341048515607549,.02113747224292743
3.204955022844298,.05665858515540923
3.405855158329577,.2175363321852762
3.211800623060769,.1593654032449861
3.895559763489309,.02216869443935075
3.960845919625426,.2141158441920307
3.223262271304147,.08980572050859525
3.342976483479936,.03720341369258198
3.504522846738275,.07242781922747572
3.415787487454225,.03100328449822581
3.204667386676596,.06640762099763489
3.202980048762396,.1943503268326288
3.355170261452415,.09208765225904522
3.43041287813706,.05199164722056709
4.00963610751118,.2146184380010445
3.640263649841649,.08165130763882096
3.398276712749486,.01867620142909516
3.497745071370989,.08547388690683295
3.203038190522162,.1690794958669888
3.390493519004591,.1147059740772417
3.419720486486619,.1211754158733886
3.229669666923219,.08269925400671524
3.212290290238103,.03180971362507379
3.20778067674861,.06219729779773692
3.359710495735545,.05813440015579739
3.212656635140466,.1459517471681732
3.208146292975266,.194286188945002
3.382760570662393,.1697757777929549
3.389753686356468,.1644116233577158
3.550808558063794,.1157828632448801
3.398426242854569,.06007514452316729
3.262398378857958,.04056791419831202
3.94477340108993,.1877316189839391
3.224854050385786,.1082594520536262
3.219421913392578,.1158736795047269
3.411962871370438,.1512137842817699
3.210242409668571,.07517633282734675
3.21056968126432,.0614511949149513
3.218320532503899,.08995939321516173
3.23307058276851,.1217005830777588
3.20949220190184,.06820531344039284
3.226708203264668,.1056878489874512
3.200198768541122,.02953270161525744
3.231567177892902,.1025542771515967
3.201852837502277,.1457373540379381
3.237564216558802,.04452543547891785
3.546258305766997,.09015256766193416
3.225588897021389,.08614858682897383
3.367176227428262,.1750337167552838
3.987491668977169,.1864637518249247
3.209984385175676,.11225730290125
3.201229822591734,.1013957986569624
3.208330430920836,.1267510208036662
3.401100156174297,.08718558318156448
3.21154339638772,.08368185013199494
3.40680731669367,.1067587009927503
3.979230852492351,.2200593080796387
3.23365716116682,.09163064245690887
3.213820437385686,.09881678172511861
3.238166608620129,.07813002422649337
3.41902721943171,.06219359825815884
3.231770381013525,.07804681403427416
3.224888589937339,.09823033768658795
3.212027431087622,.04686524150884996
3.748892823252805,.09469751463263218
3.391715715611723,.07063697049442651
3.925414948159501,.1093980175554568
3.215808054284381,.04715715325390697
3.418752756894566,.07254424135884452
3.215354091664925,.06756879714228387
3.349922596665129,.0313501740855587
3.984282484703365,.1576818394447346
3.995103569178646,.1657426851769402
3.954236895547929,.1917884213405713
3.219217143585035,.1914441636232926
3.231140715827803,.163157366063615
3.892113414068503,.07767720455280712
3.358068240651786,.05060385313242107
3.977390265602069,.1019712524709101
3.906510647404188,.1003976864141417
3.415352873236673,.05035387830166122
3.395955724092148,.1189366301632076
3.227908862399375,.1051916623701137
3.20532549121058,.1507045548049048
3.205095289431249,.07782690288939992
3.230190739899626,.1485672580616347
3.505125104220439,.1348056591619033
3.989456972561888,.1828747134402918
3.215053966707721,.3714429451179783
3.204005180056368,.1176696565822088
3.421589385148749,.3143854437594392
3.435339152729653,.03445982429289211
3.200882438190726,.06103446374168423
4.002683343984903,.1181889010963054
3.209665933727291,.218679398485802
3.380242740456788,.1319848002157227
3.235948025469737,.1369511125154833
3.957608233220199,.1479884453953803
3.995131367461234,.2010635311492467
3.427453955022749,.1088953752812502
3.223525431190438,.03203883949873876
3.211374385108446,.08413878729873968
3.539365956751135,.03542871491801263
3.925401406688451,.2388316302646792
3.435793761028049,.1268922741602593
3.9486465043893,.2068953354072279
3.93149488848321,.224845860625727
3.939538104368637,.1690897888596944
3.355059887234534,.05671014729801628
3.214901495817371,.1047314721659061
3.215487403809891,.01581226992868375
3.423389021400173,.09988640991095539
3.213174486762455,.1008593228125652
3.939734385756272,.2083795394033149
3.20993992749882,.1392867867429723
3.241428772883065,.07112276788794415
3.965158921698779,.2221851559620714
3.987256202108783,.1692850448544816
3.287541241483924,.3919075602377375
3.236842195278685,.4812281324041374
3.957517286413637,.2869979549581441
3.204107853793806,.1021846191586624
3.215984727231375,.09913550597373547
3.964297313484052,.1816541139019883
3.215623989205436,.03259000923414938
3.218115632809479,.09635887653105829
3.436607381364262,.05347858415734668
3.497478493241659,.03158363204635034
3.208252984812685,.2126002869609054
3.958312686988368,.09385352258511842
3.399145056731335,.1820219241728518
3.63876919544124,.04127137003938498
3.968453456905702,.1547486185237056
3.221389977755365,.1326157871083869
3.234812539714618,.04034149226811719
3.202254274746834,.1166616831741316
3.234628917984336,.1904327554889838
3.20288725679266,.1336556468819985
3.235146812717007,.04477187350068373
3.972496086142532,.2780297974711116
3.233665710979069,.20097629464317
3.200995725274745,.06509492753781691
3.946472543808055,.1168616114927637
3.456435795912438,.04965642672029155
3.239649390799042,.1840980372397654
3.207813720996222,.1504169168925088
3.561812978920253,.07938503900237293
3.409812507158706,.1003896947901373
3.23560740948861,.1744682872734961
3.207925052020061,.1420148574289723
3.997152859765656,.1202225687695082
3.221776982759044,.04675325651057511
3.222279826090821,.07164426918530349
3.201321692593737,.1958137470133213
3.361691768356167,.1345093651033104
3.259784771316212,.1526509365755412
3.62143668490098,.1113367574936983
3.944383520396711,.2753170638179161
3.342027087304909,.1437666718202669
3.232909656768095,.1674842594315905
3.223898187314763,.0661951611324548
3.385236681270866,.1732463077250815
3.422827718599999,.1268045381982498
3.209668149455181,.09893168336132406
3.208000435413713,.0817566364404814
3.531558507332496,.1216200290478305
3.50562723522844,.07262630157682237
3.984135731161119,.2214049908751222
3.400263807921755,.07708814858625247
3.935858569141204,.1152881623913744
3.200615367427726,.1585124928135999
3.212784104252641,.1510657692971102
3.949151568747733,.1660435509281537
3.411249623428163,.02688081734995572
3.217764145282812,.01466790637105915
3.963577445790547,.1269696652028793
3.387364960140338,.08880757366117813
3.385814362217665,.1849066778463694
3.964347280882272,.2493230822900871
3.211433083117292,.06409015633527934
3.22013675364789,.1190541820057815
3.953231573340902,.1913449459656571
4.001454657626572,.1722309550461692
3.957046178431836,.1284616172919748
3.206880316122859,.1175541568632514
3.940978252552391,.1114555838323121
3.947725403351901,.1972153905957273
3.210649469781579,.207848887139952
3.226933862080199,.1939777502705922
3.245589677317527,.1472286096883385
3.385015654172618,.1433947132349858
3.389265860659127,.04301892850284129
4.013087288724263,.2003495031638586
3.222577581809313,.08378214763981671
3.367902532039736,.08826281519307332
3.221671292899621,.4788709289310819
3.934131614032698,.2059090065304909
3.322087840498724,.1493965235431473
3.228891731125766,.1164290746372323
3.235943896999713,.1061708118555686
3.232823083781526,.1697680144692844
3.286783924139938,.1845358487176765
3.220650295596421,.1413349214010517
3.237459677781307,.1856082273435558
3.993415347279654,.1441236523185387
3.431086158252977,.1575987068695729
3.224983854784385,.0648887330663043
3.241533172494138,.1305909638549452
3.961808527148878,.222925818333761
3.249319029917233,.09544931743195263
3.210125018208642,.1149922093965514
3.233290437382128,.02213168952117265
3.246834304015858,.05203231099814014
3.939384841939656,.2400874748397833
3.431452541905235,.09390281213958242
3.422150970852276,.03109498431341225
3.229582104355551,.1025473230784214
3.225133438378529,.1238048576573284
3.208825406416567,.1355502436953369
3.399802192111903,.01900696597788198
3.389885352995306,.1718255763915758
3.300078032949899,.2856841919717721
3.214449626628485,.1657074968788882
3.899650126869826,.04408327843757043
3.206454890259136,.07669434866488507
3.953753503530026,.1337258123054854
3.202557096605392,.16964225851539
3.441669510492674,.03156997819649562
3.203886167472901,.1687417072310188
3.971770507261753,.1529157997480536
3.996601406698816,.1621437446335473
3.220289594686798,.1048815808023074
3.261083358419034,.09058710998824902
3.222044682609257,.1202904490049523
3.201327081667756,.1592207338551464
3.387227818302637,.09035315857991447
3.24934928456315,.05516196587686548
3.987441084663792,.2802197612917754
3.956597653258705,.1448746993258874
3.210451750451592,.06813878057304228
3.208550929219322,.1396364766438379
3.216997414433084,.0588588940454348
3.22363052505971,.1763004503877924
3.21181895254325,.1725808831984785
3.952558698508686,.08297462925409813
3.218474861983907,.1708155882504647
3.240202447956984,.1864148215970559
3.201357647037019,.1347583300683531
3.213934822959414,.1366754522776856
3.210619263486173,.08049225725684929
3.427399317665111,.07725307597832785
3.241481658365934,.1451967988570835
3.224601927884252,.05019890341547453
3.201686987763078,.06064129746880145
3.219374917550146,.1469977671579094
3.694511858036982,.4987247791098608
3.367405127653114,.4580768883996962
3.217969489098865,.09623617857639354
3.361305159227826,.1019452946915149
3.203317848706203,.09274766418286318
3.239939266523742,.01824174336852943
3.394095652636031,.02230228088808926
3.974014488668971,.08360292494748402
3.947646850820858,.1574727258719034
3.214776908950869,.1297243271767286
3.416079521920225,.04608106376064067
3.252415970844677,.04494512458068662
3.235212288281695,.07102289388544084
4.001518304101543,.05945537018877314
3.964510022396,.2338229967475366
3.219819478544287,.112674981422619
3.940890277304377,.1632578460184475
3.205901545235548,.1585714018322124
