pdes,a,e,M,per
"1999 K2",154.7292410952926,.9658095653934106,.03813515686182001,1924.71661536869
"1999 K3",234.7740714230445,.9917845173020522,.0267044770486565,3597.35584352773
"1999 K4",16.99529358123215,.9151327321304392,.0498168641859481,70.0650133217013
"1999 K6",346.8090912102245,.9935209991243986,.00157577610155151,6458.68215439205
"1999 K7",675.5040428878223,.9965614732177263,.005513916513388942,17556.9928061831
"1999 L2",392.6029663697185,.995148368808479,359.9944397496081,7779.26502322831
"1999 L3",77.58415415159774,.9743643882957196,359.9813828710979,683.388626691572
"1999 N2",298.3585787369228,.997448424696,.002859057815721578,5153.66276643494
"1999 RO28",3.527239316145057,.6507867330621594,358.1635225663947,6.62461421678728
"1999 S3",18.94258911219854,.8999638046985347,359.8085350276331,82.445548327378
"1999 T1",8347.101858363058,.9998596281230152,359.9999657872872,762626.288918238
"1999 XS87",17.38635001772859,.8405737375886086,2.112657976313978,72.4971326432837
"1999 XN120",4.180601767128158,.2139129344086863,346.9307616220219,8.54803716983635
"2000 B2",5906.7395332919,.9993606963080666,.0001995400388669944,453972.904732378
"2000 CT54",1916.369100660813,.9983531527019499,.003871777176214312,83893.2350647522
"2000 D2",17.27912516322893,.8670297694866532,359.8955192777781,71.8275127693222
"2000 G2",14.31747148863408,.8102233242161981,1.323402026575581,54.1760943387929
"2000 J1",50.06744622556968,.9492424341284913,359.9994081963353,354.27569797069
"2000 K2",522.0398985744872,.9953316487218468,.008893851546085031,11927.893346073
"2000 R2",3.33849252580592,.5836543592898227,1.18634358617208,6.10005589771786
"2000 S1",6.58874779397744,.6184540913111467,5.437159992219258,16.9126837463287
"2000 S3",11.69071222695307,.7722785038177395,2.433547228001297,39.9732682161857
"2000 S4",7.12079419024277,.6818586012094172,359.37324690365,19.0020673392252
"2000 Y2",490.0940603775261,.9943506587144511,359.9969288766617,10849.9406115645
"2001 A1",265.7756562694428,.9909456511051214,.03170567363883161,4332.92329716707
"2001 A2-A",2530.53002441112,0.999692137817885,359.999964975135,127299.13248616
"2001 A2-B",1118.60290263091,0.999303580246131,.001092792717368294,37412.9639232097
"2001 C1",38117.89328329306,.999866091309514,359.9999531943743,7442203.42833185
"2001 H5",5.994498509386838,.6001913472530236,6.26546281007537,14.6770065170865
"2001 HT50",1193.491799001408,.9976605761614754,.002748415197494381,41232.2810000202
"2001 K3",2865.847606494024,.9989322105464876,.0005532810947086248,153422.071187267
"2001 K5",11407.99370230414,.9995455602307839,9.242408837371829E-5,1218490.39859927
"2001 M10",26.6595866982736,.8010922838378196,.9650977051742905,137.653836734916
"2001 O2",2191.919354696644,.9978012736698744,.006748564496132145,102623.08345814
"2001 OG108",13.29995428610206,.9252593010411703,357.9637887371742,48.504655524849
"2001 Q1",171.2361155585013,.9659302687497193,.002695018625236661,2240.79049387672
"2001 Q6",7.994479776583038,.8238563067834858,359.3256262463747,22.6044276265854
"2001 R6",4.114487097146357,.4859450123302165,.9337837145920995,8.34606493553889
"2001 S1",53.34681681798641,.9297223895880558,.3128905976901541,389.646668914341
"2001 T3",6.50579925270305,.614844576455912,355.5398732199433,16.5943096461723
"2001 U6",1149.443773641251,.9961664769459994,359.9964678661126,38970.8430065354
"2001 W1",2146.950556756829,.9988824875878562,359.9997929446239,99481.2575770813
"2001 W2",17.92813646199146,.9413734582356099,359.7673529288581,75.9120860801179
"2001 X1",566.8874959707383,.9970048131828605,359.9998472642804,13497.5056779978
"2002 A1",17.15577765006746,.7254080190784703,2.754103096006472,71.0597729607036
"2002 A2",17.18740203759119,.7261376286811095,1.942623181357014,71.2563472989908
"2002 B1",9.918418994809931,.7710192684405167,357.7910790082905,31.2371841859948
"2002 B2",1373.110460169103,.9972018571464725,359.9991122111929,50882.2626700344
"2002 C2",9018.833669725687,.9996392275516168,4.739342995433096E-5,856512.62434196
"2002 CE10",9.815943503090823,.7914862340966966,.06093160500865395,30.7543305154329
"2002 EJ57",6.490000064300673,.5939101217838956,5.655663713800444,16.5338979940466
"2002 F1",950.3471170235424,.9995388012543218,359.999397862741,29297.569598456
"2002 H2",275.5042122195512,.9940660055712118,.01284375236965199,4572.99332118703
"2002 J4",28898.3590800086,.9998742585351684,359.999960840068,4912674.35324682
"2002 K1",9430.947579073532,.9996574847729053,8.122670274541998E-6,915885.531885693
"2002 K2",763.3488293679429,.9931419767231096,.007858687390946306,21090.7861480127
"2002 K4",17.52768081605259,.8422772022250582,359.9869208682011,73.3829026586024
"2002 L9",4456.378295968738,.9984218107413458,.0005632697166827984,297496.10076537
"2002 O6",349.3500397976443,.9985840911328377,359.9955547815414,6529.79275751622
"2002 P1",413.8706751628979,.9842215889072761,.0390789978145186,8419.86611010111
"2002 Q2",56.00934592933308,.9767386275907417,.03819378761338898,419.178456193544
"2002 Q3-A",465.3330321264617,.9971937681021504,.002058559169235115,10038.1579716268
"2002 R5",3.216123486530712,.9852612620332006,179.9108780444316,5.76776125949641
"2002 S7",3.223552998284503,.9848618681444121,179.507325500189,5.78775880706215
"2002 T5",6.988781007646011,.437076499556222,6.507136743274269,18.4761019703635
"2002 T6",7.651804825505631,.5573464446157246,1.674783766339906,21.1667425821564
"2002 V1",1010.677585249301,.9999017905847297,359.998334476109,32131.2153843836
"2002 V2",5011.348617347454,.9986406795539012,.0002509080887757176,354764.476159687
"2002 VQ94",202.1431078132694,.966376725357406,.05596697021132584,2874.06515834565
"2002 X1",1375.557599637891,.9981922239651285,359.9983793571358,51018.345809097
"2002 X5",1208.666631497768,.999842855646059,359.9997888470945,42021.1565044295
"2002 Y1",250.5964330648436,.9971515572410348,359.9845343652502,3967.07608408618
"2003 E1",13.72540232133408,.7635801784128617,357.6235668363262,50.8505702304659
"2003 F1",20.66261789746767,.8060361814012834,359.7013413181637,93.9260846940456
"2003 F2",6.503991467451984,.5422509146090981,359.4777272115146,16.5873934634725
"2003 G2",440.9405684024293,.9964771452947927,359.9984112006975,9259.30284108814
"2003 H1",2653.379948359201,.9991559331248315,359.9986974978282,136680.754191415
"2003 H2",38.15862314085139,.9429089752773024,.01685607127930206,235.720441624648
"2003 H3",13171.63485663015,.9997797205028385,6.309289537106615E-5,1511707.35590858
"2003 J1",577.4806642802951,.9911245127160041,359.9939910854837,13877.6002507289
"2003 K1",42.16067112736083,.9504906689671544,.5753797466806089,273.759674306975
