# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  5 05:27:31 2016
#
# COLUMN mpl_hostname:   Host Name
# COLUMN mpl_letter:     Planet Letter
# COLUMN mpl_discmethod: Discovery Method
# COLUMN mpl_pnum:       Number of Planets in System
# COLUMN mpl_orbper:     Orbital Period [days]
# COLUMN mpl_orbsmax:    Orbit Semi-Major Axis [AU]
# COLUMN mpl_orbeccen:   Eccentricity
# COLUMN mpl_dens:       Planet Density [g/cm**3]
# COLUMN mpl_orbincl:    Inclination [deg]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN mst_teff:       Effective Temperature [K]
# COLUMN mst_mass:       Stellar Mass [Solar mass]
# COLUMN mst_rad:        Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN mpl_name:       Planet Name
# COLUMN mpl_eqt:        Equilibrium Temperature [K]
# COLUMN mpl_masse:      Planet Mass [Earth mass]
# COLUMN mpl_rade:       Planet Radius [Earth radii]
# COLUMN mpl_status:     Status
# COLUMN mpl_mnum:       Number of Moons in System
# COLUMN rowupdate:      Date of Last Update
# COLUMN mst_lum:        Stellar Luminosity [log(Solar)]
#
rowid,mpl_hostname,mpl_letter,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_dens,mpl_orbincl,ra,dec,mst_teff,mst_mass,mst_rad,hd_name,mpl_name,mpl_eqt,mpl_masse,mpl_rade,mpl_status,mpl_mnum,rowupdate,mst_lum
237,Kepler-18,b,Transit,3,3.50472500,0.044700,0.000000,4.90000,84.920,298.079439,44.746321,5345.00,0.9720,1.11,,Kepler-18 b,,6.90000,2.000,3,0,2014-05-14,-0.031
238,Kepler-18,c,Transit,3,7.64159000,0.075200,0.000000,0.59000,87.680,298.079439,44.746321,5345.00,0.9720,1.11,,Kepler-18 c,,17.30000,5.490,3,0,2014-05-14,-0.031
239,Kepler-18,d,Transit,3,14.85888000,0.117200,0.000000,0.27000,88.070,298.079439,44.746321,5345.00,0.9720,1.11,,Kepler-18 d,,16.40000,6.980,3,0,2014-05-14,-0.031
240,Kepler-186,f,Transit,5,129.94410000,0.432000,0.040000,,89.960,298.652714,43.955017,3755.00,0.5440,0.52,,Kepler-186 f,,,1.170,3,0,2015-01-14,-1.260
241,Kepler-19,b,Transit,2,9.28699440,,0.000000,10.40000,89.940,290.420839,37.851786,5541.00,0.9360,0.85,,Kepler-19 b,,20.30000,2.209,3,0,2014-05-14,
242,Kepler-197,b,Transit,4,5.59929300,,0.020000,,,295.226435,50.559006,,,,,Kepler-197 b,,,1.064,3,0,2015-05-21,
243,Kepler-197,c,Transit,4,10.34971100,,0.080000,,,295.226435,50.559006,,,,,Kepler-197 c,,,1.208,3,0,2015-05-21,
244,Kepler-197,d,Transit,4,15.67787000,,0.030000,,,295.226435,50.559006,,,,,Kepler-197 d,,,1.244,3,0,2015-05-21,
245,Kepler-197,e,Transit,4,25.20970000,,0.380000,,,295.226435,50.559006,,,,,Kepler-197 e,,,0.983,3,0,2015-05-21,
246,Kepler-20,b,Transit,5,3.69612190,0.045370,0.320000,6.50000,86.500,287.698004,42.338726,5455.00,0.9120,0.94,,Kepler-20 b,1014,8.70000,1.910,3,0,2014-05-14,-0.149
247,Kepler-20,c,Transit,5,10.85409200,0.093000,0.400000,2.91000,88.390,287.698004,42.338726,5455.00,0.9120,0.94,,Kepler-20 c,713,16.10000,3.070,3,0,2014-05-14,-0.149
248,Kepler-20,d,Transit,5,77.61184000,0.345300,0.600000,4.07000,89.570,287.698004,42.338726,5455.00,0.9120,0.94,,Kepler-20 d,369,20.10000,2.750,3,0,2014-05-14,-0.149
249,Kepler-20,e,Transit,5,6.09849300,,0.280000,,87.500,287.698004,42.338726,5466.00,0.9120,0.94,,Kepler-20 e,1040,3.08000,0.868,3,0,2014-05-14,-0.069
250,Kepler-20,f,Transit,5,19.57706000,,0.320000,,88.680,287.698004,42.338726,5466.00,0.9120,0.94,,Kepler-20 f,705,14.30000,1.030,3,0,2014-05-14,-0.069
251,Kepler-21,b,Transit,1,2.78575500,0.042507,0.000000,12.90000,82.580,287.361816,38.714016,6131.00,1.3400,1.86,,Kepler-21 b,1956,10.40000,1.635,3,0,2014-05-14,
252,Kepler-22,b,Transit,1,289.86230000,0.849000,0.000000,14.70000,89.764,289.217484,47.884464,5518.00,0.9700,0.98,,Kepler-22 b,262,36.00000,2.380,3,0,2014-05-14,-0.102
253,Kepler-23,b,Transit,3,7.10699500,,0.060000,,,294.218924,49.479225,,,,,Kepler-23 b,,,1.694,3,0,2015-05-21,
254,Kepler-23,c,Transit,3,10.74243400,,0.020000,,,294.218924,49.479225,,,,,Kepler-23 c,,,3.120,3,0,2015-05-21,
255,Kepler-23,d,Transit,3,15.27429000,,0.080000,,,294.218924,49.479225,,,,,Kepler-23 d,,,2.235,3,0,2015-05-21,
256,Kepler-25,b,Transit,3,6.23853690,,0.050000,,,286.638393,39.487894,,,,,Kepler-25 b,,,2.702,3,0,2015-05-21,
257,Kepler-25,c,Transit,3,12.72036780,,0.010000,,,286.638393,39.487894,,,,,Kepler-25 c,,,5.154,3,0,2015-05-21,
258,Kepler-278,b,Transit,2,30.15856000,,0.040000,,,290.107193,38.702235,,,,,Kepler-278 b,,,4.590,3,0,2015-05-21,
259,Kepler-278,c,Transit,2,51.08510000,,0.510000,,,290.107193,38.702235,,,,,Kepler-278 c,,,3.310,3,0,2015-05-21,
260,Kepler-296,b,Transit,5,10.86438400,0.079000,0.330000,,,286.540008,49.437326,3740.00,0.4980,0.48,,Kepler-296 b,,,1.610,3,0,2015-09-03,
261,Kepler-296,c,Transit,5,5.84163660,0.052100,0.330000,,,286.540008,49.437326,3740.00,0.4980,0.48,,Kepler-296 c,,,2.000,3,0,2015-09-03,
262,Kepler-296,d,Transit,5,19.85029100,0.118000,0.330000,,,286.540008,49.437326,3740.00,0.4980,0.48,,Kepler-296 d,,,2.090,3,0,2015-09-03,
263,Kepler-296,e,Transit,5,34.14204000,0.149000,0.100000,,89.890,286.540008,49.437326,3572.00,0.4540,0.43,,Kepler-296 e,,,1.480,3,0,2015-01-14,-1.569
264,Kepler-296,e,Transit,5,34.14211000,0.169000,0.330000,,,286.540008,49.437326,3740.00,0.4980,0.48,,Kepler-296 e,,,1.530,3,0,2015-09-03,
265,Kepler-296,f,Transit,5,63.33600000,0.283000,0.120000,,89.950,286.540008,49.437326,3572.00,0.4540,0.43,,Kepler-296 f,,,1.750,3,0,2015-01-14,-1.569
266,Kepler-296,f,Transit,5,63.33627000,0.255000,0.330000,,,286.540008,49.437326,3740.00,0.4980,0.48,,Kepler-296 f,,,1.800,3,0,2015-09-03,
267,Kepler-30,b,Transit,3,29.33434000,0.180000,0.042000,1.02000,90.179,285.283636,38.947281,5498.00,0.9900,0.95,,Kepler-30 b,,11.30000,3.900,3,0,2014-05-14,
268,Kepler-30,c,Transit,3,60.32310500,0.300000,0.011100,1.88000,90.323,285.283636,38.947281,5498.00,0.9900,0.95,,Kepler-30 c,,640.00000,12.300,3,0,2014-05-14,
269,Kepler-30,d,Transit,3,143.34394000,0.500000,0.022000,0.19000,89.841,285.283636,38.947281,5498.00,0.9900,0.95,,Kepler-30 d,,23.10000,8.800,3,0,2014-05-14,
270,Kepler-33,b,Transit,5,5.66793000,0.067700,0.000000,,86.390,289.077548,46.005222,5904.00,1.2910,1.82,,Kepler-33 b,,,1.740,3,0,2014-05-14,0.556
271,Kepler-33,c,Transit,5,13.17562000,0.118900,0.000000,,88.190,289.077548,46.005222,5904.00,1.2910,1.82,,Kepler-33 c,,,3.200,3,0,2014-05-14,0.556
272,Kepler-33,d,Transit,5,21.77596000,0.166200,0.000000,,88.710,289.077548,46.005222,5904.00,1.2910,1.82,,Kepler-33 d,,,5.350,3,0,2014-05-14,0.556
273,Kepler-33,e,Transit,5,31.78440000,0.213800,0.000000,,88.940,289.077548,46.005222,5904.00,1.2910,1.82,,Kepler-33 e,,,4.020,3,0,2014-05-14,0.556
274,Kepler-33,f,Transit,5,41.02902000,0.253500,0.000000,,89.170,289.077548,46.005222,5904.00,1.2910,1.82,,Kepler-33 f,,,4.460,3,0,2014-05-14,0.556
275,Kepler-338,b,Transit,4,13.72699000,,0.040000,,,282.978956,40.784347,,,,,Kepler-338 b,,,2.580,3,0,2015-05-21,
276,Kepler-338,c,Transit,4,24.31168000,,0.030000,,,282.978956,40.784347,,,,,Kepler-338 c,,,2.480,3,0,2015-05-21,
277,Kepler-338,d,Transit,4,44.42870000,,0.030000,,,282.978956,40.784347,,,,,Kepler-338 d,,,2.660,3,0,2015-05-21,
278,Kepler-338,e,Transit Timing Variations,4,9.34149000,,0.050000,,,282.978956,40.784347,,,,,Kepler-338 e,,,1.587,3,0,2015-05-21,
279,Kepler-34,b,Transit,1,288.82200000,1.089600,0.182000,0.61300,90.355,296.435821,44.641560,5913.00,1.0479,1.16,,Kepler-34 b,,69.92000,8.564,3,0,2014-05-14,0.173
280,Kepler-35,b,Transit,1,131.45800000,0.603470,0.042000,0.41000,90.760,294.496978,46.689762,5606.00,0.8877,1.03,,Kepler-35 b,,40.36300,8.160,3,0,2014-05-14,-0.027
281,Kepler-36,b,Transit,2,13.83989000,0.115300,0.039000,7.46000,90.010,291.250191,49.231827,5911.00,1.0710,1.63,,Kepler-36 b,978,4.45000,1.486,3,0,2014-05-14,0.462
282,Kepler-36,c,Transit,2,16.23855000,0.128300,0.033000,0.89000,89.980,291.250191,49.231827,5911.00,1.0710,1.63,,Kepler-36 c,928,8.08000,3.679,3,0,2014-05-14,0.462
283,Kepler-37,b,Transit,4,13.36805000,,0.080000,,,284.059660,44.518131,,,,,Kepler-37 b,,,0.354,3,0,2015-05-21,
284,Kepler-37,c,Transit,4,21.30207100,,0.090000,,,284.059660,44.518131,,,,,Kepler-37 c,,,0.705,3,0,2015-05-21,
285,Kepler-37,d,Transit,4,39.79223200,,0.150000,,,284.059660,44.518131,,,,,Kepler-37 d,,,1.922,3,0,2015-05-21,
286,Kepler-38,b,Transit,1,105.59900000,0.463200,0.032000,,89.442,286.830353,42.279205,5623.00,0.9410,1.75,,Kepler-38 b,475,122.00000,4.300,3,0,2014-05-14,
287,Kepler-39,b,Transit,1,21.08740000,0.155000,0.121000,12.40000,88.830,296.960265,46.034298,6260.00,1.1000,1.39,,Kepler-39 b,905,5720.70000,13.680,3,0,2014-05-14,
288,Kepler-39,b,Transit,1,21.08721000,0.164000,0.112000,13.00000,89.070,296.960265,46.034298,6350.00,1.2900,1.40,,Kepler-39 b,897,6388.10000,13.900,3,0,2015-01-29,
289,Kepler-4,b,Transit,1,3.21346000,0.045600,0.000000,1.91000,89.760,285.615322,50.135754,5857.00,1.2230,1.49,,Kepler-4 b,1650,24.47200,4.002,3,0,2014-05-14,0.354
290,Kepler-40,b,Transit,1,6.87349000,0.080000,0.000000,1.68000,89.700,296.813690,47.526608,6510.00,1.4800,2.13,,Kepler-40 b,1620,699.20000,13.110,3,0,2014-05-14,
291,Kepler-41,b,Transit,1,1.85555820,0.031010,0.000000,0.33000,82.510,294.513229,45.981644,5750.00,1.1500,1.29,,Kepler-41 b,1790,177.98000,14.460,3,0,2015-01-29,
292,Kepler-41,b,Transit,1,1.85555800,0.030000,0.000000,1.10000,88.300,294.513229,45.981644,5620.00,1.1200,1.02,,Kepler-41 b,1730,174.80000,9.980,3,0,2014-05-14,
293,Kepler-410 A,b,Transit,1,17.83364800,0.122600,0.170000,,87.720,283.150698,45.139832,6273.00,1.2140,1.35,,Kepler-410 A b,,,2.838,3,0,2014-05-14,0.435
294,Kepler-411,b,Transit,1,3.00516000,0.038000,0.000000,,88.270,287.605582,49.523262,4974.00,0.8300,0.79,,Kepler-411 b,1040,,1.880,3,0,2014-05-14,-0.509
295,Kepler-412,b,Transit,1,1.72086123,0.029590,0.003800,0.50100,80.890,286.110327,43.680958,5750.00,1.1670,1.29,,Kepler-412 b,,298.43000,14.852,3,0,2014-05-14,
296,Kepler-413,b,Transit,1,66.26200000,0.355300,0.118100,3.20000,89.929,288.510620,51.162472,4700.00,0.8200,0.78,,Kepler-413 b,,67.00000,4.347,3,0,2014-05-14,
297,Kepler-418,b,Transit,1,86.67856000,,0.200000,,89.952,294.433512,38.355450,5820.00,0.9800,1.09,,Kepler-418 b,,349.60000,13.450,3,0,2014-05-28,
298,Kepler-419,b,Transit,2,69.75460000,0.370000,0.833000,,88.950,295.417899,51.184765,6430.00,1.3900,1.74,,Kepler-419 b,,794.50000,10.800,3,0,2014-06-25,
299,Kepler-420,b,Transit,1,86.64766100,0.382000,0.772000,2.10000,89.660,291.225180,44.927383,5520.00,0.9900,1.13,,Kepler-420 b,511,460.83000,10.540,3,0,2014-06-25,
300,Kepler-421,b,Transit,1,704.19840000,1.219000,0.041000,,89.965,283.256822,45.087776,5308.00,0.7940,0.76,,Kepler-421 b,185,,4.160,3,0,2014-07-23,-0.398
301,Kepler-423,b,Transit,1,2.68432850,0.035850,0.019000,0.45900,87.828,292.855742,46.391178,5560.00,0.8500,0.95,,Kepler-423 b,1605,189.10100,13.361,3,0,2015-01-22,
302,Kepler-425,b,Transit,1,3.79701816,0.046400,0.330000,0.27000,87.020,290.358009,40.567738,5170.00,0.9300,0.86,,Kepler-425 b,1070,79.45000,10.962,3,0,2014-10-03,-0.323
303,Kepler-426,b,Transit,1,3.21751883,0.041400,0.180000,0.26000,85.740,289.434628,49.473400,5725.00,0.9100,0.92,,Kepler-426 b,1300,108.06000,12.220,3,0,2014-10-03,-0.089
304,Kepler-427,b,Transit,1,10.29099400,0.091000,0.570000,0.16000,89.500,288.254580,43.704868,5800.00,0.9600,1.35,,Kepler-427 b,1100,92.17000,13.790,3,0,2014-10-03,0.290
305,Kepler-428,b,Transit,1,3.52563254,0.043300,0.220000,1.02000,89.360,290.581722,40.577400,5150.00,0.8700,0.80,,Kepler-428 b,1070,403.63000,12.110,3,0,2014-10-03,-0.390
306,Kepler-43,b,Transit,1,3.02409309,0.044400,0.017000,2.49000,84.570,285.240856,46.668255,6050.00,1.2700,1.38,,Kepler-43 b,1628,994.77000,13.000,3,0,2015-01-29,
307,Kepler-43,b,Transit,1,3.02409500,0.044900,0.025000,2.33000,84.350,285.240856,46.668255,6041.00,1.3200,1.42,,Kepler-43 b,1637,1026.55000,13.450,3,0,2014-05-14,
308,Kepler-432,b,Transit,2,52.50097000,0.303400,0.535000,4.60000,88.900,293.282206,48.285900,4850.00,1.3530,4.16,,Kepler-432 b,,1547.77000,12.554,3,0,2014-12-03,
309,Kepler-432,b,Transit,2,52.50112900,0.301000,0.513400,4.46000,88.170,293.282206,48.285900,4995.00,1.3200,4.06,,Kepler-432 b,,1719.46030,12.834,3,0,2015-04-30,
310,Kepler-433,b,Transit,1,5.33408384,0.067900,0.119000,1.13000,89.210,297.593651,40.977268,6360.00,1.4600,2.26,,Kepler-433 b,1776,896.24000,16.250,3,0,2015-01-14,0.880
311,Kepler-434,b,Transit,1,12.87470990,0.114300,0.131000,2.40000,86.460,293.586381,42.928913,5977.00,1.1980,1.38,,Kepler-434 b,1000,908.96000,12.670,3,0,2015-01-14,0.330
312,Kepler-435,b,Transit,1,8.60015360,0.094800,0.114000,0.13100,85.510,292.287328,43.197281,6161.00,1.5380,3.21,,Kepler-435 b,1729,266.97000,22.310,3,0,2015-01-14,1.129
313,Kepler-436,b,Transit,1,64.00205000,0.339000,0.190000,,89.930,301.720753,44.412063,4651.00,0.7290,0.70,,Kepler-436 b,,,2.730,3,0,2015-01-06,-0.701
314,Kepler-437,b,Transit,1,66.65062000,0.288000,0.020000,,89.900,297.347393,44.026947,4551.00,0.7070,0.68,,Kepler-437 b,,,2.140,3,0,2015-01-06,-0.762
315,Kepler-438,b,Transit,1,35.23319000,0.166000,0.030000,,89.860,281.645806,41.951092,3748.00,0.5440,0.52,,Kepler-438 b,,,1.120,3,0,2015-01-06,-1.357
316,Kepler-439,b,Transit,1,178.13960000,0.563000,0.030000,,89.950,280.801566,44.033994,5431.00,0.8840,0.87,,Kepler-439 b,,,2.240,3,0,2015-01-06,-0.236
317,Kepler-44,b,Transit,1,3.24674000,0.045500,0.021000,0.65000,83.780,300.102352,45.762142,5757.00,1.1900,1.52,,Kepler-44 b,1603,324.17000,13.900,3,0,2014-05-14,
318,Kepler-44,b,Transit,1,3.24672930,0.044600,0.066000,0.93000,84.960,300.102352,45.762142,5800.00,1.1200,1.35,,Kepler-44 b,1544,317.82000,12.220,3,0,2015-01-29,
319,Kepler-440,b,Transit,1,101.11141000,0.242000,0.340000,,89.930,285.349952,41.452206,4134.00,0.5750,0.56,,Kepler-440 b,,,1.860,3,0,2015-01-06,-1.102
320,Kepler-441,b,Transit,1,207.24820000,0.640000,0.100000,,89.970,284.566904,49.012546,4340.00,0.5720,0.55,,Kepler-441 b,,,1.640,3,0,2015-01-06,-1.051
321,Kepler-442,b,Transit,1,112.30530000,0.409000,0.040000,,89.940,285.366589,39.280081,4402.00,0.6090,0.60,,Kepler-442 b,,,1.340,3,0,2015-01-06,-0.932
322,Kepler-443,b,Transit,1,177.66930000,0.495000,0.110000,,89.940,288.610544,49.968632,4723.00,0.7380,0.71,,Kepler-443 b,,,2.330,3,0,2015-01-06,-0.664
323,Kepler-444,b,Transit,5,3.60010530,0.041780,0.160000,,88.000,289.752289,41.634605,5046.00,0.7580,0.75,,Kepler-444 b,,,0.403,3,0,2015-01-29,
324,Kepler-444,c,Transit,5,4.54588410,0.048810,0.310000,,88.200,289.752289,41.634605,5046.00,0.7580,0.75,,Kepler-444 c,,,0.497,3,0,2015-01-29,
325,Kepler-444,d,Transit,5,6.18939200,0.060000,0.180000,,88.160,289.752289,41.634605,5046.00,0.7580,0.75,,Kepler-444 d,,,0.530,3,0,2015-01-29,
326,Kepler-444,e,Transit,5,7.74349300,0.069600,0.100000,,89.130,289.752289,41.634605,5046.00,0.7580,0.75,,Kepler-444 e,,,0.546,3,0,2015-01-29,
327,Kepler-444,f,Transit,5,9.74048600,0.081100,0.290000,,87.960,289.752289,41.634605,5046.00,0.7580,0.75,,Kepler-444 f,,,0.741,3,0,2015-01-29,
328,Kepler-445,b,Transit,3,2.98415100,,0.000000,,89.740,298.736067,46.498552,3157.00,0.1800,0.21,,Kepler-445 b,,,1.580,3,0,2015-01-14,
329,Kepler-445,c,Transit,3,4.87122900,,0.000000,,89.910,298.736067,46.498552,3157.00,0.1800,0.21,,Kepler-445 c,,,2.510,3,0,2015-01-14,
330,Kepler-445,d,Transit,3,8.15275000,,0.000000,,89.610,298.736067,46.498552,3157.00,0.1800,0.21,,Kepler-445 d,,,1.250,3,0,2015-01-14,
331,Kepler-446,b,Transit,3,1.56540900,,0.000000,,87.420,282.250207,44.921102,3359.00,0.2200,0.24,,Kepler-446 b,,,1.500,3,0,2015-01-14,
332,Kepler-446,c,Transit,3,3.03617900,,0.000000,,88.970,282.250207,44.921102,3359.00,0.2200,0.24,,Kepler-446 c,,,1.110,3,0,2015-01-14,
333,Kepler-446,d,Transit,3,5.14892100,,0.000000,,88.720,282.250207,44.921102,3359.00,0.2200,0.24,,Kepler-446 d,,,1.350,3,0,2015-01-14,
334,Kepler-447,b,Transit,1,7.79430132,0.076900,0.123000,0.40000,86.550,285.268586,48.560013,5493.00,1.0000,1.05,,Kepler-447 b,,435.41000,18.490,3,0,2015-02-19,
335,Kepler-449,b,Transit,2,12.58242000,,0.030000,,,293.732821,41.900829,,,,,Kepler-449 b,,,2.056,3,0,2015-05-21,
336,Kepler-449,c,Transit,2,33.67270000,,0.050000,,,293.732821,41.900829,,,,,Kepler-449 c,,,2.764,3,0,2015-05-21,
337,Kepler-45,b,Transit,1,2.45523900,0.030000,0.110000,0.80000,87.000,292.872900,41.064261,3820.00,0.5900,0.55,,Kepler-45 b,1000,160.49700,10.760,3,0,2014-05-14,
338,Kepler-450,b,Transit,3,28.45485100,,0.020000,,,295.486509,51.013500,,,,,Kepler-450 b,,,6.140,3,0,2015-05-21,
339,Kepler-450,c,Transit,3,15.41313500,,0.020000,,,295.486509,51.013500,,,,,Kepler-450 c,,,2.620,3,0,2015-05-21,
340,Kepler-450,d,Transit,3,7.51464000,,0.140000,,,295.486509,51.013500,,,,,Kepler-450 d,,,0.837,3,0,2015-05-21,
341,Kepler-453,b,Transit,1,240.50300000,0.790300,0.035900,,89.443,283.241297,46.378471,5527.00,0.9440,0.83,,Kepler-453 b,,0.20000,6.204,3,0,2015-07-09,
342,Kepler-454,b,Transit,2,10.57375339,0.095400,0.000000,2.76000,87.090,287.478529,38.228866,5701.00,1.0280,1.07,,Kepler-454 b,,6.84000,2.370,3,0,2015-12-03,
343,Kepler-46,b,Transit,3,33.60134000,0.196800,0.010000,14.00000,89.038,289.268744,42.604176,5155.00,0.9020,0.94,,Kepler-46 b,543,1907.00000,9.057,3,0,2014-05-14,-0.255
344,Kepler-47,b,Transit,2,49.53200000,0.296200,0.035000,,89.700,295.297916,46.920467,5636.00,1.0490,0.96,,Kepler-47 b,,636.00000,3.030,3,0,2014-05-14,-0.076
345,Kepler-47,c,Transit,2,303.13700000,0.991000,0.411000,,89.825,295.297916,46.920467,5636.00,1.0490,0.96,,Kepler-47 c,,8899.00000,4.620,3,0,2014-05-14,-0.076
346,Kepler-5,b,Transit,1,3.54846000,0.050640,0.024000,0.89400,86.300,299.407009,44.035046,6297.00,1.3740,1.79,,Kepler-5 b,1868,671.86400,16.040,3,0,2014-05-14,0.669
347,Kepler-51,b,Transit,3,45.15400000,0.251400,0.040000,0.03000,,296.479776,49.937683,6018.00,1.0400,0.94,,Kepler-51 b,543,2.10000,7.100,3,0,2014-05-14,
348,Kepler-51,c,Transit,3,85.31200000,0.384000,0.014000,0.03000,,296.479776,49.937683,6018.00,1.0400,0.94,,Kepler-51 c,439,4.00000,9.000,3,0,2014-05-14,
349,Kepler-51,d,Transit,3,130.19400000,0.509000,0.008000,0.04600,,296.479776,49.937683,6018.00,1.0400,0.94,,Kepler-51 d,381,7.60000,9.700,3,0,2014-05-14,
350,Kepler-6,b,Transit,1,3.23472300,0.045670,0.000000,0.35200,86.800,296.837254,48.239964,5647.00,1.2090,1.39,,Kepler-6 b,1500,212.61900,14.830,3,0,2014-05-14,0.299
351,Kepler-61,b,Transit,1,59.87756000,,0.250000,,89.800,295.304508,42.475290,4017.00,0.6350,0.62,,Kepler-61 b,273,,2.150,3,0,2014-05-14,
352,Kepler-63,b,Transit,1,9.43415050,0.080000,0.450000,3.00000,87.806,289.226179,49.548203,5576.00,0.9840,0.90,,Kepler-63 b,,120.00000,6.110,3,0,2014-05-14,-0.157
353,Kepler-65,b,Transit,3,2.15491560,,0.020000,,,288.688700,41.151173,,,,,Kepler-65 b,,,1.409,3,0,2015-05-21,
354,Kepler-65,c,Transit,3,5.85994080,,0.080000,,,288.688700,41.151173,,,,,Kepler-65 c,,,2.571,3,0,2015-05-21,
355,Kepler-65,d,Transit,3,8.13123100,,0.100000,,,288.688700,41.151173,,,,,Kepler-65 d,,,1.506,3,0,2015-05-21,
356,Kepler-68,b,Transit,3,5.39875330,,0.020000,,,291.032305,49.040272,,,,,Kepler-68 b,,,2.354,3,0,2015-05-21,
357,Kepler-68,b,Transit,3,5.39876300,0.061700,0.000000,3.32000,87.600,291.032305,49.040272,5793.00,1.0790,1.24,,Kepler-68 b,1280,8.30000,2.310,3,0,2014-05-14,0.194
358,Kepler-68,c,Transit,3,9.60497900,,0.420000,,,291.032305,49.040272,,,,,Kepler-68 c,,,0.927,3,0,2015-05-21,
359,Kepler-68,c,Transit,3,9.60508500,0.090590,0.000000,28.00000,86.930,291.032305,49.040272,5793.00,1.0790,1.24,,Kepler-68 c,,4.80000,0.953,3,0,2014-05-14,0.194
360,Kepler-69,b,Transit,2,13.72234100,0.094000,0.160000,,89.620,293.260938,44.868896,5638.00,0.8100,0.93,,Kepler-69 b,779,,2.240,3,0,2014-05-14,-0.097
361,Kepler-69,c,Transit,2,242.46130000,0.640000,0.140000,,89.850,293.260938,44.868896,5638.00,0.8100,0.93,,Kepler-69 c,299,,1.710,3,0,2014-05-14,-0.097
362,Kepler-7,b,Transit,1,4.88552500,0.062240,0.000000,0.16600,86.500,288.581516,41.089800,5933.00,1.3470,1.84,,Kepler-7 b,1540,137.61500,16.567,3,0,2014-05-14,0.618
363,Kepler-74,b,Transit,1,7.34071800,0.084000,0.287000,0.37000,85.550,293.092525,41.355523,6050.00,1.4000,1.51,,Kepler-74 b,1250,216.12000,14.800,3,0,2014-05-14,
364,Kepler-74,b,Transit,1,7.34071100,0.078100,0.000000,0.88000,87.460,293.092525,41.355523,6000.00,1.1800,1.12,,Kepler-74 b,1078,200.22000,10.760,3,0,2015-01-29,
365,Kepler-75,b,Transit,1,8.88492400,0.080000,0.569000,11.00000,89.100,291.137593,36.577386,5330.00,0.8800,0.88,,Kepler-75 b,850,3146.40000,11.550,3,0,2014-05-14,
366,Kepler-75,b,Transit,1,8.88491160,0.081800,0.570000,11.00000,89.120,291.137593,36.577386,5200.00,0.9100,0.89,,Kepler-75 b,767,3209.90000,11.770,3,0,2015-01-29,
367,Kepler-76,b,Orbital Brightness Modulation,1,1.54492875,,0.000000,,78.000,294.192118,39.619003,6409.00,1.2000,1.32,,Kepler-76 b,,635.63000,14.010,3,0,2014-05-14,
368,Kepler-77,b,Transit,1,3.57878087,0.045010,0.000000,0.60300,88.000,289.607956,44.345425,5520.00,0.9500,0.99,,Kepler-77 b,1440,136.66100,10.761,3,0,2014-05-14,
369,Kepler-78,b,Transit,1,0.35500000,,0.000000,5.57000,79.000,293.741690,44.448330,5058.00,0.7580,0.74,,Kepler-78 b,2250,1.86000,1.173,3,0,2014-05-14,
370,Kepler-79,b,Transit,4,13.48450000,0.117000,0.015000,1.43000,88.780,300.517131,44.381580,6174.00,1.1650,1.30,,Kepler-79 b,,10.90000,3.470,3,0,2016-03-10,0.342
371,Kepler-79,c,Transit,4,27.40290000,0.187000,0.030000,0.62000,89.480,300.517131,44.381580,6174.00,1.1650,1.30,,Kepler-79 c,,5.90000,3.720,3,0,2016-03-10,0.342
372,Kepler-79,d,Transit,4,52.09020000,0.287000,0.025000,0.09000,89.930,300.517131,44.381580,6174.00,1.1650,1.30,,Kepler-79 d,,6.00000,7.160,3,0,2016-03-10,0.342
373,Kepler-79,e,Transit,4,81.06590000,0.386000,0.012000,0.53000,89.130,300.517131,44.381580,6174.00,1.1650,1.30,,Kepler-79 e,,4.10000,3.490,3,0,2016-03-10,0.342
374,Kepler-8,b,Transit,1,3.52254000,0.048300,0.000000,0.26100,84.070,281.288118,42.451080,6213.00,1.2130,1.49,,Kepler-8 b,1764,191.64300,15.906,3,0,2014-05-14,0.605
375,Kepler-87,b,Transit,2,114.73635000,0.481000,0.036000,0.72900,89.274,297.916877,46.965130,5600.00,1.1000,1.82,,Kepler-87 b,478,324.20000,13.490,3,0,2014-05-14,
376,Kepler-87,c,Transit,2,191.23180000,0.676000,0.039000,0.15200,89.588,297.916877,46.965130,5600.00,1.1000,1.82,,Kepler-87 c,403,6.40000,6.140,3,0,2014-05-14,
377,Kepler-9,b,Transit,3,19.24000000,0.140000,0.150000,0.52400,,285.573981,38.400892,,,,,Kepler-9 b,,80.09000,9.438,3,0,2014-05-14,
378,Kepler-9,c,Transit,3,38.91000000,0.225000,0.130000,0.38300,,285.573981,38.400892,,,,,Kepler-9 c,,54.34700,9.225,3,0,2014-05-14,
379,Kepler-91,b,Transit,1,6.24668005,,0.051900,,67.370,285.672872,44.116734,,,,,Kepler-91 b,,209.76000,15.690,3,0,2015-02-05,
