# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr  5 05:27:31 2016
#
# COLUMN mpl_hostname:   Host Name
# COLUMN mpl_letter:     Planet Letter
# COLUMN mpl_discmethod: Discovery Method
# COLUMN mpl_pnum:       Number of Planets in System
# COLUMN mpl_orbper:     Orbital Period [days]
# COLUMN mpl_orbsmax:    Orbit Semi-Major Axis [AU]
# COLUMN mpl_orbeccen:   Eccentricity
# COLUMN mpl_dens:       Planet Density [g/cm**3]
# COLUMN mpl_orbincl:    Inclination [deg]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN mst_teff:       Effective Temperature [K]
# COLUMN mst_mass:       Stellar Mass [Solar mass]
# COLUMN mst_rad:        Stellar Radius [Solar radii]
# COLUMN hd_name:        HD Name
# COLUMN mpl_name:       Planet Name
# COLUMN mpl_eqt:        Equilibrium Temperature [K]
# COLUMN mpl_masse:      Planet Mass [Earth mass]
# COLUMN mpl_rade:       Planet Radius [Earth radii]
# COLUMN mpl_status:     Status
# COLUMN mpl_mnum:       Number of Moons in System
# COLUMN rowupdate:      Date of Last Update
# COLUMN mst_lum:        Stellar Luminosity [log(Solar)]
#
rowid,mpl_hostname,mpl_letter,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_dens,mpl_orbincl,ra,dec,mst_teff,mst_mass,mst_rad,hd_name,mpl_name,mpl_eqt,mpl_masse,mpl_rade,mpl_status,mpl_mnum,rowupdate,mst_lum
94,HAT-P-42,b,Transit,1,4.64187800,0.057500,0.000000,0.61000,85.900,135.344391,6.097230,5743.00,1.1780,1.53,,HAT-P-42 b,1428,331.80100,14.348,3,0,2014-05-14,0.356
95,HAT-P-43,b,Transit,1,3.33268700,0.044300,0.000000,0.39000,88.700,128.925737,10.206653,5645.00,1.0480,1.10,,HAT-P-43 b,1361,210.39500,14.359,3,0,2014-05-14,0.045
96,HAT-P-44,b,Transit,2,4.30121900,0.050700,0.044000,0.23000,89.100,213.144074,47.014687,5295.00,0.9420,0.95,,HAT-P-44 b,1108,111.87100,13.922,3,0,2014-05-14,-0.194
97,HAT-P-45,b,Transit,1,3.12899200,0.045200,0.049000,0.38000,87.800,274.373238,-3.381036,6330.00,1.2590,1.32,,HAT-P-45 b,1652,283.49200,15.984,3,0,2014-05-14,0.400
98,HAT-P-46,b,Transit,1,4.46312900,0.057700,0.123000,0.28000,85.500,270.444201,-2.970947,6120.00,1.2840,1.40,,HAT-P-46 b,1458,156.68400,14.392,3,0,2014-05-14,0.391
99,HAT-P-49,b,Transit,1,2.69154800,0.043800,0.000000,0.75000,86.200,305.441397,26.692652,6820.00,1.5430,1.83,,HAT-P-49 b,2131,549.82300,15.838,3,0,2014-05-14,0.814
100,HAT-P-5,b,Transit,1,2.78849100,0.040750,0.000000,0.66000,86.750,274.405476,36.621410,5960.00,1.1600,1.17,,HAT-P-5 b,,336.89000,14.120,3,0,2014-05-14,0.187
101,HAT-P-50,b,Transit,1,3.12201090,0.045300,0.115000,0.78000,83.650,118.063411,12.139410,6280.00,1.2730,1.70,,HAT-P-50 b,1862,429.07050,14.437,3,0,2015-11-19,0.603
102,HAT-P-51,b,Transit,1,4.21802780,0.050690,0.123000,0.17800,88.480,21.065190,32.810764,5449.00,0.9760,1.04,,HAT-P-51 b,1192,98.20947,14.493,3,0,2015-11-19,-0.066
103,HAT-P-52,b,Transit,1,2.75359530,0.036940,0.047000,0.98000,87.020,42.721679,29.022396,5131.00,0.8870,0.89,,HAT-P-52 b,1218,259.98494,11.310,3,0,2015-11-19,-0.305
104,HAT-P-53,b,Transit,1,1.96162410,0.031590,0.134000,0.80000,86.200,21.871105,38.968147,5956.00,1.0930,1.21,,HAT-P-53 b,1778,471.65972,14.773,3,0,2015-11-19,0.217
105,HAT-P-54,b,Transit,1,3.79984700,0.041170,0.074000,1.11800,87.040,99.898000,25.482540,4390.00,0.6450,0.62,,HAT-P-54 b,818,241.55080,10.581,3,0,2015-04-24,-0.902
106,HAT-P-55,b,Transit,1,3.58524670,0.046040,0.139000,0.43500,87.700,264.273447,25.731186,5808.00,1.0130,1.01,,HAT-P-55 b,1313,184.97706,13.249,3,0,2015-06-17,
107,HAT-P-56,b,Transit,1,2.79083270,0.042300,0.246000,0.86000,82.130,100.848038,27.252293,6566.00,1.2960,1.43,,HAT-P-56 b,1840,692.86940,16.432,3,0,2015-07-23,
108,HAT-P-57,b,Transit,1,2.46529500,0.040600,0.000000,,88.260,274.743421,10.597294,7500.00,1.4700,1.50,,HAT-P-57 b,2200,587.98550,15.838,3,0,2015-11-05,0.806
109,HAT-P-6,b,Transit,1,3.85298500,0.052350,0.000000,0.55800,85.510,354.774222,42.465973,6570.00,1.2900,1.46,,HAT-P-6 b,,335.93200,14.908,3,0,2014-05-14,0.553
110,HAT-P-7,b,Transit,1,2.20473040,0.032000,0.039000,,80.800,292.247310,47.969513,,,,,HAT-P-7 b,,564.44200,15.278,3,0,2014-05-16,
111,HAT-P-7,b,Transit,1,2.20473700,0.037700,0.000000,,83.111,292.247310,47.969513,,,,,HAT-P-7 b,2733,564.44200,15.043,3,0,2014-05-14,
112,HAT-P-7,b,Transit,1,2.20473540,0.035500,0.000000,0.80000,83.143,292.247310,47.969513,6350.00,1.4700,1.84,,HAT-P-7 b,2200,566.05523,15.906,3,0,2015-10-15,
113,HAT-P-8,b,Transit,1,3.07637760,0.048700,0.000000,0.56800,87.500,343.041067,35.447109,6200.00,1.2800,1.58,,HAT-P-8 b,1700,483.08000,16.810,3,0,2014-05-14,0.519
114,HAT-P-9,b,Transit,1,3.92289000,0.053000,0.000000,0.35000,86.500,110.168529,37.140652,6350.00,1.2800,1.32,,HAT-P-9 b,1530,247.90000,15.690,3,0,2014-05-14,0.410
115,HATS-1,b,Transit,1,3.44645900,0.044400,0.120000,1.03000,85.600,175.525336,-23.354836,5870.00,0.9860,1.04,,HATS-1 b,1359,589.55000,14.594,3,0,2014-05-14,0.041
116,HATS-10,b,Transit,1,3.31284600,0.044910,0.501000,0.70000,87.790,294.306813,-22.204477,5880.00,1.1010,1.10,,HATS-10 b,1407,167.17858,10.862,3,0,2015-05-21,0.117
117,HATS-13,b,Transit,1,3.04404990,0.040570,0.181000,0.37700,88.550,316.961465,-26.096655,5523.00,0.9620,0.89,,HATS-13 b,1244,172.58169,13.585,3,0,2015-08-13,
118,HATS-14,b,Transit,1,2.76676410,0.038150,0.142000,1.19100,88.830,313.215479,-25.687334,5346.00,0.9670,0.93,,HATS-14 b,1276,340.39593,11.646,3,0,2015-08-13,
119,HATS-17,b,Transit,1,16.25461100,0.130800,0.029000,3.50000,89.080,192.189799,-47.613693,5846.00,1.1310,1.09,,HATS-17 b,814,425.25654,8.709,3,0,2016-03-24,0.093
120,HATS-2,b,Transit,1,1.35413300,0.023000,0.000000,1.05000,87.200,176.739094,-22.562992,5227.00,0.8820,0.90,,HATS-2 b,1577,427.46300,13.092,3,0,2014-05-14,-0.268
121,HATS-3,b,Transit,1,3.54785100,0.048500,0.000000,0.51000,86.200,312.457440,-24.428793,6351.00,1.2090,1.40,,HATS-3 b,1648,340.38200,15.480,3,0,2014-05-14,0.456
122,HATS-4,b,Transit,1,2.51672900,0.036200,0.013000,1.55000,88.500,94.112075,-22.546885,5403.00,1.0010,0.93,,HATS-4 b,1315,420.47100,11.433,3,0,2014-07-02,-0.187
123,HATS-5,b,Transit,1,4.76338700,0.054200,0.019000,0.39000,89.300,67.222871,-21.481916,5304.00,0.9360,0.87,,HATS-5 b,1025,75.32300,10.223,3,0,2014-05-14,-0.268
124,HATS-6,b,Transit,1,3.32527250,0.036230,0.000000,0.39900,88.210,88.146797,-19.031656,3724.00,0.5740,0.57,,HATS-6 b,713,101.38777,11.187,3,0,2015-05-14,
125,HATS-8,b,Transit,1,3.58389300,0.046670,0.376000,0.25900,87.800,294.941746,-25.748318,5679.00,1.0560,1.09,,HATS-8 b,1324,43.86054,9.785,3,0,2015-06-17,
126,HATS-9,b,Transit,1,1.91530730,0.030480,0.129000,0.85000,86.500,290.810104,-20.166317,5366.00,1.0300,1.50,,HATS-9 b,1823,266.02371,11.938,3,0,2015-05-21,0.230
127,HD 114762,b,Radial Velocity,1,83.91510000,0.353000,0.335400,,,198.082260,17.517122,5673.00,0.8300,1.24,HD 114762,HD 114762 b,,,12.440,3,0,2014-12-17,
128,HD 1461,b,Radial Velocity,2,5.77267000,,0.160000,,,4.674448,-8.053001,,,,HD 1461,HD 1461 b,,,0.830,3,0,2015-04-24,
129,HD 149026,b,Radial Velocity,1,2.87660000,0.042000,0.000000,,85.300,247.623413,38.347309,6147.00,1.3000,1.45,HD 149026,HD 149026 b,,,8.127,3,0,2014-10-15,0.430
130,HD 156668,b,Radial Velocity,1,4.64260000,,0.220000,,,259.418701,29.227226,,,,HD 156668,HD 156668 b,,,0.850,3,0,2015-04-24,
131,HD 17156,b,Radial Velocity,1,21.21639790,,0.676800,,86.490,42.435364,71.753235,,1.2750,1.51,HD 17156,HD 17156 b,,1014.15300,12.274,3,0,2014-10-29,
132,HD 17156,b,Radial Velocity,1,21.21663000,0.161400,0.681900,3.78000,87.890,42.435364,71.753235,6100.00,1.2400,1.44,HD 17156,HD 17156 b,,1023.37000,11.430,3,0,2014-10-29,0.412
133,HD 189733,b,Radial Velocity,1,2.21900000,0.031300,0.000000,0.75000,85.300,300.182129,22.710854,5050.00,0.8200,0.76,HD 189733,HD 189733 b,,365.49000,14.120,3,0,2014-08-21,
134,HD 189733,b,Radial Velocity,1,2.20000000,0.031000,0.000000,0.96000,,300.182129,22.710854,,,,HD 189733,HD 189733 b,1200,349.60000,12.300,3,0,2015-02-12,
135,HD 209458,b,Radial Velocity,1,3.50000000,0.047000,0.000000,0.34000,,330.794891,18.884319,,,,HD 209458,HD 209458 b,1450,219.29000,15.700,3,0,2015-02-12,
136,HD 209458,b,Radial Velocity,1,3.52390000,0.046000,0.000000,0.27000,,330.794891,18.884319,6025.00,1.0300,1.15,HD 209458,HD 209458 b,,197.05000,15.920,3,0,2014-08-21,
137,HD 219134,b,Radial Velocity,6,3.09350000,0.038200,0.020000,5.89000,85.058,348.320740,57.168354,4699.00,0.7800,0.78,HD 219134,HD 219134 b,,,1.606,3,0,2016-01-28,-0.577
138,HD 63454,b,Radial Velocity,1,2.81804900,0.036800,0.000000,,,114.841049,-78.278969,4840.00,0.8400,1.05,HD 63454,HD 63454 b,,,12.310,3,0,2015-03-26,
139,HD 7924,b,Radial Velocity,3,5.39699000,,0.000000,,,20.496313,76.710281,,,,HD 7924,HD 7924 b,,,1.060,3,0,2015-04-24,
140,HD 80606,b,Radial Velocity,1,111.43570000,0.449000,0.933200,,89.320,140.656540,50.603722,,0.9700,0.98,HD 80606,HD 80606 b,,1252.20000,10.980,3,0,2014-05-14,
141,HD 97658,b,Radial Velocity,1,9.49570000,,0.130000,,,168.638184,25.710384,,,,HD 97658,HD 97658 b,,,0.950,3,0,2015-04-24,
142,HD 97658,b,Radial Velocity,1,9.49030000,0.080000,0.078000,3.90000,89.140,168.638184,25.710384,5170.00,0.7700,0.74,HD 97658,HD 97658 b,757,7.55000,2.247,3,0,2014-05-14,-0.450
143,HIP 116454,b,Transit,1,9.12050000,0.090600,0.205000,4.17000,88.430,353.955353,0.445516,5089.00,0.7750,0.72,,HIP 116454 b,690,11.82000,2.530,3,0,2014-12-19,
144,HIP 57274,b,Radial Velocity,3,8.13890000,,0.200000,,,176.170685,30.959293,,,,,HIP 57274 b,,,0.770,3,0,2015-04-24,
145,K2-10,b,Transit,1,19.30440000,,0.310000,2.60000,,172.121957,1.690636,5620.00,0.9200,0.98,,K2-10 b,,27.00000,3.840,3,0,2016-02-11,
146,K2-19,b,Transit,2,7.91945400,0.077000,0.000000,,88.830,174.960319,0.603575,5230.00,0.8900,0.88,,K2-19 b,,,7.230,3,0,2015-10-15,
147,K2-19,b,Transit,2,7.92110100,0.076200,0.119000,0.49200,88.870,174.960319,0.603575,5390.00,0.9490,0.91,,K2-19 b,,44.00000,7.460,3,0,2015-11-19,
148,K2-19,c,Transit,2,11.90701000,0.103200,0.000000,,89.910,174.960319,0.603575,5230.00,0.8900,0.88,,K2-19 c,,,4.210,3,0,2015-10-15,
149,K2-24,b,Transit,2,20.88510000,0.154000,0.000000,0.63000,89.250,242.573719,-24.990331,5743.00,1.1200,1.21,,K2-24 b,767,21.00000,5.680,3,0,2016-02-11,0.158
150,K2-24,c,Transit,2,42.36330000,0.247000,0.000000,0.31000,89.760,242.573719,-24.990331,5743.00,1.1200,1.21,,K2-24 c,606,27.00000,7.820,3,0,2016-02-11,0.158
151,K2-25,b,Transit,1,3.48455200,,0.270000,,88.300,63.273432,15.247763,3180.00,0.2940,0.29,,K2-25 b,,,3.430,3,0,2016-01-05,-2.076
152,K2-27,b,Transit,1,6.77145000,,0.160000,1.80000,,171.515165,1.230738,5320.00,0.8900,0.85,,K2-27 b,,29.10000,4.450,3,0,2016-02-11,
153,K2-28,b,Transit,1,2.26045500,0.021400,0.000000,,88.900,335.624384,-7.955366,3214.00,0.2570,0.29,,K2-28 b,568,,2.320,3,0,2016-02-25,
154,K2-29,b,Transit,1,3.25883210,0.042170,0.066000,0.53000,86.656,62.670647,24.402043,5358.00,0.9400,0.86,,K2-29 b,1171,232.01590,13.339,3,0,2016-03-24,
155,K2-3,b,Transit,3,10.05429000,0.077500,0.060000,4.32000,89.590,172.334949,-1.454787,,0.6120,0.55,,K2-3 b,,8.40000,2.078,3,0,2015-10-15,
156,K2-3,c,Transit,3,24.64910000,0.140500,0.040000,1.82000,89.700,172.334949,-1.454787,,0.6120,0.55,,K2-3 c,,2.10000,1.644,3,0,2015-10-15,
157,K2-3,d,Transit,3,44.57050000,0.208600,0.045000,17.50000,89.790,172.334949,-1.454787,,0.6120,0.55,,K2-3 d,,11.10000,1.530,3,0,2015-10-15,
158,KELT-1,b,Transit,1,1.21751400,0.024660,0.009900,24.70000,87.800,0.362142,39.383808,6518.00,1.3240,1.46,,KELT-1 b,,8654.15000,12.442,3,0,2014-05-14,0.542
159,KELT-14,b,Transit,1,1.71005880,0.029560,0.000000,0.42100,79.670,108.301485,-42.409744,5802.00,1.1780,1.37,,KELT-14 b,1904,380.12468,17.038,3,0,2016-03-17,0.279
160,KELT-15,b,Transit,1,3.32944100,0.046130,0.000000,0.36000,88.300,117.415037,-52.120453,6003.00,1.1810,1.48,,KELT-15 b,1642,289.22530,16.175,3,0,2016-03-17,0.412
161,KELT-2 A,b,Transit,1,4.11379120,0.054960,0.000000,,88.600,92.663948,30.957144,6151.00,1.3080,1.83,,KELT-2 A b,,483.71700,14.415,3,0,2014-05-14,
162,KELT-3,b,Transit,1,2.70339040,0.041220,0.000000,0.75000,84.230,148.643324,40.388069,6306.00,1.2780,1.47,,KELT-3 b,1816,469.41500,15.076,3,0,2014-05-14,0.489
163,KELT-4 A,b,Transit,1,2.98959320,0.043170,0.000000,0.22800,83.160,157.062546,25.573189,6206.00,1.2010,1.60,,KELT-4 A b,1823,286.68266,19.044,3,0,2016-02-25,0.535
164,KELT-6,b,Transit,2,7.84570000,0.079390,0.220000,0.31100,88.810,195.981868,30.640051,6102.00,1.0850,1.58,,KELT-6 b,1313,136.66100,13.372,3,0,2014-05-14,0.493
165,KELT-6,b,Transit,2,7.84558210,0.080000,0.029000,,88.810,195.981868,30.640051,6272.00,1.1260,1.53,,KELT-6 b,,,13.227,3,0,2015-09-03,
166,KELT-7,b,Transit,1,2.73477490,0.044150,0.000000,0.44200,83.760,78.295532,33.318165,6789.00,1.5350,1.73,,KELT-7 b,2048,406.82240,17.183,3,0,2015-06-04,0.758
167,KELT-8,b,Transit,1,3.24406000,0.045710,0.035000,0.16700,82.650,283.305510,24.127380,5754.00,1.2110,1.67,,KELT-8 b,1675,275.55861,20.849,3,0,2015-09-03,
168,KOI-12,b,Transit,1,17.85523330,0.151000,0.720000,,88.950,297.453731,41.010991,6820.00,1.4520,1.63,,KOI-12 b,,3178.30000,16.029,3,0,2015-05-14,
169,KOI-13,b,Transit,1,1.76358800,0.036410,0.000640,3.60000,86.770,286.971199,46.868362,7650.00,1.7200,1.74,,KOI-13 b,2550,2949.46240,16.948,3,0,2015-10-15,
170,KOI-142,b,Transit,2,10.95416000,,0.055930,0.87000,89.055,291.148088,40.669407,5471.00,0.9560,0.88,,KOI-142 b,,8.70000,3.780,3,0,2014-05-14,-0.223
171,KOI-217,b,Transit,1,3.90512000,0.047700,0.000000,,89.800,294.865505,46.285854,5545.00,0.9500,0.86,,KOI-217 b,,,12.442,3,0,2014-05-14,
172,KOI-94,b,Transit,4,3.74320800,0.051190,0.250000,10.10000,89.300,297.333057,41.891117,6182.00,1.2770,1.52,,KOI-94 b,1486,10.50000,1.710,3,0,2014-05-14,0.479
173,KOI-94,c,Transit,4,10.42364800,0.101300,0.430000,0.91000,88.360,297.333057,41.891117,6182.00,1.2770,1.52,,KOI-94 c,1012,15.60000,4.320,3,0,2014-05-14,0.479
174,KOI-94,d,Transit,4,22.34298900,0.168400,0.022000,0.36300,89.871,297.333057,41.891117,6182.00,1.2770,1.52,,KOI-94 d,806,106.00000,11.270,3,0,2014-05-14,0.479
175,KOI-94,e,Transit,4,54.32031000,0.304600,0.019000,0.60000,89.760,297.333057,41.891117,6182.00,1.2770,1.52,,KOI-94 e,584,35.00000,6.560,3,0,2014-05-14,0.479
176,Kepler-10,b,Transit,2,0.83749500,0.016840,0.000000,8.80000,84.400,285.679394,50.241299,5627.00,0.8950,1.06,,Kepler-10 b,1833,4.56000,1.416,3,0,2014-05-14,0.002
177,Kepler-10,b,Transit,2,0.83749120,0.016870,0.000000,8.15000,84.150,285.679394,50.241299,5643.00,0.9130,1.06,,Kepler-10 b,2160,4.60000,1.460,3,0,2015-08-27,
178,Kepler-10,b,Transit,2,0.83749070,0.016850,0.000000,5.80000,84.800,285.679394,50.241299,5708.00,0.9100,1.06,,Kepler-10 b,2169,3.33000,1.470,3,0,2014-06-02,
179,Kepler-10,b,Transit,2,0.83749026,,0.060000,,,285.679394,50.241299,,,,,Kepler-10 b,,,1.473,3,0,2015-05-21,
180,Kepler-10,c,Transit,2,45.29485000,0.240700,0.000000,10.00000,89.650,285.679394,50.241299,5627.00,0.8950,1.06,,Kepler-10 c,485,20.00000,2.227,3,0,2014-05-14,0.002
181,Kepler-10,c,Transit,2,45.29429200,,0.050000,,,285.679394,50.241299,,,,,Kepler-10 c,,,2.323,3,0,2015-05-21,
182,Kepler-10,c,Transit,2,45.29427000,0.241300,0.025000,,89.640,285.679394,50.241299,5643.00,0.9130,1.06,,Kepler-10 c,,,2.320,3,0,2015-08-27,
183,Kepler-10,c,Transit,2,45.29430100,,0.000000,7.10000,89.590,285.679394,50.241299,5708.00,0.9100,1.06,,Kepler-10 c,584,17.20000,2.350,3,0,2014-06-02,
184,Kepler-100,b,Transit,3,6.88703700,,0.130000,,,291.385979,41.990273,,,,,Kepler-100 b,,,1.305,3,0,2015-05-21,
185,Kepler-100,c,Transit,3,12.81590900,,0.020000,,,291.385979,41.990273,,,,,Kepler-100 c,,,2.221,3,0,2015-05-21,
186,Kepler-100,d,Transit,3,35.33313000,,0.380000,,,291.385979,41.990273,,,,,Kepler-100 d,,,1.514,3,0,2015-05-21,
187,Kepler-101,b,Transit,2,3.48768120,0.047400,0.086000,1.45000,85.820,283.255489,48.355228,5667.00,1.1700,1.56,,Kepler-101 b,1513,51.10000,5.770,3,0,2014-09-25,
188,Kepler-101,c,Transit,2,6.02976000,0.068400,0.000000,10.50000,84.600,283.255489,48.355228,5667.00,1.1700,1.56,,Kepler-101 c,1413,3.78000,1.250,3,0,2014-09-25,
189,Kepler-103,b,Transit,2,15.96531600,,0.030000,,,288.984555,40.064521,,,,,Kepler-103 b,,,3.476,3,0,2015-05-21,
190,Kepler-103,c,Transit,2,179.61330000,,0.020000,,,288.984555,40.064521,,,,,Kepler-103 c,,,5.319,3,0,2015-05-21,
191,Kepler-105,b,Transit,2,5.41220000,0.066000,0.470000,,85.940,287.887325,46.276237,6397.00,1.2800,1.58,,Kepler-105 b,1418,,4.810,3,0,2014-05-14,0.607
192,Kepler-107,b,Transit,4,3.18002600,,0.020000,,,297.028248,48.208611,,,,,Kepler-107 b,,,1.581,3,0,2015-05-21,
193,Kepler-107,c,Transit,4,4.90144100,,0.020000,,,297.028248,48.208611,,,,,Kepler-107 c,,,1.664,3,0,2015-05-21,
194,Kepler-107,d,Transit,4,7.95825000,,0.140000,,,297.028248,48.208611,,,,,Kepler-107 d,,,1.064,3,0,2015-05-21,
195,Kepler-107,e,Transit,4,14.74917600,,0.020000,,,297.028248,48.208611,,,,,Kepler-107 e,,,2.920,3,0,2015-05-21,
196,Kepler-108,b,Transit,2,49.18354000,,0.220000,,,294.559169,46.062325,,,,,Kepler-108 b,,,9.560,3,0,2015-05-21,
197,Kepler-108,c,Transit,2,190.32140000,,0.040000,,,294.559169,46.062325,,,,,Kepler-108 c,,,8.230,3,0,2015-05-21,
198,Kepler-109,b,Transit,2,6.48163700,,0.210000,,,290.392721,40.284875,,,,,Kepler-109 b,,,2.338,3,0,2015-05-21,
199,Kepler-109,c,Transit,2,21.22262000,,0.030000,,,290.392721,40.284875,,,,,Kepler-109 c,,,2.634,3,0,2015-05-21,
200,Kepler-11,b,Transit,6,10.30375000,0.091000,0.000000,,88.500,297.115123,41.909138,5680.00,0.9500,1.10,,Kepler-11 b,,4.30000,1.970,3,0,2014-05-16,
201,Kepler-11,b,Transit,6,10.30390000,0.091000,0.045000,1.72000,89.640,297.115123,41.909138,5663.00,0.9610,1.06,,Kepler-11 b,,1.90000,1.800,3,0,2014-05-14,
202,Kepler-11,c,Transit,6,13.02502000,0.106000,0.000000,,89.000,297.115123,41.909138,5680.00,0.9500,1.10,,Kepler-11 c,,13.50000,3.150,3,0,2014-05-16,
203,Kepler-11,c,Transit,6,13.02410000,0.107000,0.026000,0.66000,89.590,297.115123,41.909138,5663.00,0.9610,1.06,,Kepler-11 c,,2.90000,2.870,3,0,2014-05-14,
204,Kepler-11,d,Transit,6,22.68719000,0.159000,0.000000,,89.300,297.115123,41.909138,5680.00,0.9500,1.10,,Kepler-11 d,,6.10000,3.430,3,0,2014-05-16,
205,Kepler-11,d,Transit,6,22.68450000,0.155000,0.004000,1.28000,89.670,297.115123,41.909138,5663.00,0.9610,1.06,,Kepler-11 d,,7.30000,3.120,3,0,2014-05-14,
206,Kepler-11,e,Transit,6,31.99590000,0.194000,0.000000,,88.800,297.115123,41.909138,5680.00,0.9500,1.10,,Kepler-11 e,,8.40000,4.520,3,0,2014-05-16,
207,Kepler-11,e,Transit,6,31.99960000,0.195000,0.012000,0.58000,88.890,297.115123,41.909138,5663.00,0.9610,1.06,,Kepler-11 e,,8.00000,4.190,3,0,2014-05-14,
208,Kepler-11,f,Transit,6,46.68876000,0.250000,0.000000,,89.400,297.115123,41.909138,5680.00,0.9500,1.10,,Kepler-11 f,,2.30000,2.610,3,0,2014-05-16,
209,Kepler-11,f,Transit,6,46.68880000,0.250000,0.013000,0.69000,89.470,297.115123,41.909138,5663.00,0.9610,1.06,,Kepler-11 f,,2.00000,2.490,3,0,2014-05-14,
210,Kepler-11,g,Transit,6,118.37774000,0.462000,0.000000,,89.800,297.115123,41.909138,5680.00,0.9500,1.10,,Kepler-11 g,,300.00000,3.660,3,0,2014-05-16,
211,Kepler-11,g,Transit,6,118.38070000,0.466000,0.150000,4.00000,89.870,297.115123,41.909138,5663.00,0.9610,1.06,,Kepler-11 g,,25.00000,3.330,3,0,2014-05-14,
212,Kepler-117,b,Transit,2,18.79592280,0.144500,0.049300,0.30000,88.740,288.793037,48.040234,6150.00,1.1290,1.61,,Kepler-117 b,984,29.87500,8.059,3,0,2014-11-19,
213,Kepler-117,c,Transit,2,50.79039100,0.280400,0.032300,1.74000,89.640,288.793037,48.040234,6150.00,1.1290,1.61,,Kepler-117 c,704,584.78000,12.341,3,0,2014-11-19,
214,Kepler-12,b,Transit,1,4.43796370,0.055600,0.010000,0.11100,88.760,286.243425,50.040382,5947.00,1.1660,1.48,,Kepler-12 b,,136.97900,18.999,3,0,2014-05-14,
215,Kepler-126,b,Transit,3,10.49563400,,0.070000,,,289.347291,44.208553,,,,,Kepler-126 b,,,1.439,3,0,2015-05-21,
216,Kepler-126,c,Transit,3,21.86964000,,0.190000,,,289.347291,44.208553,,,,,Kepler-126 c,,,1.498,3,0,2015-05-21,
217,Kepler-126,d,Transit,3,100.28208000,,0.020000,,,289.347291,44.208553,,,,,Kepler-126 d,,,2.513,3,0,2015-05-21,
218,Kepler-127,b,Transit,3,14.43577000,,0.470000,,,285.189985,46.027962,,,,,Kepler-127 b,,,1.520,3,0,2015-05-21,
219,Kepler-127,c,Transit,3,29.39344000,,0.030000,,,285.189985,46.027962,,,,,Kepler-127 c,,,2.389,3,0,2015-05-21,
220,Kepler-127,d,Transit,3,48.62997000,,0.030000,,,285.189985,46.027962,,,,,Kepler-127 d,,,2.668,3,0,2015-05-21,
221,Kepler-129,b,Transit,2,15.79161900,,0.010000,,,285.311284,47.848595,,,,,Kepler-129 b,,,2.409,3,0,2015-05-21,
222,Kepler-129,c,Transit,2,82.19080000,,0.200000,,,285.311284,47.848595,,,,,Kepler-129 c,,,2.522,3,0,2015-05-21,
223,Kepler-130,b,Transit,3,8.45725000,,0.150000,,,288.450665,40.245305,,,,,Kepler-130 b,,,0.976,3,0,2015-05-21,
224,Kepler-130,c,Transit,3,27.50868600,,0.080000,,,288.450665,40.245305,,,,,Kepler-130 c,,,2.811,3,0,2015-05-21,
225,Kepler-130,c,Transit,3,27.50868000,0.178000,0.000000,,89.340,288.450665,40.245305,5879.00,1.0000,1.17,,Kepler-130 c,683,,2.900,3,0,2014-05-14,0.155
226,Kepler-130,d,Transit,3,87.52110000,,0.800000,,,288.450665,40.245305,,,,,Kepler-130 d,,,1.310,3,0,2015-05-21,
227,Kepler-138,c,Transit,3,13.78164000,,0.050000,5.00000,,290.381547,43.292973,3871.00,0.5700,0.54,,Kepler-138 c,,3.83000,1.610,3,0,2014-05-14,
228,Kepler-138,d,Transit,3,23.08933000,,0.024000,1.31000,,290.381547,43.292973,3871.00,0.5700,0.54,,Kepler-138 d,,1.01000,1.610,3,0,2014-05-14,
229,Kepler-14,b,Transit,1,6.79012300,,0.035000,7.10000,90.000,287.708814,47.333050,6395.00,1.5120,2.05,,Kepler-14 b,,2669.66000,12.733,3,0,2014-05-14,0.799
230,Kepler-145,b,Transit,2,22.95102000,,0.430000,,,291.387762,44.529106,,,,,Kepler-145 b,,,2.560,3,0,2015-05-21,
231,Kepler-145,c,Transit,2,42.88254000,,0.110000,,,291.387762,44.529106,,,,,Kepler-145 c,,,3.920,3,0,2015-05-21,
232,Kepler-15,b,Transit,1,4.94278200,0.057140,0.060000,0.93000,87.440,296.200595,49.140125,5515.00,1.0180,0.99,,Kepler-15 b,,209.76000,10.760,3,0,2014-05-14,-0.087
233,Kepler-16,b,Transit,1,228.77600000,0.704800,0.006900,0.96400,90.032,289.075710,51.757439,4450.00,0.6897,0.65,,Kepler-16 b,,105.83300,8.449,3,0,2014-05-14,
234,Kepler-167,b,Transit,4,4.39316320,0.048300,0.000000,,89.330,292.658441,38.345413,4890.00,0.7700,0.73,,Kepler-167 b,914,,1.615,3,0,2016-03-10,-0.570
235,Kepler-167,c,Transit,4,7.40611400,0.068400,0.000000,,89.300,292.658441,38.345413,4890.00,0.7700,0.73,,Kepler-167 c,768,,1.548,3,0,2016-03-10,-0.570
236,Kepler-17,b,Transit,1,1.48571080,0.025910,0.011000,1.35000,87.200,298.395274,47.815006,,,,,Kepler-17 b,1570,778.65000,14.680,3,0,2014-05-14,
