a,e
.9667898316324987,.1827171340905242
.8320233319213325,.4365418005751031
.8438292455376517,.4498841655895494
.9895059032162825,.4685335922027844
.9736750968684723,.2804802739544784
.9977056598499723,.5149117672620216
.9474585173798797,.2962263520571517
.9856465912491561,.2794398364452267
.9287201187573495,.4060052576182149
.7184637904561455,.4179133701014367
.9150592345534401,.2647241790926552
.9909244156023879,.7201288248287987
.7871319394742071,.4838035036714729
.6422802960920856,.6884706578404457
.8551732241289675,.5724750177266913
.9628481456557052,.3798059772446632
.9982556498621751,.345086690975016
.7388006025248129,.703088851006283
.8830387012778613,.6328037176993085
.9680810578059453,.4149120047679359
.8593541511738944,.5946824231006617
.8474698556697348,.4631428898665187
.8586213798944603,.6427380144216435
.9539438797937294,.5952988804327077
.9078030389563588,.3511389825368473
.7284224328851404,.5946866924157996
.9222788903126814,.1910795219761208
.9142865414455155,.8170439864119171
.9376105895592123,.3463719945746455
.8191088111195628,.4624376277933159
.8292764212887846,.5583122615947727
.8764971228029101,.8949711756621888
.661835003845417,.5330659639649776
.7577730640438527,.4767154180205443
.9619711343469357,.4815469080139355
.9796140683492002,.176572901545818
.9784455193305095,.428327015712194
.8579030539730234,.3695326269066323
.9216065187344266,.5664599789054126
.9920896452200714,.5289255054054315
.9683031431071335,.6554928230972387
.9081218899358018,.2716634456817379
.8655382100751831,.2083918866454957
.8782342594063951,.7390679923192526
.929796727943251,.4558260344497372
.91136938162617,.7806315249848718
.8915108662071598,.2137884258133989
.8907722773198744,.6645800718052025
.9930940083308725,.2840607211278457
.896729586148198,.358241389190492
.9324530883651769,.344872147789926
.875546718931985,.3179927975530059
.877883776462743,.4114756716306711
.7405755259363188,.3587304628545213
.946610441223931,.1236911991904678
.8726679341012111,.3736611446213278
.8703152652249246,.4224046966897918
.7973630039858369,.5463246484676385
.7615199841550027,.601817441515487
.8764297000978445,.4343434238613783
.8276271711327472,.2106330349476356
.9885754022007008,.2790956403877939
.980943642453218,.2831079630703509
.9596518736944802,.1354950350724498
.8189002865226126,.3908261211715213
.9589740327859247,.1519678730957716
.636971810076937,.5624112395408497
.8554948117552631,.373555613890857
.9338750632743679,.2356791656979764
