name,a,e,M,w,per
Amalthea,2.376286266137616,.08653069948164704,172.7201165989054,79.05639288351469,3.66316380404565
Kassandra,2.678008257170683,.1354197893123253,152.0974527225778,352.1647411456754,4.38254182894964
Thyra,2.379863953528815,.1917573337662979,54.856284822883,96.82324830488255,3.67143969243756
Sirona,2.766217338461825,.1420931787659636,324.6872922765903,95.00383600772227,4.60084551470832
Lomia,2.991771169729898,.02810460553186247,279.1454563277412,52.70654390338927,5.17488569576748
Peitho,2.437111631008972,.16304387969567,359.4038307422002,33.34681520125102,3.8047080367606
Althaea,2.581049226650731,.08074173907972898,67.43761119242768,169.9022784901572,4.14670016214791
Lachesis,3.117395333949419,.05251656425222995,20.52640943921557,232.6831614408467,5.50422303882775
Hermione,3.448269965038122,.13376879061455,33.70244397399768,298.315418625879,6.40339203353073
Gerda,3.223429364604616,.03266530323251792,129.7692519702068,321.4038620665108,5.7874258413599
Brunhild,2.696148953140873,.1186297208860555,52.48232461529816,125.8080502948753,4.42714783977653
Alkeste,2.631431711840859,.07585810027204654,297.7845825539707,61.22235756930854,4.26870712005326
Liberatrix,2.74553225040623,.07794998930245194,265.0342112531181,108.9005055982364,4.54933613478473
Velleda,2.438579153281234,.106131895114619,250.3599110962476,328.489051510977,3.80814509776475
Johanna,2.756613675410696,.06681486515307057,24.37578493717125,94.97773953062391,4.57690672440273
Nemesis,2.750730383911221,.1263372522883922,172.5003985638811,303.8135895616924,4.56226217834602
Antigone,2.870157879313968,.211348490774162,56.84299378268967,111.0596755685549,4.86258137546414
Elektra,3.125488122772995,.2082861853630227,93.60769383406814,235.9044830397288,5.52567046861412
Vala,2.431360510582091,.06823245038192222,237.0640383638322,160.8548801069842,3.79124840294602
Aethra,2.607512405521715,.390391812019161,351.4448423129986,255.2215100382852,4.21063675585024
Cyrene,3.065464474602387,.1369820871111688,279.4500150473658,289.6702131724008,5.36725999600857
Sophrosyne,2.562619797474603,.1171097694247262,181.7880752485121,84.76016099734261,4.10236660050502
Hertha,2.428004527418667,.2078029857476172,25.26461655401802,340.2911749606199,3.78340157752152
Austria,2.287260209470644,.08459036020794904,235.031373559202,132.7256367661053,3.45924693220138
Meliboea,3.121234377931236,.2157125412449162,185.339186659552,107.1392259426225,5.51439376937871
Tolosa,2.448647963795586,.1621908765757893,296.8447296927739,260.8275673960882,3.83175497971009
Juewa,2.781641981009635,.1757653231370165,17.72033521386358,165.6212378249546,4.63938111707137
Siwa,2.73204150680737,.2160955983652297,156.9902452064585,196.7348706877936,4.51584619558386
Lumen,2.664538769630753,.21475101905174,247.1186907069669,58.14318771379386,4.34951935561498
Polana,2.418811360897016,.1345065563182928,88.56329584503796,291.9619842083807,3.76193425966844
Adria,2.760801532723318,.07409421170198636,182.3090939764974,253.310831546858,4.58734056417052
Vibilia,2.655461659311294,.2346822292342594,95.31046669565426,293.526580753553,4.32731245964025
Adeona,2.673284521084162,.1445849049462683,188.6330303384575,44.00737063210769,4.37095140207139
Lucina,2.71835933809102,.06661305737170982,154.1384217361847,146.9588364091638,4.48196540680901
Protogeneia,3.135737706058896,.02808428622282941,57.01587999734599,101.0734398819555,5.55287368824088
Gallia,2.774440145650536,.1849242899677851,107.8657929627479,252.6638649820399,4.62137533663036
Medusa,2.174447376972425,.065446524046684,219.114134376208,250.707861654133,3.20650229540312
Nuwa,2.982148020327134,.1260808432829236,99.91133912266233,151.6592325276987,5.14993794959512
Abundantia,2.591662168091468,.03370123398427659,94.90362859641284,130.6758590188061,4.17230247966242
Atala,3.139835660277424,.07696621461577599,17.44621720184782,59.52682404247085,5.56376244417954
Hilda,3.977343483115187,.1395070330346661,26.88636586605601,38.57502626022123,7.93227659828985
Bertha,3.196347071928377,.07727853473237969,90.7061056627675,159.5732955037236,5.71464291371527
Scylla,2.755427546777871,.2778183757540334,190.5459083230486,45.89582709083134,4.57395298293014
Xanthippe,2.727009764846195,.2272520991818396,219.0296241722587,338.4190103305922,4.50337634079493
Dejanira,2.581872548535733,.1951608604958611,264.6477645366533,46.2561485427422,4.14868443730555
Koronis,2.869106377054432,.05230815682584282,334.7842668588042,142.35991682,4.85990945956646
Aemilia,3.102787331607434,.1079556668412284,177.9767772612418,333.3911025382921,5.46557951137003
Una,2.72946693996151,.06563240859279748,100.5446828750903,53.0777102414567,4.50946436991321
Athor,2.379196924480038,.1371421802882842,295.0874686565747,295.00713858,3.66989625211899
Laurentia,3.018254378706097,.178883465037923,262.4870961678633,116.2144483300226,5.24374979620384
Erigone,2.367339461299942,.1907525072302463,225.9181893563016,298.2668612843045,3.64249537011405
Eva,2.634806502464919,.345280988240128,173.4887446495882,283.8589825459734,4.27692162773396
Loreley,3.125712660266496,.08476722376538086,90.0999052714516,347.3941133416033,5.52626593199368
Rhodope,2.684704535981607,.211558741280555,190.1132524126144,264.5780456898415,4.39898972044806
Urda,2.853420540772982,.03645842659554163,356.6877269140286,133.0701366983242,4.82010919789142
Sibylla,3.384512295214966,.069567731574988,140.664574253525,173.1450195276416,6.22661977330981
Zelia,2.359413161749406,.1303449038337643,195.4795054326923,334.683325989278,3.62421704782396
Maria,2.554206557421922,.06307786076100232,39.68206405190749,159.3082401728004,4.082180704349
Ophelia,3.130566851279783,.13195799598014,335.4741469359553,56.97956620966411,5.53914425715308
Baucis,2.379251920412589,.1148472421431626,121.8409112520369,359.1499862272923,3.67002349917303
Ino,2.747210417928601,.2063848454707867,134.3342147122348,228.4159157795852,4.55350784756849
Phaedra,2.863225777057289,.1417340432277218,290.1560124831282,288.9234531481787,4.84497561050932
Andromache,3.185516724037686,.2326755729268246,1.005788024022075,320.4423122717095,5.68562270149088
Iduna,3.190632548947248,.1667514367306824,130.677826887647,188.0903723448668,5.69932455632352
Irma,2.768965687160559,.2376104804041943,359.2933287223617,38.19557678325468,4.60770390640969
Belisana,2.460636192303393,.0428622163268598,68.4100010066612,212.8682850017015,3.8599289760094
Klytaemnestra,2.971287556685476,.1139981157590092,40.30923618085659,103.7970192796624,5.12183081337283
Garumna,2.723469775713829,.1650055501416728,258.1146044399716,175.8106147918583,4.49461029487147
Eucharis,3.128335699556422,.2031833248225817,356.7466811319735,318.89743676,5.53322369887515
Elsa,2.416434545152224,.1855311391512819,327.9639756037652,310.213577012723,3.75639069321786
Istria,2.790711548250251,.3510396957097616,252.4555882147384,264.177636836127,4.66208971450287
Dejopeja,3.186639089775713,.06693047805660535,84.70982819419382,209.5492054269688,5.68862782313869
Eunike,2.737939912124121,.1292805419370472,283.9144271022467,224.0770722242136,4.53047847481693
Celuta,2.362792525111778,.149455841582853,221.0899152164225,315.494355114335,3.63200622881811
Lamberta,2.727976676337547,.2410764870199128,173.6892609323921,196.9126064145344,4.50577168551315
Menippe,2.76140449324197,.1782439600670597,303.7230978260583,70.17765057540531,4.58884346263897
Phthia,2.450329432056392,.03708028715269901,285.3915558829183,168.2345589350453,3.83570251347314
Ismene,3.987509480745343,.1659439051791574,110.0150306963441,271.5859161026099,7.96270809547707
Kolga,2.894735488305227,.09111623209944122,286.1731265409364,227.0975935423575,4.92517345845219
Nausikaa,2.402570889716864,.2459049181124056,41.43075717622972,30.04058274043222,3.72411015421391
Ambrosia,2.601131981720696,.2964630937820118,284.4116473496914,81.37282791703403,4.19519145697504
Prokne,2.61572773227995,.2380473218514896,355.6778903083382,163.2568299282169,4.23055170753099
Eurykleia,2.877229438774003,.04427868766317106,72.77932893909556,119.4896428498754,4.88056324598499
Philomela,3.116453442723523,.01835202729288314,239.9834624853626,196.3750694074484,5.50172865463458
Arete,2.738661068397809,.1639141471388297,336.8520831790398,246.4887965016707,4.53226854228147
Ampella,2.458319740679739,.2280940158699077,80.0182925612974,88.51962569115366,3.85447963281351
Byblis,3.168070977174828,.17934331219135,51.67449887829926,180.1734610072015,5.63898003094606
Dynamene,2.737838872501801,.1333442364102594,326.9835925613604,85.09437980721641,4.53022769122116
Penelope,2.677805928937906,.1811701700593684,34.28408617170017,180.9061637875769,4.38204517521869
Chryseis,3.069852122081048,.1019966803298886,334.4968223714008,1.333608923939421,5.37878748379338
Pompeja,2.737097138705606,.05862881633762503,4.07486571226796,57.08098313900313,4.52838682573831
Kallisto,2.669684568242228,.1750033087304206,185.3295036066731,55.44514737046335,4.36212522577703
Martha,2.778509950778206,.03502503517563579,155.8001449282927,177.2700043509727,4.63154765522388
Hersilia,2.74101962421247,.03753230816543662,305.6483479681417,299.5896913372865,4.5381246390491
Hedda,2.284088996342086,.02907253752715939,337.998951453025,192.8092453304069,3.45205522355578
Lacrimosa,2.892688267709069,.01321233847013921,169.7591205104731,108.3246358473879,4.91994959586133
Dido,3.151139902601866,.0584422725259309,276.6585580148075,248.2863602354657,5.59383600566981
Isabella,2.724429195718701,.121823659406223,109.47372870535,15.08852236246017,4.49698553627643
Isolda,3.041560905984729,.1614435077051523,222.9524427427766,173.5549157951239,5.30460412217074
Medea,3.116352310468319,.1049527762863631,352.2819392424636,100.9087200256957,5.5014608513178
Lilaea,2.751636049346394,.1461660420992297,156.2520960040173,162.3823950629226,4.56451551982265
Aschera,2.61065277185204,.03187195444430304,120.301677221414,131.6040720650013,4.21824568745731
Oenone,2.766395539095425,.03629646570667993,47.84430236506903,316.172683267525,4.60129010384729
Kleopatra,2.793808482636404,.2503945675823085,177.2572577623777,180.1840332919,4.66985235348084
Eudora,2.867781478992745,.3092693310833642,308.6955764931291,155.3201178870178,4.85654352935262
Bianca,2.667479317865727,.1168094848892274,124.8683538129492,63.01141987726932,4.35672144608757
Thusnelda,2.355791645236402,.2225824974923825,183.7770339064576,142.5377937430118,3.61587591180625
Stephania,2.347647943072224,.2585496507249582,74.81504260944116,78.41297622396034,3.59714262093724
Eos,3.010884248993221,.1044968978804724,28.70453672565258,193.644609372305,5.22455483658912
Lucia,3.14221264206342,.1312202841557674,313.9655716992196,180.8419631691766,5.57008162744126
Rosa,3.096035101352332,.1159693847526132,273.3938179871298,61.70779330361329,5.4477480768296
Oceana,2.644971309878195,.0431094245513521,315.7163610096437,284.258594552118,4.30169535627247
Henrietta,3.389451245798184,.263909921924862,127.5110486933001,104.1850192134559,6.24025431556286
Weringia,2.712214919575642,.2030319703374427,330.7458327703465,154.1137585662387,4.46677784327236
Philosophia,3.162995696228705,.1906769524531982,36.27024138795063,266.9757532055437,5.62543490700136
Agathe,2.201046012184571,.2421624920871535,298.7086989438574,19.13241624002423,3.26551651442141
Adelinda,3.422334948648714,.1391494534591679,46.81342364936555,311.3510570142608,6.33128656216576
Athamantis,2.381909089100115,.06133190562609593,62.71887586307236,138.9646021747414,3.6761732853794
Vindobona,2.92287660311536,.1511760075489302,333.1939558407203,268.5700418887536,4.99716769290321
Russia,2.553017474464528,.1745253768979379,165.3967694540937,52.13180970534184,4.07933041420179
Asterope,2.659521128715184,.1006156711396321,93.37374245053797,125.0801801898623,4.33723915414556
Barbara,2.385203003562635,.2456138902697074,323.4260449216977,192.361381404975,3.68380152723267
Carolina,2.880871222598591,.06324926178800995,137.6819202244681,209.4285375853471,4.88983236044862
Honoria,2.797637030314046,.190351555512981,252.3964377112113,174.8949854604661,4.67945477051286
Coelestina,2.763088528133678,.07259037149260558,210.3272309809212,199.2915214988398,4.5930418428073
Hypatia,2.910356176613379,.08740875025800059,130.3463022383062,210.7315766014482,4.96509332125598
Adrastea,2.966350051938942,.2347132330411581,194.992920996822,210.1740470429579,5.10906939869912
