pdes,a,e,M,per
15760,43.77979774771207,.06588804288760879,26.98694244840644,289.680211311811
15788,39.29373266094012,.3198099304474024,349.7545377285713,246.31628813726
15789,39.4003478451975,.1837225680316961,66.18558314154389,247.319458111169
15807,44.02075015925608,.06380068739611815,68.37134690375679,292.074983564412
15809,42.20532541994359,.216466350219148,350.5738202929454,274.194716512986
15810,39.36539076528577,.1183498438364974,29.73772496874849,246.990388118001
15820,39.38401737925979,.3155120827864478,355.4181965832482,247.165712382574
15836,36.63197672543758,.07721505894107632,52.74785157532051,221.716867528234
15874,83.40348835323552,.5796747795929809,6.850480111622521,761.700999299382
15875,39.39459354719054,.3299526110513318,22.71304414509373,247.26527973535
15883,47.34444149362543,.2129479438822987,65.97384009734019,325.77045828621
16684,44.24783334744915,.05120506289838988,328.5501590725089,294.33792026196
19255,42.87363678444778,.03574397767569057,267.9249530530531,280.733143599398
19299,39.52577532272423,.2567969873704398,6.833305174614163,248.501376504991
19308,43.1568153867015,.1209021336331305,137.1587694279217,283.519077473632
19521,45.79632929444582,.1056719110658963,337.2997630655622,309.923284859265
20000,43.12330275410432,.05046443418602523,105.1190953941048,283.188899291846
20108,39.35366573603345,.1437958497853007,59.55826985944175,246.88004675659
20161,47.61540482383952,.3969889893040258,53.85488530393427,328.571146985061
24835,41.76168186107647,.1051228339325859,327.6553298811133,269.882778826244
24952,39.25176628996412,.2249707042433358,337.1441401736683,245.921788575453
24978,43.43630331349191,.05194942276598678,68.77263744639127,286.277679289608
26181,94.55046097021464,.5955599199846544,10.23813911069092,919.398261227512
26308,47.47154673552996,.368913865353544,45.53351768157398,327.083228397924
26375,56.00207062882302,.422493767370443,25.3850131866692,419.096785443325
28978,39.50474410335125,.2417074603481081,280.5399639048488,248.303065719914
29981,96.14234171985943,.8718907697959483,6.196481705312718,942.714628321683
32929,39.51269786177114,.260576779997573,13.9558725848163,248.378058308082
33001,43.68306715794925,.03688913370138806,248.7736166909883,288.720677845688
33128,33.44060408613871,.382354171843477,71.18011589182471,193.383480987306
33340,39.38205333565152,.2542917180069891,2.745435806787505,247.147223733459
35671,37.77051191163849,.04320695731427874,282.4979039783149,232.133333849034
38083,39.19423604927084,.1533288286370255,97.1478108321982,245.381325469098
38084,56.10727204501465,.4195198227085681,357.5055729584063,420.278266973662
38628,39.6281223960649,.2799749844403038,1.531882809823237,249.467196104293
40314,49.0054674654213,.3064721387238784,345.4124761220614,343.063889172334
42301,51.35060295272906,.282870022633197,77.67492397351113,367.981955830811
42355,38.26463716296434,.5414631528181459,14.61864938070866,236.70345747604
44594,32.0831832794706,.4522228157164476,343.893837492024,181.729060193849
45802,43.28732327962161,.01338116599077366,104.7290681375197,284.806108379416
47171,39.28221220613922,.2221714683004861,.7729846343353577,246.207970570996
47932,39.58468319945239,.2855780902395073,8.754126551180912,249.057120493503
48639,52.35760749287744,.2344053289788742,42.65235417690199,378.859247049178
49673,42.97093783823074,.101312792754254,304.1916693972946,281.689364892837
50000,43.37281234938541,.03470451637420009,287.5399588895973,285.650229408016
52747,44.46547613097105,.05861913822980373,316.4129354130145,296.512238039528
53311,44.28858834567086,.0623842176850062,303.3269898712276,294.744669099949
54520,123.1208828114603,.7686375854640404,11.39318476420153,1366.17326901429
55565,47.52805744856286,.1314194255743051,293.889266454837,327.667448023562
55636,43.11599302857989,.1217367771203113,73.76179517857605,283.11689835723
55637,42.60210085819981,.1435655393269803,294.4677984747324,278.070377570166
55638,39.34863397394003,.2881515536792839,20.60500896320915,246.832699123458
58534,45.54900443977571,.1230401071119594,56.49487664848792,307.41604850222
59358,41.73037398162355,.2101981308273876,44.28639266417913,269.579347307141
60454,44.62402207665653,.0878611284732578,302.734466119521,298.099515332251
60458,60.1599186937033,.4099337844372506,340.6017610377412,466.626139212509
60608,49.91286591859404,.5472564915771664,8.910965441791207,352.636256827814
60620,44.01789644855089,.2231046711549988,323.7394523994146,292.046582730851
60621,55.85809622444245,.4072350685489592,28.89261025143373,417.481655549328
65407,54.77991960008259,.9548024372313336,11.77861453827093,405.452785142474
