a,e,M,per,diameter
3.17503465320107,.1666755654830376,16.65497239908355,5.65758264481463,146.59
3.488507310517496,.06636795231120304,144.8568315348188,6.5157986956535,222.62
3.238963945686795,.05551903584241192,132.9848886753846,5.82931297074713,64.97
2.697100398148684,.2968216405016118,346.1861838519379,4.42949149328334,89.44
2.732087906519071,.08091310764316788,304.6160024991287,4.51596123859328,86.09
2.593108017561793,.1034834828290518,143.4133783838394,4.17579446408633,134.55
2.433264881104994,.1284928865306854,118.1532999431873,3.79570353531818,72.18
2.376286266137616,.08653069948164704,172.7201165989054,3.66316380404565,46.14
2.678008257170683,.1354197893123253,152.0974527225778,4.38254182894964,99.65
2.379863953968727,.1917573305041559,54.85628424247602,3.67143969345555,79.83
2.766217338546795,.1420931790503817,324.6872920530008,4.60084551492031,71.70
2.991771170043969,.02810460674319448,279.1454569820278,5.17488569658236,148.71
2.43711163105679,.1630438793588994,359.4038304176883,3.80470803687258,41.73
2.581049226754967,.08074173869027323,67.43761108800022,4.14670016239911,57.30
3.117395333949419,.05251656425222995,20.52640943921557,5.50422303882775,174.10
3.448269964613031,.1337687909002513,33.70244424284235,6.40339203234665,209.00
3.223429364604616,.03266530323251792,129.7692519702068,5.7874258413599,81.69
2.696148952895105,.1186297223136144,52.48232465272951,4.4271478391712,47.97
2.631431714720206,.075858107222913,297.7845748437783,4.26870712705957,76.36
2.74553224949582,.07794998647442083,265.0342117306588,4.54933613252192,43.58
2.438579153233507,.1061318948375976,250.3599111239535,3.80814509765296,44.82
2.756613676823443,.06681486183310981,24.37578257032937,4.57690672792119,122
2.750730383756619,.1263372522238145,172.500398364028,4.56226217796139,188.16
2.870157879313409,.2113484908005157,56.84299379051186,4.86258137546272,113
3.12548812489992,.2082861793180037,93.60769457787983,5.52567047425453,182.25
2.43136051125643,.06823245355852896,237.0640382067922,3.79124840452327,40.44
2.607512405521715,.390391812019161,351.4448423129986,4.21063675585024,42.87
3.065464473063266,.1369820825757494,279.45001618192,5.36725999196634,66.57
2.562619797409635,.1171097690181707,181.7880752421453,4.10236660034901,108
2.428004527603239,.2078029862662062,25.26461621471537,3.78340157795293,79.24
2.287260210785924,.08459036238841393,235.0313726795071,3.45924693518522,40.14
3.121234378794484,.2157125419575637,185.3391871160679,5.51439377166641,145.42
2.448647963795586,.1621908765757893,296.8447296927739,3.83175497971009,45.50
2.781641982057541,.1757653211298139,17.72033453307782,4.63938111969301,156.60
2.732041506527315,.2160955985738877,156.9902451153778,4.51584619488949,109.79
2.664538769630753,.21475101905174,247.1186907069669,4.34951935561498,131.03
2.418811360897016,.1345065563182928,88.56329584503796,3.76193425966844,55.29
2.760801532633282,.07409421159702072,182.3090939393282,4.58734056394612,89.93
2.655461659670528,.234682227252452,95.31046687892373,4.32731246051836,142.38
2.673284521035495,.1445849049745618,188.6330302791472,4.37095140195203,151.14
2.71835933809102,.06661305737170982,154.1384217361847,4.48196540680901,132.21
3.135737706858923,.02808428431721671,57.01587766519857,5.55287369036595,132.93
2.774440146038732,.1849242881357362,107.865793335479,4.62137533760029,97.75
2.174447377243106,.06544652260763409,219.1141351830188,3.20650229600185,19.75
2.982148019950828,.1260808443794072,99.91133884979449,5.14993794862034,151.13
2.591662168232478,.03370123347144228,94.90362735867096,4.17230248000294,45.37
3.977343483115187,.1395070330346661,26.88636586605601,7.93227659828985,170.63
3.196347072070303,.07727853352203579,90.70610595596914,5.71464291409589,184.93
2.755427546747592,.2778183730946457,190.545907567282,4.57395298285475,39.9
2.727009765314251,.2272521003128656,219.0296243275835,4.50337634195435,120.99
2.86910637702221,.05230815686637658,334.7842668187432,4.85990945948459,35.37
3.102787332288352,.1079556660422272,177.9767771684477,5.46557951316919,124.97
2.729466941289821,.06563240557893668,100.5446844244008,4.50946437320505,81.24
2.379196924480038,.1371421802882842,295.0874686565747,3.66989625211899,44.19
3.018254378475559,.1788834644526482,262.4870961547538,5.24374979560305,99.10
2.367339461394844,.1907525069894021,225.9181894498368,3.64249537033308,72.63
2.634806502865864,.3452809886533428,173.4887447937559,4.27692162871021,104.87
3.125712660516544,.08476722258805801,90.09990510410537,5.52626593265681,154.78
2.853420540772982,.03645842659554163,356.6877269140286,4.82010919789142,39.94
3.384512298671313,.06956772667961553,140.6645802698091,6.22661978284797,148.39
2.359413163195001,.1303449070174003,195.4795076667619,3.62421705115475,33.60
2.554206557609892,.06307785980006761,39.68206362652935,4.08218070479962,44.30
3.130566849034219,.1319579943051447,335.474150949711,5.53914425119321,116.69
2.379251920139301,.1148472444002996,121.8409105013837,3.67002349854071,62.43
2.747210417229603,.2063848502143276,134.3342165500713,4.5535078458306,154.10
2.863225777820431,.1417340453841197,290.1560117439914,4.84497561244633,69.24
3.185516724037686,.2326755729268246,1.005788024022075,5.68562270149088,101.17
3.190632547217917,.1667514407877902,130.6778258228939,5.69932455168994,121.04
2.768965687526377,.2376104804057538,359.2933282688203,4.60770390732281,73.22
2.460636192303393,.0428622163268598,68.4100010066612,3.8599289760094,35.81
2.971287556823682,.1139981154752409,40.30923600013462,5.12183081373019,77.69
3.128335701140622,.203183325366969,356.7466798809153,5.53322370307821,106.66
2.416434545047951,.1855311385278555,327.9639757311048,3.75639069297472,43.68
2.790711548250251,.3510396957097616,252.4555882147384,4.66208971450287,35.43
3.186639089154264,.06693047915891376,84.70982791236808,5.68862782147462,66.47
2.737939912056111,.1292805418468738,283.9144271165102,4.53047847464813,157.51
2.362792526111108,.1494558457580971,221.0899150689622,3.63200623112231,49.99
2.727976676317674,.241076487028735,173.6892609396535,4.50577168546391,130.40
2.76140449324197,.1782439600670597,303.7230978260583,4.58884346263897,38.61
2.450329432056392,.03708028715269901,285.3915558829183,3.83570251347314,37.66
3.987509480753102,.1659439050854759,110.0150307097148,7.96270809550031,159
2.8947354879808,.09111623112886465,286.1731262778226,4.92517345762421,101.03
2.402570889590765,.2459049187247553,41.43075741338343,3.72411015392072,103.26
2.61572773227995,.2380473218514896,355.6778903083382,4.23055170753099,168.42
2.877229437145649,.04427869247427189,72.77932816500827,4.88056324184179,85.71
3.116453442979259,.01835202860192146,239.9834640852927,5.50172865531179,136.39
2.738661068397809,.1639141471388297,336.8520831790398,4.53226854228147,29.18
2.458319740670921,.2280940161515428,80.0182924637153,3.85447963279277,57.16
2.737838872501801,.1333442364102594,326.9835925613604,4.53022769122116,128.36
2.677805928937906,.1811701700593684,34.28408617170017,4.38204517521869,68.39
3.069852122781707,.1019966804184648,334.4968216378212,5.37878748563485,86.15
2.737097138622324,.0586288164156094,4.074866033088272,4.52838682553164,116.25
2.669684567834997,.1750033080757551,185.3295032593586,4.36212522477894,48.57
2.778509953166411,.03502503502774052,155.8001534554663,4.63154766119529,80.58
2.741019624276585,.03753230828669606,305.6483478770537,4.53812463920832,113
2.284088997194267,.02907253545569704,337.9989444300969,3.4520552254877,58.70
2.892688267709069,.01321233847013921,169.7591205104731,4.91994959586133,41.33
3.151139902554587,.05844227246206828,276.6585580297725,5.59383600554392,159.94
2.724429195146862,.1218236604556633,109.4737281981287,4.4969855348606,86.65
3.041560905984729,.1614435077051523,222.9524427427766,5.30460412217074,143.19
3.116352310445707,.1049527761740574,352.2819392431709,5.50146085125792,136.12
2.751636048698716,.1461660428576013,156.2520952945355,4.56451551821106,83.01
2.61065277185204,.03187195444430304,120.301677221414,4.21824568745731,23.16
2.766395539365432,.03629646567162005,47.8443015034625,4.60129010452094,35.51
2.793808482641235,.250394567633715,177.2572577959621,4.66985235349295,124
2.867781478992745,.3092693310833642,308.6955764931291,4.85654352935262,66.24
2.667479318474834,.1168094828949055,124.8683537504716,4.35672144757983,60.62
2.355791645494597,.2225824977054473,183.7770342321572,3.6158759124007,40.56
2.347647943177797,.2585496502095141,74.81504264206657,3.59714262117988,31.12
3.010884250515594,.1044968963670106,28.70453296079099,5.2245548405516,103.87
3.1422126412377,.1312202841909952,313.9655728878213,5.57008162524568,54.66
3.096035101352332,.1159693847526132,273.3938179871298,5.4477480768296,87.61
2.644971309864318,.04310942454310624,315.7163611143773,4.30169535623862,61.82
3.389451246065048,.2639099217284165,127.5110487009329,6.24025431629983,120.49
2.712214919575642,.2030319703374427,330.7458327703465,4.46677784327236,33.83
3.162995696228705,.1906769524531982,36.27024138795063,5.62543490700136,87.31
2.201046016500684,.2421625094042673,298.7086923975889,3.26551652402662,9.30
3.422334949768949,.139149452118223,46.81342276292843,6.3312865652744,93.20
2.381909088397964,.06133190966963453,62.71887868125048,3.67617328375387,108.99
2.92287660311536,.1511760075489302,333.1939558407203,4.99716769290321,82.33
2.553017474464528,.1745253768979379,165.3967694540937,4.07933041420179,53.28
2.659521129192628,.1006156697642793,93.37374218328796,4.3372391553135,102.78
2.385203003562635,.2456138902697074,323.4260449216977,3.68380152723267,43.75
2.880871222349599,.06324926216031788,137.68191974675,4.88983235981469,57.58
2.797637030296019,.1903515556205908,252.3964377201196,4.67945477046764,86.20
2.763088529066744,.07259037347804166,210.32723318253,4.59304184513383,41.08
2.910356177830472,.08740874831668688,130.3463038643931,4.96509332437054,148.49
2.966350052003623,.2347132337312061,194.9929212967433,5.10906939886623,41.52
2.665192541494757,.2054862070827295,15.25775458155796,4.35112025245393,103.90
3.048646063417396,.1019981238918834,240.9113443042484,5.32315010996853,168.90
2.862148558327455,.1193405122244733,310.3384114312917,4.84224166218011,38.90
2.861147953679652,.04118657128091285,358.0844060016386,4.83970261891098,32
2.174462473117006,.1375657589516416,344.8708791291544,3.20653568727094,10.95
3.101522718549307,.1936328373368944,85.28285096140132,5.46223841601127,79.50
2.693986462303152,.1096704497837205,127.7964944458268,4.42182260726657,60.10
2.741889924663373,.2424262788004939,32.68472329021579,4.54028615881998,134.43
2.470294852138123,.0667862464082967,213.1941673217574,3.88267815510486,48.66
2.378142364955746,.2171387546768298,170.2255559188142,3.66745654539013,34.83
3.146685289597071,.1316307557016196,21.76341296044473,5.58197859842751,79.75
3.097477832459049,.09922798487335009,263.8390606996294,5.45155644022874,28.42
3.158474453151056,.06978826779426316,96.15922069457493,5.61337757118703,69.29
2.646993781649746,.2655272057826201,124.888427071443,4.30663022284569,52.8
2.195273446096223,.1216840303749318,280.3974506690154,3.25267849680024,12.11
2.746492790196379,.07736763021714985,217.9540708902866,4.55172375956384,57.40
3.001771662392822,.0672799680949136,314.3438558152243,5.20085424066159,63.34
3.119502481041581,.1116881772016433,354.828625188271,5.50980470204683,72.66
2.61589882349804,.2043175096157365,111.5801474191782,4.23096678632816,64.78
3.134770356434449,.1277859012184922,106.8042054483148,5.55030436174374,178.60
3.444216068516579,.1151949125503293,79.72398745342259,6.39210330411334,94.67
2.331981109543732,.08942121032281294,340.2617702477133,3.56119491306992,50.93
2.89028446545247,.07548977644096208,139.0364067652817,4.91381820826173,23.24
2.7965989763235,.1369500049120857,212.6765727072521,4.67685056773818,50.48
2.419996172709496,.2669877697654729,32.60168790511698,3.76469867321114,23.66
2.804378962164063,.1564571209626919,11.19808255853899,4.69638024948673,109.09
2.775984185336766,.09871032044372451,285.4997705326081,4.62523372565888,52.68
3.091437158508285,.1367792580609207,265.9794270634737,5.43561685192596,139.89
2.6149409277423,.2140495229497216,172.918234192698,4.22864304158883,53.62
2.198716422249763,.1503032119908955,158.9647334447589,3.26033354611308,50.78
3.003314945000798,.1036062399049849,205.9550245460242,5.20486558147138,57.93
2.778388563813089,.02705530275579419,265.4149418956023,4.63124414540217,25.35
2.395339504648982,.1602703105128716,74.59416498735068,3.70730927626275,29.27
3.043535192235993,.119900430734224,8.433577664975283,5.30976981173409,26.57
2.770571956945361,.163357357600956,258.2444671097205,4.61171386336721,103
3.116824552105583,.0683255097711398,169.0644041148112,5.50271140823927,121.60
2.884150163696094,.09141552288716044,226.1002321750516,4.89818297684949,27.19
2.755737296654768,.132408471606455,1.781654473389758,4.57472427223022,35.01
4.341048515607549,.02113747224292743,37.9826520634417,9.0448248556677,126.59
2.942823901866114,.1070652033669289,13.92243283119556,5.04840995443756,45.69
2.188395713487874,.1320044966316886,100.9914342626191,3.23740464433445,11.76
2.339211381571146,.08078489869710886,222.2028511149556,3.57776989026056,39.03
3.046007619892497,.1479959410735109,90.10692002144221,5.31624124381481,148.06
2.358803086031758,.2214581176445504,305.685537147678,3.62281146279253,52.95
3.083388812643523,.2070057722807297,100.9043062344553,5.41440378681272,45.13
3.1954462607666,.02903184209788467,14.57283718236828,5.71222728833413,94.30
2.35313230659799,.02324868688412329,71.10682849816507,3.60975496028694,67.60
2.761640970781982,.2046191363189157,133.3048443162569,4.5894329353049,32.21
2.873188670661786,.2044801244420194,63.88809611734744,4.87028549492329,33.73
2.222205735008097,.09256708331255489,55.66649858155382,3.31271899831432,14.97
2.529606490773866,.03417852390581328,337.6582459311935,4.02334850159645,32.50
2.85984398041118,.1070462021619094,67.20110572772863,4.83639444129548,55.11
3.15243592155035,.2380078122256934,179.8065751949666,5.59728735806488,52.97
2.794644121642768,.1720323010677419,224.4680149308401,4.67194766670077,27.72
3.163804678807719,.1427662056676988,81.64100951638598,5.62759322632219,39.48
2.434112023590449,.06222069673175645,348.9468782522953,3.79768592219601,17.06
3.204955022844298,.05665858515540923,278.1704238317564,5.73774325383322,80.18
2.72540281140462,.06654225895438033,72.15990180762392,4.49939634959857,54.32
2.405258849737523,.1117533836923649,160.8963784838335,3.73036161919238,38.53
3.123496245275537,.06207731168062788,321.4391977432814,5.52038903523216,99.29
2.403069149585668,.2223813945133365,10.67426738354604,3.72526870744115,67.86
3.092110538256365,.1926787908081789,6.887877579631881,5.43739293539317,49.17
2.358057402381325,.1513536863705479,34.49611092775968,3.62109369047497,46.70
2.907039100542303,.1430603338380326,130.663571208848,4.95660729881343,54.96
2.749649563795943,.03990232767303115,27.13540060860585,4.55957352861942,140.69
2.663976074066619,.1153682720561812,144.9366161626558,4.34814163535555,45.32
2.76248093154598,.1134380846742559,95.16278818886626,4.5915269276505,32.75
2.898143473162059,.002459032983519495,222.9589626686267,4.93387366054405,24.05
2.782586119027955,.1587403319455182,.1872535978430721,4.64174334832732,49.96
2.375546409730152,.1810289151725607,208.4861582121694,3.66145314888381,96.34
3.15254398520353,.1768194928197435,81.54538387820762,5.59757516811959,59.65
3.179324606432286,.1364139474578633,280.9436611848421,5.66905289512313,47.92
2.286569220873658,.08592109184729731,342.280417067603,3.45767947631945,18.67
3.192932063142461,.08520952981536915,123.9043388057027,5.70548698896526,85
3.405855158329577,.2175363321852762,287.2863849454196,6.2856104803991,68.16
2.887935620862267,.0451665549186018,80.39077617134062,4.90782946378633,27.23
2.781349414330932,.2462843170748903,300.4085485048968,4.6386491972324,70.84
2.382135615971464,.3007014372218842,305.7761930567388,3.67669772090614,35.82
2.683826057677832,.3393221647142429,180.5942312721191,4.39683076729281,229.44
3.211800623060769,.1593654032449861,332.957493958773,5.75613630276865,75.72
2.317383642175101,.1897483713487388,330.3533589318562,3.52780935751123,93.00
2.775342418065333,.0629140339328296,170.5305715054828,4.62362988795768,26.1
3.111186414375995,.1060270964694421,289.3852275518838,5.48778707926098,122.92
2.476349352934501,.02544087052237044,232.2128609281578,3.89696111162517,77.80
3.023897717417155,.1002458673355531,50.95880234233419,5.25846330968884,74.92
2.772770276469672,.08973332937663855,143.7086918622935,4.61720372152445,40.37
3.130973693317383,.1608368107914108,98.7854182198929,5.54022407594877,78.17
3.895559763489309,.02216869443935075,84.33187920811021,7.68887869834507,158.55
2.475370284511071,.172083424234947,304.8669250241768,3.89465024154028,89.07
2.252332222289525,.09546971173776274,265.9824309078371,3.38031270109992,69.31
2.38294975368786,.1374400696956229,116.0512581646455,3.67858274836337,59.11
2.912376501450494,.02250317909665722,261.1184763918197,4.97026425639485,63.11
3.012773916146638,.09683193675485248,234.0460565107766,5.22947409837681,38.25
2.746893321293479,.1146293702283174,340.3542513617381,4.55271948767039,30.24
2.199161260349456,.1943010425882367,315.1813753164434,3.26132302837514,14.67
2.569210275097352,.1278123566516141,288.0294843040434,4.11820230748613,60.63
2.4121621112959,.2289625165817941,323.9689227420835,3.74643273586698,19.10
2.598068720963342,.3137132350175216,254.1764762067795,4.18778284727605,132.27
2.325376278801714,.06121680397652841,233.0579259047219,3.54607616248643,94.12
2.798718829616141,.1001942932615921,146.641782586288,4.68216923285473,106.52
2.611001644703675,.1669775273707204,321.2365275912854,4.21909126940244,51.36
2.969138948691267,.06734985542320902,343.3741487038284,5.11627624314588,82.82
2.923261633191485,.09146473942317387,267.3516794498375,4.99815513959414,139.77
3.109025559305274,.1592801166363108,141.0791838783233,5.48207080979468,118.35
2.767506230416795,.1525999888908145,237.0703954188057,4.60406146780215,39.59
2.19397097391124,.1493785777897356,13.95814769885467,3.24978416842586,20.27
2.797514121637469,.1148435765939789,81.66472542459158,4.67914639994708,155.17
2.537099809198968,.1068261582181842,162.0802321230485,4.04123896035853,22.79
2.758201057739202,.2372657414282791,345.9457023933501,4.58086067707655,131.31
3.154610131535225,.0736479324899979,109.9851753917281,5.6030789632504,106.10
2.875944356923479,.152715274085891,138.7960955076394,4.87729383890003,89.45
2.727653567002286,.1568458963700274,280.177075415679,4.50497119455022,43.89
3.002934259741349,.1781397564525463,312.5951438774259,5.20387599853521,115.76
3.960845919625426,.2141158441920307,304.2165743073643,7.88297455460923,141.72
2.578718185938992,.04301544410096301,355.0027512319519,4.14108387400623,98
2.749845238096033,.06983118531413501,151.1807067875104,4.56006024913282,97
2.220464472190692,.1496496644034607,143.3839606472735,3.30882612003416,27.99
2.801137645620215,.1572047195034623,191.6820247249262,4.68824044965547,105.92
3.14523756562564,.05517221171474665,248.5040481862572,5.57812681444701,93.75
2.219189165945912,.09562892714713847,124.2223640972624,3.30597593212673,19.13
3.07852113166823,.1999822104608132,233.9877309327715,5.40158744053879,69.61
2.648573635318227,.09750326792936277,68.70308820104911,4.31048640531111,60.00
2.726605404071907,.06415505834190083,99.30634546311016,4.50237473753967,54.64
3.150899266538907,.259727232444917,240.5188298992059,5.59319525993195,188.62
3.116038051526298,.1422869738790619,91.72817667947382,5.50062870550704,95.77
2.779781820931443,.08101430732509682,252.5138660610882,4.63472817359678,44.67
3.124543430470267,.1058725730699587,81.65100852966293,5.52316542123213,216
2.287976430558392,.1726069189962788,206.2066492401271,3.46087187601069,34.91
2.689515576106176,.07828885151844685,228.4580204815466,4.41081962261131,91.05
2.776645759430239,.1294179796782101,169.3008387927289,4.62688725657383,26.74
3.135602733434436,.1859252277451109,90.64356760992335,5.55251517075308,92.33
2.677826763643698,.1148004095446371,66.70648867470747,4.38209631716214,73.19
3.223262271304147,.08980572050859525,316.7564032619363,5.78697584194465,120.58
3.12217011705787,.1726875803961233,330.6184291163597,5.51687375971612,58.37
3.14239006220887,.1631613620139834,41.87989823516394,5.57055339308296,45.52
2.650572953195782,.1489023925078291,127.4754709409747,4.31536808496858,36.93
2.850770665889013,.1224267474389632,125.7746603999587,4.81339634908257,91.53
2.895948536750137,.1707443095704465,26.73788423029919,4.92826964801297,165.01
2.739371357036659,.2362934654897448,200.5769486430524,4.53403186430021,100.51
3.004766337068344,.06475836634735886,333.0738420088212,5.20863901850427,114.17
2.607891709631151,.06781389992946847,301.5028049450002,4.21155554528804,79.23
2.650356931336892,.1327344378585006,91.28496024264429,4.31484054157069,23.74
2.883092731987755,.1413566494043838,281.6780631912718,4.89548945245402,62.88
2.777345440270667,.3315367987826381,130.6192851468362,4.6286362454145,96.89
2.767823178669594,.2260251723784763,188.7772897933373,4.60485240966232,31.32
2.783568986715711,.08652714472473441,170.6253292704453,4.64420290691827,50.98
2.741806964664299,.1593737524201106,38.43624129852778,4.54008010061009,34.09
2.638223638372853,.2457378903924765,156.4800572128952,4.28524456909589,43.34
2.739231042829743,.223634007568635,270.7122000182935,4.53368351014031,46.98
3.052304583642221,.07341497807071733,218.2886031409131,5.33273503395659,49.13
3.125426165396227,.116559252045869,258.4317747016561,5.52550616419013,33.66
3.342976483479936,.03720341369258198,140.8660719127552,6.11234957869623,99.12
2.559527802770306,.1108779386943828,215.2656856193306,4.09494411697144,54.21
2.809573269715421,.09662266245240236,308.3954326223676,4.70943433534622,49.49
2.593932327356122,.1989565404641994,354.4032775745696,4.17778575511032,97.71
2.585807047815256,.2423883515359723,80.17812207733697,4.15817128028773,124.90
2.91454899203285,.1819722859916306,49.99988662713502,4.97582665485231,49.19
2.625424750917606,.06881820660019212,109.5966239545625,4.25409873168936,95.07
3.17254958327434,.1414445547926015,113.914125445174,5.65094173915178,40.81
