pdes,a,e,M,pha
1566,1.078063024534608,.8268942439117076,223.3210681353504,Y
1620,1.245343351832861,.3354147272586814,180.472712282801,Y
1685,1.36736341022011,.4359034234354386,24.18979241203839,N
1862,1.470232453058074,.5599443708061149,135.3790657551367,Y
1863,2.259899856272804,.60626016785629,325.4564355536637,N
1864,1.460719531473937,.6147402820792869,48.1766015255664,N
1865,1.080024282995551,.466970473703813,38.3411866131063,N
1866,1.893707991841201,.5384528001436808,218.9545926918312,N
1981,1.776133064241597,.6500103723269686,6.629119566299166,Y
2063,1.077956769730746,.3493283475874288,304.7338917879627,N
2101,1.874944104639423,.763827824774997,81.59275159571669,Y
2102,1.290051783403005,.299148816495564,85.78643003020903,Y
2135,1.599472808063654,.50305407378915,83.44403419808138,Y
2201,2.174671942652521,.7131248452907215,71.37938380649697,Y
2212,2.159046966615689,.837576182211995,272.0812839072438,N
2329,2.408809487832393,.6549550809974606,202.9245593718736,N
3103,1.404396928453943,.3543653240985432,208.6221634389697,N
3200,1.271194476429617,.8898751876405596,208.8333448965682,Y
3360,2.466970925068284,.745471360742413,315.3490319913993,N
3361,1.209441990741181,.3228826503635961,283.4076826366829,Y
3671,2.198891252902087,.5414710125351803,244.4080777399713,Y
3752,1.413433754181378,.3016827582082827,291.9983031408025,N
3838,1.504984253363627,.7022356338332389,317.4356507397702,N
4015,2.639201040376726,.6269774320219017,161.9121925978645,Y
4034,1.059653890093643,.4439051938481083,50.80809315190232,Y
4179,2.534448118161193,.6293824383673633,281.883273538571,Y
4183,1.982400134284544,.6344129047076564,126.4616639609362,Y
4197,2.296648438865259,.7718224618305793,170.0121022747754,N
4257,1.64697202227584,.4683236533016194,108.877886738628,N
4341,1.835217190645273,.6795743087689858,215.3234035473804,N
4450,1.442253526392916,.58654444167886,171.2973773219575,Y
4486,2.199397360844328,.6628382199269518,270.6673696599332,Y
4544,1.04177387876107,.2501211493145077,269.2692509947568,N
4581,1.022394755408817,.3570631152827726,42.95258968733214,Y
4660,1.488725519364418,.3599730456898795,253.7889838316034,Y
4769,1.063265833078226,.4831283646513978,327.2255751208052,Y
4953,1.621239890780852,.6576181082954994,197.2164960471648,Y
5011,1.635544086983976,.5000114654302648,106.3425038036246,Y
5131,1.486147963401171,.5691114952755846,57.1535866170886,N
5143,1.833668695813864,.7723581701033717,215.5640000350212,N
5189,1.551400260317571,.4781173666936908,66.31537764937843,Y
5496,2.435262881567866,.6358981882971291,85.30548464905249,N
5645,1.354943007438176,.3872454010366386,324.4349327195139,N
5660,1.785428681407855,.7621834411043086,116.0375359272869,N
5693,1.271206925406628,.585295988338592,161.7528466886224,Y
5731,2.262963046868979,.6537473302944989,322.1440564184062,N
5786,1.081477952694662,.8268663783633101,353.2892746002129,N
5828,1.697844664467472,.6949635840034306,71.97106862712856,N
6037,1.271149922986707,.4995956231614588,209.3196973239592,Y
6047,1.454434398431611,.3520913703680435,244.4090146903867,N
6053,2.147135406409615,.5288599832890448,159.4535604766088,N
6063,2.212640022929926,.7664461253396561,223.8473362447017,N
6239,1.151486397050996,.4127584731120942,191.3734636529693,Y
6455,2.240919943300049,.5720710285597574,9.663170118279091,N
6489,2.507238138051585,.6040211607213493,213.8412335799196,Y
6611,1.695804964109678,.4845829720993626,327.3584511077842,N
7025,1.475804863350329,.315029658352409,55.55234373028153,N
7092,2.534573537359364,.6981577599773006,330.7204184514101,N
7335,1.770464226074935,.4842292844233151,90.81656425183883,Y
7341,1.841980477195684,.5065673914614014,216.0216678076482,Y
7350,1.35568213234964,.3909882269677334,346.3619135760117,N
7482,1.346246449768218,.3283863840876864,28.90464104127119,Y
7753,1.467914555268767,.4818382211909072,121.7648436461309,Y
7822,1.12289863221608,.164673444008022,51.56207907117609,Y
7888,2.43611406755549,.6641081435681064,274.2798602393931,N
7889,1.261475667550042,.3462412944615053,271.1007313371736,N
8014,1.74642328693028,.4562731093311897,5.350215133326881,Y
8035,1.341987532802172,.4623757621035005,145.1304072276058,N
8176,1.57474539541906,.6430648719674193,104.9343177345253,N
8201,2.538236987888842,.7069723997830024,139.2934661542159,N
8507,1.687033009684218,.594555113875361,10.10653419934395,N
8566,1.506359580258158,.4304810741115832,184.1894997091119,Y
9058,1.55650188677318,.3596771595114436,100.8378526940665,N
9162,1.496132694039742,.5953577822887213,154.4538627001297,N
9202,1.423827604408642,.6075279281066087,168.6306113492995,N
9856,2.242593090880093,.6257363473830947,95.36644040888007,Y
10115,1.24836941247474,.3247090869590065,343.5302589401679,Y
