name,a,e,pha
,1.454434398431611,.3520913703680435,N
Miwablock,2.203884296181843,.4360918598140763,N
,2.147135406409615,.5288599832890448,N
Jason,2.212640022929926,.7664461253396561,N
,2.822492375553185,.5817983800588603,N
Minos,1.151486397050996,.4127584731120942,Y
,2.240919943300049,.5720710285597574,N
Golombek,2.19250500192811,.4095577355338397,N
Golevka,2.507238138051585,.6040211607213493,Y
,2.500732941126457,.5904816142029092,Y
Ondaatje,1.626241756990683,.2207135036546774,N
,1.695804964179451,.4845829698604155,N
,1.475804863350329,.315029658352409,N
Ishtar,1.980876238248862,.3904651576966925,N
Cadmus,2.534573537359364,.6981577599773006,N
,2.723002082897274,.5594055173639092,N
,1.770464226074935,.4842292844233151,Y
Saunders,2.307781565839022,.4802989829467026,N
,1.841980477195684,.5065673914614014,Y
,1.355682133527188,.3909882326748045,N
Oze,2.198951534494062,.5025523134665902,N
,1.565586524571357,.2924412113952762,N
Norwan,1.567637517295318,.3171194424718414,N
,1.346246449768218,.3283863840876864,Y
,1.467914555261516,.4818382218331832,Y
,1.122898631929292,.164673458976556,Y
,2.165925928653908,.5182726902291259,N
,2.43611406755549,.6641081435681064,N
,1.261475667550042,.3462412944615053,N
,2.225932762182864,.4662835124763266,N
Gordonmoore,2.199828849994165,.4316708433369759,N
,1.74642328693028,.4562731093311897,Y
Akka,1.829916111717505,.4094289488264319,N
,1.341987532802172,.4623757621035005,N
,1.986101836642372,.4179750451513894,N
,1.57474539541906,.6430648719674193,N
,2.538236987888842,.7069723997830024,N
,1.687033009684218,.594555113875361,N
,1.506359580258158,.4304810741115832,Y
,2.0466594015148,.4488845029996336,N
Kadlu,2.528331610343637,.4891008707991639,N
,1.55650188677318,.3596771595114436,N
Kwiila,1.496132694039742,.5953577822887213,N
Abhramu,2.705829201587076,.5538455505804413,N
,1.423827604408642,.6075279281066087,N
,2.591494610219692,.5777124273707481,N
,2.242593090880093,.6257363473830947,Y
ESA,2.438993145699587,.5322162373024828,N
,1.24836941247474,.3247090869590065,Y
,1.900789420249627,.6327975273920713,N
,2.374805428430211,.5436178151776961,N
,1.234661692102031,.5037406089373564,N
,1.272474939830583,.1365488211680677,N
Izhdubar,1.006936387532322,.2664067031199642,N
,1.883631410891365,.5131727176616466,N
,2.577490430487952,.5743696567894978,N
,1.978998288419308,.4469878347418422,N
Sigurd,1.391479883191006,.3753720779546882,N
Belenus,1.740000055089262,.3374236927003337,N
Peleus,2.117874939308809,.5354080614536827,N
,1.720573448585765,.3888023460934478,N
,1.459557263703301,.3938138261635143,N
Tomaiyowit,1.079773046811143,.3558621471252082,Y
Summanus,1.703260083650044,.4747961018318686,N
,1.541503610375027,.4060614846626934,Y
Tukmit,1.186340688818672,.2721688933255108,N
Zephyr,1.961775952115802,.4920154477256113,Y
Masaakikoyama,2.188921754335001,.4643202254749469,N
,1.335334123102007,.3055190309434342,Y
,1.715469150486474,.4021076937695592,N
Hypnos,2.841370304675581,.6655666031955706,Y
Yuliya,1.719595046455428,.2549301858971943,N
Lucianotesi,1.32466579286872,.1181668036068159,N
Davidharvey,2.848811430215922,.5891903075269372,N
,2.309716054056296,.4689030806990533,N
,2.275678710463634,.4615714901736096,N
,1.44239096420994,.6040240818172179,N
,1.467766993776829,.4420870558494718,N
Rhiannon,1.751231238347376,.2725034472791691,N
,2.202625607665379,.8580272008243952,Y
,2.372569904701492,.6732129343881786,N
,1.387019024458426,.5533969322986929,N
,2.216290862200671,.6369332602365381,N
,2.729378600602834,.5565521231161534,N
,1.189961258477004,.3588626978946344,N
Blume,2.442859697294389,.5128887820703703,N
,1.880683078641032,.367952782133782,N
,2.426592679390138,.5094457634475074,N
,2.352566254011216,.4883384276652257,N
,1.685084519658664,.2318875957449895,N
,2.501939865757164,.5631884410871271,N
,2.233570906330327,.4431481093333149,N
,3.185113856277002,.6231281883243495,N
,2.035916497929974,.5589629167166933,N
,2.152778855621251,.4909933532888221,N
,1.564671936261371,.4765264744114713,Y
,1.556080794379885,.4642029002771497,N
Robwhiteley,1.876784835800447,.4121435578448238,N
,2.739012085612963,.5617079335729644,N
,2.423538921026439,.6330611813745723,N
Chelyabinsk,1.706486510636169,.2386139125055875,N
,2.379141358183788,.51923042616806,N
,1.269406918264835,.1205408802650946,N
,1.104460952124046,.276381653750575,N
,1.218971442985966,.5698000034675827,Y
,1.576337467798255,.5240677973233494,N
,1.824292517268485,.4010915479131921,N
,1.846766353679356,.5894065969000003,Y
,2.291876064724249,.516532994180142,N
,1.750078151340755,.3611119794386799,N
,2.127489998271558,.5167576566771673,N
,2.310097314145906,.8221722808667986,N
,2.210613389928425,.5449209472347979,N
,1.974709899579277,.4416701655082051,N
Ahau,1.334940013014238,.305835102746314,N
Itokawa,1.324101716364551,.2801420198746361,Y
,1.540514685005426,.3707971573949632,N
,2.559909726123645,.4982055285670794,N
,3.301243984610482,.6445464647989998,N
,2.140849775502486,.46893280467271,N
,1.605733330840567,.5762104723684537,N
,1.545855720915086,.4718567853628797,Y
,2.853307514264425,.5570920717457418,N
,2.802771368464538,.5940373645569952,N
,1.743785112448347,.4334024640689959,Y
,2.140070873624717,.4255006687781941,N
,1.875064860219093,.3990083700210674,N
,1.699124699710214,.5074082915283264,Y
,2.4364682895185,.6809640760445255,N
,1.559983575008403,.643497493876595,N
,2.604488689916165,.5020642178659579,N
,1.723065536753532,.2570325243665417,N
,2.015277308250491,.3914322988676585,N
,2.029696613409152,.4297266178733967,N
,1.597544400068961,.5482679971368837,N
,2.137003191455553,.5773730913600217,Y
,2.247016719252273,.4410484469422024,N
,.7184637904561455,.4179133701014367,Y
,2.069080613450911,.38726297138291,N
,1.137404297600679,.144326117584082,Y
,1.442718182939801,.4839000976753605,Y
,2.509840709889037,.5406193391640379,N
,2.123711196134967,.5944297233919889,N
,1.523392174180602,.3144441051648205,N
,1.551335789041764,.3325232630366216,N
,1.332513900021474,.4235905755976171,N
,1.483645840254261,.5538426827213179,N
,2.252893698958045,.4844151596486909,N
,1.909558211410452,.5194118048388294,Y
Illapa,1.478049025963963,.7523523769050242,Y
,2.090118422373203,.506750282781287,Y
Beowolf,1.420244366200427,.5664068125388814,N
,2.17001995612353,.4009377334320856,N
,2.035060341445291,.5759629582661722,N
,1.641901164437344,.3345191161856989,N
,2.036743396019385,.4925197113612556,Y
,2.250157101805367,.4690669790170348,N
,1.494831390221886,.1611788493694711,N
,1.338875392609138,.8083486022375516,N
,2.265867365637283,.454183973250961,N
,1.592778742395632,.5552271605367874,Y
,1.57564510681364,.2112940643670649,N
,1.419584824243028,.3917871981211359,N
,1.917918815481934,.429472927149556,N
,2.209625578091994,.5500901981308137,N
,1.27819779212175,.1440786041513608,N
,1.282171155486883,.1897077990930457,N
,1.561755107750957,.2922007669671594,N
,1.427144751037035,.5249831081036819,N
,2.410540225137612,.6227469009895106,Y
,1.554665989125053,.2240966063842881,N
,2.418111851159395,.6514636151271512,N
,2.379407953837702,.5728212875673829,Y
,1.644494591047205,.2144308261249588,N
,2.725625593367865,.6421952275604239,Y
,2.102565796300923,.6282190243646799,N
,1.922947809620258,.5383273599543115,Y
,2.022529013486193,.6398779332900855,Y
,2.098375422819144,.4039374810093246,N
,2.308981485933173,.4854282241411093,N
,1.495302589729029,.4195991532223,Y
,1.370624337603367,.26898071940732,Y
,1.329327205667057,.1974942191552161,N
,1.71068126631811,.2623312537726474,N
YORP,1.000053825049166,.2299106813220908,N
,1.476944399322861,.2808629140275851,N
,1.776605239868324,.3418321552857791,N
,1.629408775541906,.2565489796416719,N
,1.776193226775581,.2871852652648252,N
,1.09995965245974,.2246787076020096,N
,1.794643817689641,.6957470040699486,N
,1.664846567752347,.3440460556117441,N
,.9150592345534401,.2647241790926552,Y
,1.427260930470823,.3629691045837765,Y
,2.397335135068142,.5570916147119199,N
,1.39472284826759,.2806471634788714,Y
,1.153508421803989,.4741465509161351,N
Didymos,1.644286416891337,.3838790338980941,Y
,1.091065739120458,.539713413759249,Y
,2.932586662603097,.6071796721780889,N
,1.426216403131342,.3626275173645545,N
,.9909244156023879,.7201288248287987,N
,.7871319394742071,.4838035036714729,N
,1.535677206698711,.1979962673696384,N
,1.33402811663085,.8376786085011728,N
,1.507533546274104,.143274437150758,N
,.6422802960920856,.6884706578404457,Y
,.8551732241289675,.5724750177266913,N
,1.198441843023212,.1200103994497211,N
,2.535570798637831,.5687235587257209,N
,1.308530260494262,.2126417434773091,Y
,1.320423621354789,.5429471156627471,Y
,1.301059579452539,.3461490923709153,N
,1.376389196510637,.128528429611349,N
,2.3361294425715,.4565282640448038,N
,1.319523320171831,.3263935017328889,Y
,1.509815667216847,.4275024324711407,N
,1.435766204807684,.1146128040044771,N
,1.507504663444058,.4168019720535107,Y
,.9628481456557052,.3798059772446632,Y
,2.151711018721891,.8423708624863211,N
,1.669593611313206,.2476058723668094,N
,1.517389945074477,.1743344075129302,N
,1.618187055277542,.4156315125627912,Y
,1.707013398269495,.4364649722658578,Y
,1.056730826491467,.3442850156021048,Y
Hermes,1.655038798775024,.6239814253916285,Y
,2.221928004044862,.7765685857144295,Y
,1.374079446025343,.1846196026487278,N
,1.234003394371165,.3112129767236976,Y
,1.889800784396901,.4423686761518048,N
,3.692781538193783,.6763529307354346,N
Mjolnir,1.297505804319446,.3562466143644938,Y
,1.593100653020038,.3318024135656575,N
,1.58028013204408,.4857607614345807,Y
,1.645910325290935,.3375589278626759,N
,1.923770543236683,.6394529350444468,Y
,.9982556498621751,.345086690975016,N
,1.403773487664254,.3291476990197807,Y
,1.721259444486507,.3543248663645691,N
,1.656654243770392,.4166636420846234,N
,1.65356065953601,.2481460142184171,N
,1.830004585145984,.3023510564188585,N
,1.852979186045059,.4835947096176345,Y
,.7388006025248129,.703088851006283,N
,.8830387012778613,.6328037176993085,Y
,1.007302526684826,.3113862867512275,Y
,1.759791198032385,.579004194668769,Y
,1.816943706940496,.3237262516421427,N
,1.966468959665919,.4345226324517004,N
,1.844223799935075,.3629497222797401,N
,.9680810578059453,.4149120047679359,N
,1.463125290583496,.4268118249341947,N
,.8593541511738944,.5946824231006617,N
,1.995814511248232,.5063024115149698,Y
,1.462792518977644,.574892583492582,N
,1.341748053977653,.6185043883742857,N
,1.196434714635591,.189727052240399,N
,1.226716269925137,.4836234558919802,N
,.8474698556697348,.4631428898665187,N
,1.590187388224219,.512491232010391,N
,.8586213798944603,.6427380144216435,Y
,2.007651340241843,.3918233115206539,N
,.9539438797937294,.5952988804327077,N
,1.182003696471605,.6295067967644742,Y
,2.096432392306908,.431941874845295,N
,2.148515189709813,.4523728172795505,N
,1.061333355135288,.2700572854325381,N
,1.723441746510374,.5641807804172689,N
,1.356016014218016,.2528460679970888,Y
,1.786768278500721,.3083068107121201,N
,2.076711848135635,.5075641150610317,Y
,1.641487287727905,.8862747172060931,Y
,1.735383795940344,.5286583480537157,Y
,2.13320094773296,.5760316420399353,Y
,1.474386796282164,.3315826721232945,N
,1.155574273247782,.4262536896952908,N
,1.626863945274137,.204488999276916,N
,1.234548665150884,.2801405081266365,Y
,1.695202100392563,.4920179479075378,Y
Pygmalion,1.820556297909643,.3073469391197839,N
,1.442978312893051,.6433537287500174,N
,2.297323703984234,.7783314604567939,N
,.9078030389563588,.3511389825368473,N
,1.699038194021635,.2596906121274255,N
,2.091750916039918,.7799345785455589,N
,1.798364154588483,.3088454657329346,N
,1.032527045306147,.2193282035731754,N
,1.86697230958665,.5073407171101272,Y
,1.461721254916444,.2755286476611009,N
,.7284224328851404,.5946866924157996,N
,1.653894094815549,.6452526938108759,N
Apophis,.9222788903126814,.1910795219761208,Y
,2.596655726826149,.6993595991418442,N
,2.649713959040785,.6240610308211736,Y
,2.268544722667811,.5520326620837466,N
,1.782962726852801,.4077213052759189,N
,1.624090899015325,.6109479005404611,Y
,2.029194842055149,.393425276933841,N
Bennu,1.126391026007489,.2037451112033579,Y
,2.131756860019201,.4672566529316253,N
,1.843653967899622,.5816515191204284,Y
,.9142865414455155,.8170439864119171,N
,1.421104074622423,.1890671250708544,N
,2.423728930907227,.7639568674919667,N
,2.150095279068812,.6147142001590534,N
,1.603581430695087,.2708951365830465,N
,1.23528539888042,.3605193572121478,N
,1.753556794873083,.4395771571899061,Y
,2.268925059244911,.4451820878921416,N
,2.220150804816326,.4927824547371841,N
,1.668745061690795,.3180773351967544,N
,1.865570447771179,.3941858484126821,N
,1.341704614034864,.06771360746132071,N
,1.637766865803619,.416950715583796,Y
,1.573328113352683,.3949704274960543,Y
,1.573408055045863,.1748539028149929,N
,2.365184761777811,.4842099390938388,N
,1.838708576468443,.4519053157133397,N
,1.5847940338885,.1802475833067423,N
,1.146969081280662,.4653893147419536,N
,1.745586211482987,.4783848943586022,Y
Selqet,.9376105895592123,.3463719945746455,N
,1.485653479733089,.3060213200073051,N
,1.491323005546984,.5783121570845859,Y
,2.200238261675145,.884716074272921,N
,1.363341499158675,.1248027213255521,N
,1.746872800649208,.63630805468049,N
,2.135333722832323,.4417217410776091,N
,2.310733095055137,.5927676709597164,N
,1.595314790622307,.7631342643320477,N
,2.268449709774498,.4295973953008073,N
Tjelvar,1.247979284834832,.8094780738148094,N
,1.224486918680945,.3152751427771058,N
,1.374155587077575,.1951454651123666,N
,1.938725889496628,.6385042778134291,N
,1.212266254154241,.4965369609484445,N
,1.100018466442323,.4626714984213872,N
,1.458713406263733,.5621175479732954,Y
,1.899664217267028,.550035966199488,Y
,1.426804058139713,.1318909343318081,N
,1.772989946438225,.600097301858702,Y
,1.180012258717658,.6068841023214073,N
,.8191088111195628,.4624376277933159,N
,1.261280223941632,.3411099970326136,N
,1.45716673331003,.2926119960960107,N
,2.447823329016324,.6103893997702686,Y
,1.434589919089383,.1841800441011966,N
,1.321268670017789,.07486018733388597,N
,1.776423011908507,.3520498954787742,N
,.8292764212887846,.5583122615947727,N
,2.306568030005864,.4933393592181664,N
,.8764971228029101,.8949711756621888,N
,1.291845815233666,.763810632824845,N
,1.598029780742646,.6349986791332124,N
,1.776642032434832,.4142866369002596,Y
,.661835003845417,.5330659639649776,Y
,1.808608972735469,.3195100272221018,N
,1.004749070842973,.2934417708412661,Y
,2.586336729130742,.6129425001356574,N
,.7577730640438527,.4767154180205443,N
,2.162044547826205,.8051445968523684,N
,1.141433387125478,.3612138602907571,N
,1.13973523773167,.3187756070383596,Y
,2.360997517528042,.5652981717148278,Y
,2.103286736088328,.6072548836372678,Y
,2.089239077782994,.3812687145870268,N
,2.184864859069567,.5629341422434038,N
,1.618886613151586,.2876181520928437,N
,1.001368822120296,.2990841168210618,N
,1.573633760028637,.5317551312987345,N
,2.141880441397233,.5418730591980891,N
,1.535995694436038,.3441265148791661,N
,1.172899923099995,.7435486682646439,N
,1.349674013299683,.08163152504171693,N
,1.896424614259939,.3768207545161388,N
,2.072248416813416,.6783465015632167,N
,1.118961011984096,.2537564084229897,N
,1.034576116274619,.3334961423869518,Y
,1.861816193235886,.3861628230260308,N
,1.885760493212281,.3274024002312021,N
,1.859356166187984,.4524309854712187,Y
,1.259634088523624,.841234445696979,N
,1.804246676462388,.7022437373637072,N
,2.649724513780223,.8659781605591795,Y
,1.42281469675406,.3111984789478494,Y
,1.82042523319886,.5687300772962532,Y
,1.347194731568452,.4609211416277322,Y
,1.784162027420624,.5075803634086762,Y
,.9619711343469357,.4815469080139355,N
,1.518669786699188,.2968879631587517,N
,1.399487084143345,.2416293305280971,N
,1.245571286903262,.550115007811898,N
,1.527761728122858,.5793719861259965,Y
,1.817205040599699,.4444310079182576,N
,1.863331075232058,.4505536913498832,N
,1.164620898145788,.8281427913927112,N
,1.989942910489869,.4507569911633535,N
,.9796140683492002,.176572901545818,N
,.9784455193305095,.428327015712194,Y
,2.382053705531627,.5060002442799059,N
,.8579030539730234,.3695326269066323,N
,1.114237649731719,.8022023827771555,Y
,.9216065187344266,.5664599789054126,N
,1.086825190892204,.7248041880790229,Y
,1.013939574176631,.3224744218421648,N
,1.513653031892859,.6267455298384558,Y
,.9920896452200714,.5289255054054315,N
,2.002895221434489,.5288264992411942,Y
,1.623655897540258,.5362711358308956,Y
,2.388679176243584,.4842292208592269,N
,2.576135659357665,.5087780192755595,N
,1.999306891753638,.4693182991934057,N
,1.197908639635993,.8501577211060842,Y
,1.834865446065416,.3485162945084531,N
,1.666975567589481,.3444965877455303,N
,2.06446695037071,.4583628993477368,N
,1.233525771238035,.1545230543538511,N
,2.627835299285465,.5658481711199302,N
,1.674076734688011,.2934132274821346,N
,1.659887440395719,.3436331758785917,N
,1.951162900786562,.3873035155103721,N
,2.602098043524374,.5072123002406297,N
,1.966148473628489,.6060251481418825,Y
,1.949233319522986,.351349962502633,N
,2.125318492928313,.7294269099478574,Y
,1.6616171438311,.3520551987518964,N
,1.966819560854401,.5762321293504764,N
,1.746133493491932,.8835771771943383,N
,2.181054460584428,.4170314517392465,N
,1.085383631769819,.1869875565665796,Y
,2.13558416192836,.5241628298810691,Y
,1.649379041519123,.3287860626850813,N
,2.180030027649978,.655520494817092,N
,1.971847549329946,.5534042096054157,Y
,1.422688119654073,.2894663215378236,Y
,1.917305075411306,.5336499960405433,N
,2.509206470891934,.7489106677840017,N
,1.507797129274615,.5889007029481886,Y
,.9683031431071335,.6554928230972387,Y
,1.639831173780059,.5214268644907856,N
,2.133545830466863,.4113800888919019,N
,2.641081970193248,.5552661502440246,N
,2.013574429153846,.4414331567259928,N
,1.443696260824159,.3982211060300605,Y
,1.454543356450526,.4855395790918721,Y
,.9081218899358018,.2716634456817379,N
,1.390938974476586,.5619946778802051,N
,2.687663024404436,.5238347042673206,N
,.8655382100751831,.2083918866454957,Y
,2.511350140802313,.7216282927924937,Y
,2.811358411467872,.7066717248589823,N
,1.128742963808666,.366047796117659,Y
,2.250401155580742,.5534184464173525,N
,1.44772251835401,.6399542389971506,Y
,1.346941496080087,.5732027731833956,Y
,.8782342594063951,.7390679923192526,N
,1.191035198555351,.4973223147356445,Y
,1.450862994902254,.4150470011839299,N
,1.878368940476764,.6536355258200254,Y
,1.363000270041909,.2314608260666097,N
,1.161876141570468,.5231693039980126,Y
,1.679469459949484,.6404716467165484,N
,2.291937506721518,.4915887126118199,N
,.929796727943251,.4558260344497372,N
,1.481434937762435,.6808561700200911,N
,1.938767006852566,.4561266729710668,N
,1.383478232253579,.1870833498483898,N
,1.396437270012606,.3932155138385745,N
,1.162096175115186,.2366195966725974,Y
,1.340562382213254,.795719240250101,Y
,1.301106444771275,.6189810492300155,N
,.91136938162617,.7806315249848718,Y
,2.089209786780559,.435241468594594,N
,2.521930298864054,.6763742215533489,Y
,1.298959796584181,.5307190947234034,N
,2.117339664152622,.5908932688181777,N
,1.781738331708949,.6142680862508059,N
,1.556977092908472,.4024765024049968,N
,2.554035748821045,.5228463285503641,N
,2.5021660534327,.6452551149442479,Y
,1.237482644833671,.4496935966637185,N
,1.798985648072457,.6390761399509602,N
,.8915108662071598,.2137884258133989,N
,1.413644931053301,.5810241788062303,N
,1.986831660242049,.478425270268627,N
,2.100524589830235,.7419886761234524,N
,1.711809572796411,.46742186008763,Y
,2.74199654730517,.5715172396828334,N
,1.836467845520161,.3421924314655543,N
,1.773130731314048,.8089012404919453,N
,2.533390751957548,.758636122439583,N
,1.703622899631744,.4515245457468027,Y
,1.818206867687475,.3465511108847048,N
,1.325727365625236,.3602442268911125,Y
,1.541625279503195,.5898206339239733,N
,1.89001605156411,.462716405626121,N
,1.210007431862252,.5322514739346248,N
,1.833682294499249,.2964497241722442,N
,1.850921618774534,.7186980964367128,N
,2.308257099376462,.5484895126010758,N
,1.511077304462048,.4649572724307793,N
,1.871754306403967,.4861200477549328,Y
,1.083147776272609,.4907126904880042,Y
,1.704375733481646,.6894461493942386,Y
,1.804105034344889,.5915530688449063,N
,1.209004126851001,.4722582096901399,N
,1.719450117506366,.5617600933079512,Y
,1.476493619905,.4087068336028227,Y
,1.850298459847458,.6919059597762401,N
,2.590305409802171,.8328406733956688,N
,1.184224766557556,.580329428118211,N
,2.291949222040475,.4576550503778651,N
,1.105329940593701,.4022880904964119,Y
,1.557137540278622,.4917016441727728,N
,1.058535387775897,.4505794255233145,N
,2.309043433077525,.6475940885589431,N
,1.0964768484709,.4548427666399396,N
,1.61871143020799,.4908955085260799,N
,1.483680698315164,.3163863758989721,N
,1.505613634473548,.6802258618028875,N
Vinciguerra,1.704901237114087,.3227190294946961,N
,1.516667109552978,.6636211270365767,N
,1.261433372115914,.3483958622040053,N
,1.274828704292689,.8722740529786842,N
,2.034220924564088,.4088361721878764,N
,2.118118084612379,.7389563928337216,N
,1.569007463940981,.4828519956653337,Y
,2.107307088231253,.4664417200621496,N
,1.477579474614154,.2414673591747208,N
,2.330810035917417,.4425525424818298,N
,1.526881154859918,.2140732600984181,N
,2.37598497097125,.574827313458674,N
,1.411177035510621,.2527685925789284,N
,2.341596177773048,.7965534500011745,N
,1.809537440213986,.2826120268957866,N
,2.347273100677277,.4846353266680943,N
,2.431965679842783,.6185216297726698,Y
,2.104072209815828,.4443692448181482,N
,1.654429624487384,.2890255469996332,N
,1.630277583895009,.2301411763402767,N
,2.212734938123805,.4350981585468843,N
,1.67428261894052,.3514890411591737,N
,2.111045838573336,.46283608993422,N
,1.703170823134627,.3242073695127231,N
,1.850630397300043,.5956785744747309,N
,1.80362624766166,.6887576281754475,N
,1.696363707561104,.7164523653116047,N
,2.156007709016789,.4651479372592555,N
,2.265974331299151,.5924201860445717,Y
,2.52135399936602,.5254931458488546,N
,1.654424437628185,.4192171684027534,N
,1.886457409177773,.4072735493639188,N
Cacus,1.122998435353593,.2139463607483096,Y
,2.285949875590351,.4791481426343189,N
,2.148390104404115,.4051472437572416,N
,2.315492930190913,.5136695510682945,N
,1.678040949630623,.4628313937046606,Y
,.8907722773198744,.6645800718052025,N
Konnohmaru,2.827745441553488,.5987585585292704,N
,.9930940083308725,.2840607211278457,N
,1.586988761327065,.2766403555380078,N
,1.80137664144636,.6610791554611972,Y
,2.371301116712814,.5522903686190883,N
,1.214311584550045,.6665244319100346,N
,.896729586148198,.358241389190492,N
,1.246311655370777,.1872022339178545,Y
,1.915884531118258,.557719430673813,Y
,.9324530883651769,.344872147789926,N
,1.088092092844729,.5709926514486314,Y
,.875546718931985,.3179927975530059,N
,1.874361797264864,.3959947442942765,N
,1.296874716574754,.351581373393126,N
,2.115158972994279,.4432071492453597,N
,1.205784207060604,.1948407005556227,Y
,2.802156658538955,.5872889674442371,N
Ryugu,1.189546969199196,.1902107094378715,Y
,1.409370910134111,.2806265880877237,N
,2.075073470209966,.5344657804206914,Y
,2.710692760714716,.6102773340431616,N
,1.598195758485242,.7732054278664535,N
,1.826088414814125,.3749993415778921,N
