name,a,e,pha
,1.269571676462443,.275324841763533,N
,1.15609743175484,.5587024888550269,N
,2.812758964246193,.5994842788257057,N
,.8164815564588644,.6420238305554045,N
,1.886791021291067,.3907480656530006,N
,1.249288874082062,.04604336910660603,N
,1.684207929265772,.4167649828221238,N
,1.641507016023781,.2688401759171805,N
,1.650700534485135,.2676457220223753,N
,1.725505177666386,.4544423097684783,N
,2.257749230913371,.4285411775828439,N
,1.983250455102023,.5907739551994059,Y
,1.341331725751985,.09906398610601512,N
,1.280812023912818,.4634682877194413,N
,1.682770182282886,.393059874653941,N
,2.733217133484526,.528197816351511,N
,.8259057417759256,.5513643538136265,N
,1.128971598399171,.3136597652869229,N
,1.219968448610216,.1213612766296032,N
,1.691654889914319,.2336977213614246,N
,1.962362684495321,.5820283418646577,Y
,1.988698336652084,.4747717540191488,N
,2.212190255581839,.5452613746128721,N
,2.220294682218257,.4889996707931956,N
,2.949872916132997,.5667517271300534,N
,.7987519959224896,.4871861723608182,N
,2.265344997346387,.479913529532609,N
,1.738026873211204,.2839135119087101,N
,1.426334242558799,.2154097133593123,N
,1.451479252663024,.3708891442465872,N
,1.459828713600359,.7515312066746733,N
,1.449928552934607,.2610709716019168,N
,1.145646980927077,.3815797013200353,N
,.9060854220552905,.2311804823949411,N
,1.329165443562942,.1424627298147852,N
,1.870465142276916,.3216238340956962,N
,.9583238270039445,.0835609622762791,Y
,1.537269748981816,.5955717648331591,Y
,1.614805918724997,.2752206352441471,N
,2.527771318730277,.8065337197424374,N
,2.003538271952708,.663912468413856,N
,.8300308403000818,.4746732064638989,N
,1.985591885966238,.7468063919812005,Y
,2.212703032707199,.4238520505767203,N
,2.464968590523745,.4849137486794204,N
,1.315211039547617,.1005135729161264,N
,1.56215407685312,.3453929862551023,N
,.7668680582308525,.4213057537258178,N
,.832481276241153,.3348190742334712,N
,1.317462746354967,.3316039920272051,N
,2.821819986968737,.552845325763118,N
,1.122272392028912,.5541543660148706,N
,1.248088676910062,.1652117880129738,N
,1.934789210876211,.3352199641570247,N
,.8723614482458436,.5701248903265611,Y
,1.189550348107199,.2780669320495801,Y
,2.224384690769206,.5365217776741406,Y
,2.274549788611083,.8550852310652662,N
,1.449405681845226,.1516206594095911,N
,1.28469638380103,.2086723856819629,N
,2.199639549606476,.5461943494818833,N
,1.323117078717665,.4258696907130526,Y
,1.341527176935447,.7206876057558929,N
,1.734371724021514,.4936321166099988,N
,1.166876960827243,.5812818634739643,Y
,2.171571961329606,.6972215901699123,N
,1.932887289363243,.7767432044595148,N
,1.160984037493195,.1186584549831135,N
,2.65735534775737,.5609869816923455,N
,1.116920371688869,.2025418062184768,Y
,1.426455967456288,.163697233325054,N
,1.347045640324809,.1946522711597878,N
,1.070662789217811,.2562398038224772,Y
,2.173561321503891,.4031334915816745,N
,1.394571474963985,.1712077152772089,N
,1.820699065522429,.4760157982888515,N
,1.182957517941896,.4132227634906286,N
,1.381158919987545,.5031980485941451,N
,1.929179746595069,.6174559492370784,N
,2.515907343113613,.8907847987087945,N
,1.73365324117328,.2566531232627972,N
,1.204271559295339,.3435167894802365,N
,2.008720807513404,.3540604418957807,N
,2.09012255083465,.6561068707589224,Y
,2.622615199131853,.5173140159142877,N
,1.956174791000319,.3685376902988901,N
,2.765353616818376,.5592601400161479,N
,1.24959239249635,.3938280456735093,N
,2.347155830984072,.5420422446537257,N
,1.486126095454179,.339449176036522,N
,1.696676681677178,.3944945359041168,N
,1.145380466094839,.2381655042066046,Y
,1.819329834669093,.3229316218031102,N
,1.601981405143922,.2398073531946414,N
,2.62334908798231,.5889339297863111,N
,1.470381198965349,.5984526854764501,N
,1.749381845844601,.345387183239722,N
,1.242254931253178,.2718735350663657,N
,3.34132957519926,.6303848527587739,N
,1.481709439876586,.245989274882871,N
,2.113742828678399,.3968456602970767,N
,2.010236576926812,.7852933122129754,N
,2.103851014682305,.5325679400268855,Y
,2.795068911634683,.6980394513073344,N
,1.284790153892333,.329570920394507,Y
,1.653445861578081,.4010806134674724,Y
,1.382687634890515,.6147372505420694,Y
,1.436966953359974,.2496238726152485,N
,2.881265735604443,.565218084673153,N
,1.712089033472556,.3534810150990733,N
,1.502228429422975,.4025243138551118,Y
,1.355470214121163,.2783898915436306,Y
,1.203377651626926,.3368271418012951,N
,1.604590494939271,.4650903152837622,N
,1.083452116723713,.5382970039603844,Y
,1.122600114524382,.4412926425213831,N
,1.874883300989051,.5976014670235067,Y
,1.839238966586542,.510623138045025,Y
,1.544787891903229,.4653950353445253,Y
,1.571282592198656,.7242376664780854,N
,2.14567875410068,.6981829665207401,Y
,1.34763216232975,.2323545585944264,N
,1.539662066976305,.47860348256783,Y
,2.364929386671401,.569701663559364,N
,2.392413528422127,.6356462224306753,N
,.9347884109366351,.2498277936717178,N
,2.62731593910896,.5842688227276854,N
,1.448258013240882,.1910234473679539,N
,2.059972667629172,.6016641719938256,N
,1.600318371715869,.3151097400629884,N
,1.311342445025921,.3353105098342584,N
,2.155789090669388,.4079612842448722,N
,1.814984955790778,.503787640127614,N
,1.373202601867491,.356838231279042,Y
,2.907901118534087,.741387332806937,N
,2.438417352275485,.7864621688210149,N
,1.355855757549161,.4291338723422923,Y
,.8193886265856397,.5300324955974687,Y
,1.076366613407113,.09006205456094665,Y
,1.648725574001222,.348655500535405,N
,1.893599601500275,.5493682344667254,N
,2.66618370470286,.5448339968851085,N
,1.787130955162841,.4276818113330817,Y
,1.214359939989673,.5031340780470388,Y
,2.035936555114036,.4563154155342692,N
,1.352718592719095,.4037055722387389,N
,1.950766462771114,.7493356432734374,N
,1.23721802302249,.2198926056214081,Y
,1.169147938580941,.1959683646593051,Y
,.7812881602352444,.3367961168727788,Y
,1.588086047491401,.7237692481031657,Y
,1.467016375713309,.5755785387729879,N
,1.823981304522551,.3994993427622254,N
,1.681290783572996,.7786209073734597,Y
,1.902964464345662,.5530462307363854,Y
,1.963779637477268,.4822702919381958,N
,1.974967339027879,.5256075616346689,Y
,.6764894622914641,.7549513928333754,Y
,1.619373492963603,.2261679360639692,N
,1.960317510782011,.8514225090252032,N
,1.047816947708627,.6019756635663875,Y
,1.029813350173683,.07395480320935152,Y
,2.671872948442885,.8651951198142105,N
,.9898896575345304,.1710226037080008,Y
,.9683115083981076,.5405796414978574,N
,1.423823922617206,.2822843534066757,N
,2.908712915291237,.5757372829741102,N
,1.612152268258634,.3429300869033298,N
,1.087109228544623,.4615849302730829,Y
,1.814969586371138,.4505162839348404,Y
,2.614739590146253,.5928351067761461,N
,1.024663127019602,.139806597462908,Y
,1.427807942242936,.3638225525032278,N
,1.595476918654744,.2330484569106179,N
,1.663558172116442,.27724464833416,N
,1.636627849580522,.6887211137517087,N
,1.430684815244558,.3903372395899217,Y
Duende,.9103360046483759,.08943296727181722,N
,.9507317684932558,.3180860289722642,N
,2.491554481797773,.6122752506836567,Y
,1.245069351949664,.6002993092315879,Y
,1.534861650002059,.2985370670959921,N
,1.611190187863834,.2538546905811943,N
,1.477391710866649,.2247871544387129,N
,1.554522923325665,.6148116575699659,Y
,2.005461598954673,.5695585784505108,Y
,2.080999278326626,.8994555341653948,N
,1.045302967888469,.7426140925639603,N
,1.373151441933284,.6464696036996156,N
,2.074662565902609,.3788832137853664,N
,1.043556542452915,.2878054258048489,N
,.7314561859349388,.6986370060959773,N
,1.682612816985988,.3190416377543593,N
,1.815138097710677,.6938184277836376,N
,1.979538222862391,.4916574644691715,N
,2.667732227713445,.5626912673423999,N
,2.690642354503058,.5578063523675472,N
,2.482704714353663,.7846545603047751,N
,1.293127925980708,.2693343937269796,Y
,1.651532914367833,.2477656603431202,N
,1.652894299344974,.4974050033818954,Y
,2.147033555125216,.4875229989207563,N
,2.015779693897554,.5473000683924759,N
,1.421098440799675,.2809031525979764,N
,1.446970795137198,.3305282412801812,N
,2.692736933992659,.6347850284797227,Y
,1.266437629979284,.9267415454887817,Y
,2.40189186092605,.5042723630814124,N
,1.467279745289531,.640651690997765,N
,1.620531062047404,.3065175288258641,N
,2.387051868308619,.6053763482820294,Y
,1.099614509980387,.4458218399356069,Y
,1.298538395887516,.4164665801855492,Y
,1.286219479731957,.2796385185225545,Y
,1.404538275194205,.1256718680407387,N
,1.225321585952823,.3142108993996735,N
,2.157561898800036,.7775980752847963,N
,2.42199785986226,.4684248711071075,N
,2.155699482416008,.4222424514277793,N
,2.786033246119895,.6046415361693004,N
,1.040925641321257,.4960190524721255,N
,.9065191177365056,.392885226391487,N
,1.801194704389245,.3595309488417394,N
,1.210049647084804,.1217501911074192,N
,1.603556342545717,.2109033404466,N
,1.958705253171488,.5548382148219573,Y
,1.930639958414758,.6213305164094706,Y
,2.221587154089478,.4225587628764372,N
,1.262674572643594,.72307346339319,N
,.9167287365168121,.3002382835374798,Y
,1.726117625106264,.4393851537182159,Y
,1.574087719193331,.1967621279063706,N
,2.138347018027924,.4255601213390836,N
,1.821883129333143,.6171620185753132,N
,1.460651377209219,.3174291609590148,N
,2.152499419133856,.4366484059366409,N
,2.690780984385794,.5740706765951583,N
,2.222276943218007,.4671601846451124,N
,2.319079985201129,.4902096163413595,N
,2.335031058860687,.4461519212258568,N
,2.243343904296086,.7983747291264321,N
,1.157854847751348,.3991538836354875,N
,1.448165583822202,.2180816295926609,N
,.9313527170265076,.2664852729184929,Y
,.9230075140580264,.5123630591624199,N
,1.454709465339555,.4199811571823391,N
,1.72696516599575,.3952006966283631,Y
,1.471880398813848,.3206285413275712,N
,1.83219540769782,.3889934209829711,N
,1.851053089514686,.4555708919655094,N
,1.542618625968755,.6459018093548762,Y
,1.347400084693852,.4957551557835983,N
,2.106183662705858,.7638068957547836,Y
,1.309888953466653,.7815563586986906,Y
,1.874853574836492,.3101214677039874,N
,1.536547612171155,.233036080842818,N
,2.342079532774291,.482938143591307,N
,1.5006951367003,.326835814076548,Y
,1.379971333128732,.3172054429192168,Y
,1.405560471017989,.3934584212962744,Y
,1.298790939150106,.1807948110873068,N
,1.773604173916988,.3050097512726944,N
,1.105251928957409,.07582675377292244,Y
,1.052928337903464,.1836918179993631,Y
,3.22057429575992,.6398059594408131,N
,2.314192824767408,.6051979237673065,Y
,2.461235536012869,.8842337779513354,N
,1.699332670603551,.3287994553070865,N
,1.589108237338815,.4592856756114978,N
,2.668378261132116,.5550258629170233,N
,1.706570975593413,.5729929759870781,Y
,1.126200743928724,.4792852820186303,N
,2.083635296546471,.5289289883617528,N
,2.168357279683024,.4706155779486039,N
,1.322196167525113,.1922938160257231,N
,1.222292618983261,.9090668520503147,Y
,1.444926951576572,.5549659182818228,N
,2.647051939698846,.5826097423725485,N
,1.692183811278758,.4625665153294302,Y
,1.541856377631868,.8732910007304242,Y
,1.933503061072342,.4373852057281375,N
,1.297373429794727,.4333571294655304,Y
,1.145138042554132,.4771069576187846,N
,.8925989130791071,.2184038587449545,N
,1.963370931242649,.5137953049864201,Y
,2.394700041714997,.7416772477272211,N
,.8856084675219057,.2499190856475785,N
,2.10050225961627,.6000307029663601,N
,2.567069006192756,.5126430837711951,N
,1.36593072896249,.7762498807178088,Y
,.8637514187512801,.3366822930359619,N
,1.750380936845742,.3002614162820353,N
,2.348103598556319,.4615029241405897,N
,1.307056662506771,.7245018094527232,N
,2.086954652023617,.507997498732994,N
,1.592777450053289,.3911022250827554,Y
,1.545339481063305,.4921578106228389,Y
,1.185929273163074,.3527143479036029,N
,2.115209742363648,.4613407893649604,N
,.849744276584333,.3805440055837581,Y
,1.308263269011219,.2245680296369045,Y
,2.115603800904017,.4337892569560645,N
,2.580198831361368,.8830490492474521,N
,1.897135350449697,.4501046203482193,Y
,2.204260367884583,.4765090155133852,N
,2.354306852463619,.5032637880576439,N
,1.753401066100005,.2730798882581153,N
,2.112329044541799,.6842591523211493,N
,1.974195198312169,.4234201799269419,N
,1.335920093315602,.6603256925446119,N
,1.508151459085465,.4724116864127835,N
,2.176700935706998,.4835561218067126,N
,1.066704154106165,.3155003561351095,N
,1.726649611966956,.546446792007902,N
,2.598707423616765,.9689230771750985,N
,2.546371621434864,.5120565038625786,N
,.8372856600078411,.8859056358562334,N
,1.131368341181858,.3358401230510685,N
,1.49901613811251,.4389772186033482,N
,1.56816173912488,.4892949730349432,Y
,1.290430425880861,.3472935198607041,N
,.8746252285350236,.4992962552081984,N
,1.334503432672384,.5789328946744579,N
,1.067769423429216,.6084003538504841,N
,1.854356042925785,.6637462516815463,N
,2.525172080916754,.886965051180952,N
,1.720079295880766,.3752153303946561,N
,1.76300570529216,.2707446591120882,N
,2.170454807734891,.832980234428048,N
,1.396498225020297,.4485570599251307,N
,.8642807269680771,.2737143792519989,Y
,2.209214671689498,.4284105786729846,N
,1.102427662202395,.2381431184145619,N
,1.146312636909073,.6145234931329151,N
,2.650176281580335,.7809104178044473,N
,2.067797492740342,.4016576099155258,N
,2.509218373522438,.9560696257538117,Y
,1.25177895011086,.1657385191717095,N
,2.044237613039434,.5173395856290348,Y
,1.452417323938727,.477982647868448,Y
,2.822647235139791,.855876642470074,N
,.9145608049380719,.3424498190608782,N
,1.894090410927704,.4752416803456682,N
,.8254831541802805,.2866563417088911,Y
,1.967542752839458,.8771347004163248,N
,1.276163596891584,.1307416657712607,N
,1.686144472225523,.3171517397619463,N
,.938225890400511,.6800224961807445,Y
,2.502982677849285,.6880916916734812,N
,1.328546729687322,.08054249332896039,N
,1.372979719066956,.7313387482933792,Y
,2.245301287099622,.4381088732103153,N
,2.713673931755134,.537818429386543,N
,1.480673747124686,.4479117019085073,Y
,1.91730927467039,.5460751969211524,Y
,1.240874832431036,.7172287827695658,N
,1.616731985025641,.5222002042355159,N
,1.583707405844578,.4761932735655028,N
,2.053565644131244,.5118905154531165,N
,2.201925057210683,.4901129538281463,N
,2.251431078077534,.5355549699187514,N
,2.045583747962176,.7920764867068585,N
,1.340733590076142,.3774727902378631,Y
,1.885258145802915,.3284706303449624,N
,1.429603903424722,.7223447116569385,N
,.9046308525280107,.6005158354841141,N
,2.906195598400098,.5837330651531827,N
,2.206052988937525,.5212976370073072,N
,1.83661563648274,.4260309266194937,N
,1.836943083382205,.3009316511146827,N
,1.924486174991748,.5732257660596434,Y
,1.897971327781469,.3698052487376545,N
,2.499666960634392,.6295817225734555,N
,2.28830911228604,.4701039835263515,N
,2.077793809671111,.3774643308436248,N
,1.31538319741673,.4426793595544884,Y
,1.331042734089433,.2336024819806393,N
,2.954602873218744,.5834086316654165,N
,1.162746974024544,.4929250923994434,Y
,2.909207524119009,.7198290024182216,Y
,1.882065150026473,.3419688716377307,N
,1.598635524115403,.502913028740141,Y
,1.625902404238706,.3417497509445651,N
,2.004646355639684,.4149906346212395,N
,2.025560812337557,.4829579107229998,N
,2.162250838464166,.4221566219882669,N
,1.362212334416256,.2339665169735206,N
,1.257080680777082,.7730828005560515,N
,1.442887733349895,.2904125155366142,Y
,1.219164137888363,.09066942980571907,N
,1.64679546349306,.329864432776908,N
,2.294632349753142,.4572836661413923,N
,2.652272492744254,.5766416535205301,N
,2.188804879379822,.5030777007413664,N
,2.67107104509915,.5556826246762634,N
,3.240657837119729,.6583679276411278,N
,1.641497902608391,.3017691645676019,N
,.7765464681613496,.381870979008633,Y
,2.892162055750226,.5954227306867729,N
,.6814637358883883,.3723556884079943,N
,.9362801217224512,.56982301944833,Y
,1.888756065447936,.3669352627666916,N
,1.119502860732068,.5219545656086523,Y
,.9230139987809345,.199252807444051,Y
,3.211593607479437,.7572730368060293,Y
,1.800345573428514,.4896728427559212,N
,2.836753467424505,.5562725308090368,N
,3.17166756306421,.633604052900118,N
,2.621205188524797,.5233557499863554,N
,1.194541373541823,.6720687460671233,N
,1.513445595429124,.5153579344826072,N
,1.605171961797781,.2775156287564492,N
,1.607716040553081,.3272019633289312,N
,1.321046835633557,.3349765277446464,Y
,1.30965036732392,.3861606306757744,N
,2.122594428206419,.6532284536133014,Y
,2.347048143789389,.4751045157603264,N
,2.551378645213529,.5620698358621607,N
,1.151972910784883,.1100254288252071,N
,.7412859531132431,.3673686699118194,Y
,2.16180631655224,.4113502027296464,N
,1.746486131162138,.4563966691532909,Y
,2.257436376688193,.4297301984917391,N
,2.772256420766247,.5365346846126491,N
,.8716482208776634,.3872432763710015,N
,2.670444846489927,.5426181688227093,N
,1.122108311405659,.4361386745249043,N
,.875057425743802,.5463885172939865,N
,1.886501032825697,.4093944579422449,N
,2.670031913950389,.6161241290894144,N
,1.111482631982556,.3063080211497822,N
,1.202030792610846,.08252183653989068,N
,1.076910341703066,.1599553638525976,Y
,1.427587112712487,.1435198388451444,N
,1.790885682198843,.3779565394078174,N
,1.811778762912321,.3494076172916213,N
,1.053292649708391,.2563244716453628,N
,3.120448285116752,.6579170957543218,N
,2.188368992808477,.516709382084211,N
,1.864928569349374,.7348031561803877,Y
,2.875970039971817,.5549764054149187,N
,1.825439702153311,.3767972560971578,N
,3.058913119810104,.7012502678967285,N
,1.193717502609609,.497700500594916,Y
,2.702307998740674,.5755795964204207,N
,1.694808370006307,.3182760343546415,N
,1.707855312250192,.3682969532444704,N
,1.303801116757536,.06416158403716121,N
,.7842561571439133,.4141050451456204,N
,1.727118921358338,.4874232720389183,Y
,.7110710697207642,.5503796007554076,Y
,2.710505284241768,.5985709786181121,N
,1.199070821330646,.1274360595598225,Y
,1.602791906484262,.6783772414836938,N
,1.600960419255548,.3934490068226953,Y
,2.46214020455516,.5934258599751565,Y
,.9189947404786862,.4034555159743334,N
,1.250159981350445,.2657593463093518,Y
,1.876070436625687,.7000278781756568,Y
,2.44489008044976,.8873447296366204,N
,1.262122748091018,.1977501873239218,Y
,1.485486079049261,.4407056229101871,Y
,1.460719674697376,.3373446731836546,Y
,.851864770792492,.3795269376709912,N
,1.730517541402198,.4514219056514803,N
,.615921430159532,.3049800430966406,N
,2.091592444917939,.6245421623599628,Y
,.9060091517870229,.3258055348185887,N
,1.598025324693183,.2913937124247596,N
,1.005136470640142,.1069769874638672,Y
,1.310649441568098,.4291182100454179,N
,1.559344152542234,.3532971708409398,N
,2.892958109495235,.6399458637668062,N
,1.484703839324745,.1429195600527471,N
,1.873560034709185,.3217436024282316,N
,1.225002104537789,.2001830404457558,Y
,1.00237484875518,.07535140022100768,Y
,2.569548528255107,.5181449822324322,N
,2.545121507513827,.6716795618813418,Y
,2.409363427240967,.6385267929356389,N
,1.609162722435716,.4121859178767451,N
,2.167045613607184,.4838878127509775,N
,1.283743275840597,.2349666749980601,Y
,1.586977080545369,.4226365524562498,N
,2.131741473692161,.5327875994839055,N
,2.139183160151948,.4616042816232001,N
,1.553545495747633,.442764014462749,N
,.9906097188317622,.1133404247865644,N
,2.84156763814467,.6039027421598336,N
,1.149415868310442,.145104624243498,N
,1.442606976645482,.1733000594857778,N
,.8532980990946168,.2863877851334736,Y
,1.998160205632596,.5930875657051835,Y
,2.602718741029861,.6133268242099155,Y
,1.656701577070277,.2393995230736249,N
,1.318095758117411,.4741416556255043,N
,2.411874991713876,.8376498501010597,N
,1.820172272703186,.4157543815605517,N
,1.850138674967533,.4492910651136423,Y
,1.471755755718939,.4046888074335858,Y
,1.71386313446449,.2962241802954682,N
,2.463196785594549,.5006073333819737,N
,1.103825277335914,.2799592925906324,N
,1.255759827683968,.2427327384834783,Y
,2.411322280948456,.4738578930905786,N
,.8124576686225431,.4870582895813968,N
,1.323658117819242,.1291906873833783,N
,2.205814132010478,.4414810455622875,N
,1.563451271457381,.2879177941876157,N
,1.850085983649668,.3702587639888142,N
,1.558926672550376,.2237472941973119,N
,.9114389904498081,.8702634685144245,Y
,1.025385474955667,.6486142596402931,N
,1.352563686878189,.1273371840442546,N
,2.187497199730237,.4656934703366878,N
,2.15755864069956,.4029248894497061,N
,1.675466474041996,.3788212017044298,N
,.9441056624952013,.4002827341571791,N
,.8838760198026613,.4210721714192745,N
,2.779191090693088,.6167098704277441,N
,1.941622948760783,.4918753453505511,Y
,2.679654189394921,.8677844438709549,N
,2.314291313247992,.5061657077778975,N
,1.601486305654406,.6480606886607556,N
,2.744461333774229,.5664667290464841,N
,1.120883831359247,.1701300495206145,Y
,2.353129711218872,.5331045438949739,N
,1.198169513896414,.17598111738644,N
,2.498853761091935,.7000543637949902,Y
,2.543996616038155,.4943643714899155,N
,1.044047757621311,.4155280553547417,N
,2.734211356623315,.5323225751183144,N
,2.958623358285156,.5916199587276569,N
,2.421868944496515,.5914022934558062,Y
,2.197783259839697,.8082479863456896,Y
,2.660934770832483,.561809777216229,N
,1.82738483181016,.3523784478826287,N
,1.948670545022744,.7554004070932753,Y
,2.693486187726439,.5847831099125259,N
,1.922402615982582,.3899458818977953,N
,2.296316414384127,.7566444511686538,N
,2.26347717864875,.9499774935480813,N
,1.800154427149203,.2909736302257854,N
,2.280446406709432,.4310506031127682,N
,1.600607411612355,.3222513679680494,N
,1.404902901236488,.8280131820423541,N
,1.530330731830022,.2102330995179472,N
,1.032253072284927,.1697596165930316,N
,1.040197390828711,.4370235228907702,N
,1.076764534728794,.2012239120306628,Y
,1.469190640974984,.2007826356295918,N
,2.918577686314523,.5976384616400388,N
,2.753329577109162,.5416446355368849,N
,1.364155103594208,.1782648982442069,N
,1.485064712487842,.1278088027982845,N
,1.896529450144836,.7668358881365985,Y
,2.202068037053317,.500571224717593,N
,1.645395871957142,.7629838768510663,Y
,1.062282201897127,.134561351378139,Y
,.6966156585389681,.4884281468959252,N
,.6352110509347895,.5311396533305017,Y
,1.377123177397162,.2855719146133404,N
,1.263417049999124,.2572476124226868,N
,1.151228072067029,.2514832712699031,N
,1.263858383408058,.3554733651411081,Y
,1.489938005725482,.3663337936770562,Y
,1.495065289537509,.4383030880884918,Y
,1.527453135914862,.3799430752963819,N
,2.719789365063228,.5856924668158588,N
,1.381245140822147,.6516292979139069,N
,1.341436109021368,.1401690133323492,N
,2.539492806936046,.4970849652455063,N
,2.60383779699661,.6299607194595707,Y
,2.221709763846603,.4471367180662233,N
,2.208804718944042,.4438137770899271,N
,1.253972511108719,.4180652142598558,N
,2.012219194528551,.5276982658470944,Y
,2.00376918069596,.3711781903902942,N
,.8884487096558208,.478210907927495,N
,2.101855704834647,.4356446457446898,N
,1.87022939047448,.6589924374553469,N
,2.144224074139483,.4738093245411826,N
,1.318616766335071,.2192542520024614,N
,1.401380471214438,.1439847992041055,N
,1.830799762810393,.8462382040925057,N
,2.953063004506775,.7046253888638109,Y
,2.359215075336057,.7058996116901214,N
,1.737530523939236,.3270052849510475,N
,2.626700825602624,.6104725886557425,Y
,1.620226524925236,.3763193973751719,Y
,2.236828905862918,.5918250052506947,N
,1.979943750945413,.6639638361755457,N
,2.018341437436362,.3978506150221829,N
,.9622749423176978,.4325299412003663,N
,1.232112236428295,.4863206772733922,Y
,2.010703457593896,.7632641854555956,N
,1.829101733821707,.4677621205987078,N
,.9634267312028706,.3126501977642334,Y
,.673892065568768,.6652394988614071,Y
,1.479013236915159,.3523702713304855,N
,2.762301103110644,.5470533318422396,N
,2.192446999363253,.6675419741619186,Y
,2.284826293452456,.4514303944086726,N
,2.543640299511848,.6938509832705962,N
,3.291384071300415,.7006478919705128,N
,1.44958442676539,.3660011515468243,N
,1.91372195953615,.8239459328751915,Y
,1.848389377062873,.6864325466087597,N
,2.214878757260946,.9074689497921313,N
,1.709162591641157,.2721341555618528,N
,2.098441968788406,.4513101132738484,N
,1.357754486283986,.2407874825337372,N
,1.50997733892038,.243964795631422,N
,1.209627035627245,.2932481455866464,Y
,1.38003855891971,.2213716741467752,N
,3.073102696739362,.6587182787361475,N
,1.854763599208882,.5418384435838569,Y
,1.154941276578327,.4747802280552376,Y
,1.252418599632928,.748207822451757,N
,2.1087827792026,.5438624510334726,N
,1.023099648244789,.5497937333782053,Y
,1.558457928729188,.3069527976088245,N
,1.23626764765785,.3693280267425172,Y
,2.086259636629085,.4581518937917082,N
,1.521758016258956,.2453653233787217,N
,1.525748797235999,.225195188705143,N
,2.178954487622333,.4545837876778845,N
,1.680808041485721,.4300988398950729,Y
,2.540392582353192,.8131053371657827,N
,2.562388495324955,.5463915801971539,N
,1.394820353698456,.1022929145711056,N
,1.997056627718626,.5608761293776894,Y
,1.595179853980626,.2382308725201509,N
,1.610975250813206,.2228425026042584,N
,3.036432161515247,.6076005920299584,N
,.9978903475817981,.3695301052277642,Y
,2.929337464652101,.6863507429921086,Y
,1.200192805589218,.06330880518468743,N
,2.5002121786903,.4981250386974829,N
,1.666522432168744,.4248626613786436,Y
,1.657901323913681,.3158054569280376,N
,1.996942986626287,.5442638722309144,N
,2.199994874341629,.515624621433561,N
,2.100129741027532,.3844195345051123,N
,1.034771699039423,.1921036338792103,Y
,1.045541267037658,.203370164212387,N
,1.259850608153318,.2478012272422296,Y
,1.160522382918935,.08093577919259097,N
,1.759078642779603,.4265951020977372,Y
,2.176304228497228,.4835152267515964,N
,1.43275614590425,.1357421771919898,N
,1.07056646653232,.1744044459290553,Y
,2.221178936160235,.4985192582242786,N
,1.069493465501588,.1945994769136809,Y
,1.491499603371062,.5386291622107799,Y
,1.788545163968579,.3554282895696954,N
,1.474855403659093,.2405089626098697,N
,2.195429358036737,.4313388123566168,N
,2.421701428211462,.8032269350354093,N
,2.098396284199065,.4101524514064175,N
,1.305701847342992,.2923259621111789,Y
,2.118163880608553,.7560020073122432,N
,1.562044479489246,.4410738039849334,N
,1.477811068389069,.3637017768083986,Y
,1.396433840658472,.2355336647865998,N
,2.238808133683891,.7048124504039487,Y
,1.733278037479155,.3703033022494241,N
,2.763847997872577,.6000285164240944,N
,1.052195522385369,.3813455599654057,N
,1.458673711672194,.3483549240972897,Y
,.8374932547809911,.436605529329194,N
,2.216623033475132,.4817392533681376,N
,1.2868199939263,.1235106769625401,N
,1.438467048983583,.2898526229523892,N
,2.068030557559363,.4476461756006042,N
,1.16076380154791,.1501968045405251,N
,1.492623493989946,.1427398230863274,N
,1.708661798271947,.5266008162715929,Y
,2.506242523026796,.502428540066767,N
,1.694177625364905,.5997134990718036,N
,2.585000133288565,.5401999431550916,N
,1.71508785662344,.4137671167673286,Y
,1.244120810634888,.6532623401799399,N
,1.54412841821612,.4120396568825702,Y
,1.541247658493798,.3047552371493566,N
,2.47764092070988,.5290521417825232,N
,2.841809316646831,.5460530147676036,N
,1.6620452277352,.2624931996093638,N
,1.318645235101968,.6319653442567706,N
,1.359154219374944,.3900456692312285,N
,1.998948618851942,.5413899360369492,Y
,1.745767808271661,.4660195490937745,N
,1.910817560061754,.7010679440957999,N
,2.432030686923529,.667687117608817,N
,1.445920614702997,.2441707274750448,N
,1.66577016192763,.2887080513675297,N
,.9110544412688267,.2173398334414536,N
,2.170996247998169,.4253915275201561,N
,1.800251405448131,.4536642203036939,N
,1.426676935624893,.4094379690660391,Y
,1.431962442424119,.3328575995935983,Y
,1.231360019116571,.2756882832750771,Y
,.9418448525735285,.3379234424167605,Y
,1.472513161410477,.281968780201307,N
,.9316324507874583,.1573375561103531,N
,1.958390120883937,.3563288016904931,N
,2.222172363196686,.5931346238584373,Y
,1.716439543832385,.4639175637919982,Y
,3.208726460708958,.6985948343755676,Y
,1.284908707865459,.2797886759860768,Y
,3.31086790881773,.6123171078346916,N
,1.84044637310586,.4949306078745911,Y
,1.187673636006194,.2307280800731413,Y
,2.394212903008593,.542405018485857,N
,1.697770623134639,.8271812251518664,Y
,1.867096585987766,.3179496705593145,N
,2.275788224970511,.5786370972122544,N
,2.140712010901692,.4680023082690246,N
,1.236107681890828,.1892589125049464,N
,1.759134308370081,.4934111674050946,Y
,1.109061889283399,.03056012016624073,N
,1.881291675567412,.343599971521988,N
,2.6323538805885,.512360746112183,N
,1.775963766872319,.4874205008959411,N
,3.216179431586682,.6558270934288669,N
,2.256546607733809,.8702433035778488,N
,1.149959351285539,.2727997711098041,Y
,2.553049582949694,.5077959166799257,N
,1.749997074901189,.3319732563825601,N
