1,0.8000,0.8000,3.689,4.640,-0.587,6.555,0.824,0.950,0.520,0.940,2.249,0.420,1.304,0.509,0.084,0.075,0.593,0.667,0.669,0.546
2,0.8100,0.8100,3.693,4.635,-0.560,6.465,0.779,0.928,0.509,0.922,2.199,0.413,1.272,0.499,0.082,0.073,0.581,0.654,0.655,0.535
3,0.8200,0.8200,3.697,4.629,-0.533,6.376,0.733,0.906,0.497,0.904,2.149,0.407,1.240,0.489,0.080,0.070,0.569,0.640,0.641,0.524
4,0.8300,0.8300,3.701,4.624,-0.506,6.292,0.689,0.886,0.488,0.890,2.107,0.402,1.212,0.481,0.079,0.068,0.560,0.628,0.629,0.515
5,0.8400,0.8400,3.705,4.618,-0.480,6.216,0.648,0.867,0.481,0.879,2.074,0.398,1.190,0.475,0.077,0.067,0.552,0.619,0.620,0.509
6,0.8500,0.8500,3.709,4.613,-0.454,6.141,0.606,0.848,0.473,0.868,2.040,0.395,1.167,0.468,0.076,0.065,0.544,0.609,0.610,0.502
7,0.8600,0.8600,3.713,4.607,-0.428,6.064,0.563,0.829,0.466,0.857,2.006,0.391,1.145,0.462,0.075,0.063,0.537,0.600,0.600,0.496
8,0.8700,0.8700,3.717,4.602,-0.402,5.988,0.520,0.809,0.458,0.845,1.972,0.387,1.122,0.456,0.073,0.062,0.529,0.590,0.590,0.489
9,0.8800,0.8800,3.721,4.596,-0.376,5.911,0.479,0.790,0.450,0.834,1.936,0.384,1.097,0.448,0.072,0.060,0.520,0.580,0.579,0.482
10,0.8900,0.8900,3.724,4.591,-0.351,5.841,0.453,0.778,0.445,0.825,1.906,0.381,1.076,0.440,0.071,0.058,0.511,0.569,0.569,0.474
11,0.9000,0.9000,3.728,4.585,-0.326,5.767,0.418,0.761,0.437,0.813,1.866,0.376,1.048,0.429,0.069,0.057,0.498,0.555,0.555,0.464
12,0.9100,0.9100,3.731,4.578,-0.301,5.697,0.391,0.748,0.431,0.804,1.835,0.373,1.026,0.421,0.068,0.055,0.489,0.544,0.544,0.456
13,0.9200,0.9200,3.735,4.571,-0.276,5.623,0.356,0.730,0.423,0.792,1.794,0.369,0.997,0.410,0.067,0.054,0.477,0.530,0.529,0.446
14,0.9300,0.9300,3.738,4.564,-0.251,5.551,0.329,0.717,0.418,0.783,1.763,0.366,0.975,0.401,0.066,0.052,0.467,0.519,0.519,0.438
15,0.9400,0.9400,3.741,4.557,-0.227,5.483,0.302,0.704,0.411,0.774,1.732,0.362,0.954,0.393,0.064,0.051,0.458,0.508,0.507,0.430
16,0.9500,0.9500,3.744,4.550,-0.203,5.416,0.279,0.692,0.404,0.762,1.702,0.357,0.935,0.385,0.062,0.049,0.448,0.497,0.496,0.422
17,0.9600,0.9600,3.747,4.542,-0.178,5.346,0.255,0.680,0.397,0.750,1.671,0.352,0.916,0.377,0.061,0.048,0.438,0.486,0.485,0.413
18,0.9700,0.9700,3.750,4.535,-0.154,5.279,0.231,0.667,0.390,0.738,1.640,0.347,0.897,0.369,0.059,0.047,0.428,0.474,0.473,0.405
19,0.9800,0.9800,3.753,4.527,-0.130,5.211,0.207,0.654,0.383,0.725,1.608,0.342,0.878,0.361,0.057,0.045,0.418,0.463,0.462,0.397
20,0.9900,0.9900,3.756,4.519,-0.106,5.143,0.182,0.642,0.376,0.713,1.577,0.337,0.859,0.353,0.055,0.044,0.408,0.451,0.450,0.388
21,1.0000,1.0000,3.759,4.511,-0.083,5.078,0.158,0.629,0.369,0.701,1.545,0.332,0.839,0.345,0.052,0.042,0.397,0.440,0.438,0.380
22,1.0100,1.0100,3.761,4.501,-0.060,5.017,0.147,0.621,0.364,0.693,1.529,0.329,0.831,0.341,0.052,0.041,0.393,0.434,0.432,0.376
23,1.0200,1.0200,3.763,4.491,-0.037,4.956,0.138,0.614,0.360,0.685,1.515,0.325,0.825,0.337,0.052,0.041,0.389,0.429,0.428,0.374
24,1.0300,1.0300,3.765,4.481,-0.014,4.896,0.129,0.607,0.356,0.677,1.501,0.322,0.818,0.333,0.052,0.040,0.385,0.425,0.423,0.371
25,1.0400,1.0400,3.767,4.472,0.008,4.838,0.121,0.601,0.352,0.670,1.487,0.318,0.812,0.329,0.052,0.039,0.381,0.420,0.418,0.368
26,1.0500,1.0500,3.769,4.462,0.031,4.777,0.112,0.593,0.347,0.662,1.473,0.315,0.806,0.325,0.052,0.039,0.377,0.415,0.413,0.366
27,1.0600,1.0600,3.772,4.452,0.053,4.718,0.099,0.583,0.341,0.650,1.452,0.309,0.796,0.319,0.051,0.038,0.371,0.408,0.406,0.362
28,1.0700,1.0700,3.773,4.442,0.075,4.661,0.095,0.579,0.339,0.646,1.444,0.307,0.793,0.317,0.051,0.037,0.369,0.406,0.404,0.360
29,1.0800,1.0800,3.775,4.432,0.096,4.605,0.087,0.572,0.334,0.638,1.430,0.304,0.787,0.313,0.051,0.037,0.364,0.401,0.399,0.358
30,1.0900,1.0900,3.777,4.422,0.118,4.546,0.078,0.565,0.330,0.630,1.416,0.300,0.781,0.309,0.051,0.036,0.360,0.396,0.394,0.355
31,1.1000,1.1000,3.779,4.412,0.139,4.490,0.071,0.558,0.326,0.622,1.399,0.297,0.772,0.305,0.051,0.035,0.356,0.391,0.389,0.351
32,1.1100,1.1100,3.781,4.402,0.161,4.431,0.067,0.551,0.322,0.615,1.379,0.293,0.759,0.300,0.050,0.034,0.350,0.384,0.382,0.347
33,1.1200,1.1200,3.783,4.392,0.182,4.375,0.062,0.545,0.318,0.607,1.359,0.290,0.746,0.295,0.049,0.033,0.345,0.378,0.376,0.342
34,1.1300,1.1300,3.785,4.382,0.203,4.318,0.058,0.539,0.314,0.600,1.339,0.286,0.734,0.290,0.049,0.032,0.339,0.371,0.370,0.337
35,1.1400,1.1400,3.787,4.372,0.224,4.262,0.054,0.532,0.310,0.592,1.318,0.283,0.721,0.285,0.048,0.031,0.333,0.365,0.363,0.332
36,1.1500,1.1500,3.788,4.362,0.244,4.209,0.052,0.529,0.308,0.589,1.308,0.281,0.715,0.283,0.048,0.031,0.330,0.361,0.360,0.330
37,1.1600,1.1600,3.790,4.352,0.265,4.153,0.047,0.522,0.304,0.581,1.288,0.277,0.702,0.278,0.047,0.030,0.325,0.355,0.353,0.325
38,1.1700,1.1700,3.792,4.342,0.285,4.098,0.043,0.515,0.300,0.573,1.267,0.273,0.689,0.273,0.046,0.029,0.319,0.348,0.347,0.320
