1,0.8000,0.8000,3.712,4.556,-0.411,6.024,0.571,0.834,0.466,0.859,2.014,0.392,1.150,0.463,0.075,0.064,0.538,0.602,0.603,0.496
2,0.8069,0.8069,3.716,4.546,-0.384,5.945,0.528,0.815,0.459,0.847,1.979,0.388,1.127,0.457,0.074,0.062,0.530,0.593,0.593,0.490
3,0.8139,0.8139,3.719,4.536,-0.358,5.871,0.495,0.800,0.453,0.839,1.954,0.386,1.110,0.452,0.073,0.061,0.524,0.585,0.585,0.485
4,0.8208,0.8208,3.722,4.525,-0.331,5.795,0.466,0.786,0.447,0.830,1.925,0.383,1.090,0.445,0.072,0.060,0.516,0.576,0.576,0.478
5,0.8278,0.8278,3.725,4.514,-0.304,5.720,0.440,0.774,0.442,0.821,1.895,0.380,1.069,0.437,0.071,0.058,0.507,0.566,0.565,0.470
6,0.8347,0.8347,3.728,4.502,-0.277,5.644,0.414,0.761,0.436,0.812,1.865,0.376,1.047,0.428,0.070,0.057,0.498,0.555,0.555,0.463
7,0.8417,0.8417,3.731,4.488,-0.248,5.564,0.387,0.748,0.430,0.803,1.834,0.373,1.026,0.420,0.069,0.056,0.489,0.544,0.544,0.455
8,0.8486,0.8486,3.733,4.475,-0.220,5.488,0.369,0.739,0.426,0.797,1.814,0.371,1.011,0.414,0.068,0.055,0.482,0.537,0.537,0.450
9,0.8556,0.8556,3.736,4.461,-0.192,5.409,0.343,0.726,0.421,0.788,1.783,0.368,0.989,0.406,0.067,0.054,0.473,0.526,0.526,0.442
10,0.8625,0.8625,3.738,4.445,-0.163,5.331,0.324,0.717,0.417,0.782,1.762,0.366,0.974,0.400,0.066,0.053,0.466,0.519,0.518,0.437
11,0.8694,0.8694,3.740,4.429,-0.135,5.255,0.306,0.708,0.413,0.776,1.741,0.364,0.960,0.395,0.065,0.052,0.460,0.512,0.511,0.431
12,0.8764,0.8764,3.743,4.412,-0.105,5.172,0.283,0.696,0.406,0.765,1.710,0.359,0.940,0.386,0.064,0.051,0.450,0.501,0.500,0.423
13,0.8833,0.8833,3.745,4.394,-0.075,5.093,0.267,0.687,0.401,0.757,1.690,0.356,0.928,0.381,0.062,0.050,0.443,0.493,0.492,0.418
14,0.8891,0.8891,3.746,4.377,-0.050,5.028,0.259,0.683,0.399,0.753,1.679,0.354,0.921,0.378,0.062,0.049,0.440,0.489,0.488,0.415
15,0.8949,0.8949,3.748,4.361,-0.025,4.960,0.243,0.675,0.394,0.745,1.658,0.351,0.909,0.373,0.061,0.048,0.433,0.482,0.481,0.410
16,0.9007,0.9007,3.749,4.341,0.002,4.890,0.235,0.671,0.392,0.741,1.648,0.349,0.902,0.370,0.060,0.048,0.430,0.478,0.477,0.407
17,0.9055,0.9055,3.749,4.320,0.027,4.828,0.235,0.671,0.392,0.741,1.648,0.349,0.902,0.370,0.060,0.048,0.430,0.478,0.477,0.407
18,0.9103,0.9103,3.750,4.298,0.053,4.760,0.227,0.666,0.389,0.737,1.637,0.347,0.895,0.367,0.060,0.048,0.426,0.474,0.473,0.405
19,0.9152,0.9152,3.750,4.276,0.078,4.698,0.227,0.666,0.389,0.736,1.637,0.347,0.895,0.367,0.060,0.048,0.426,0.474,0.473,0.405
20,0.9200,0.9200,3.750,4.254,0.104,4.633,0.226,0.666,0.389,0.736,1.637,0.347,0.895,0.366,0.060,0.048,0.426,0.474,0.473,0.405
21,0.9248,0.9248,3.750,4.228,0.130,4.567,0.226,0.666,0.389,0.736,1.636,0.347,0.895,0.366,0.060,0.048,0.426,0.474,0.473,0.404
22,0.9296,0.9296,3.748,4.196,0.157,4.505,0.241,0.675,0.393,0.744,1.657,0.351,0.907,0.371,0.061,0.049,0.432,0.482,0.481,0.410
23,0.9345,0.9345,3.745,4.159,0.186,4.439,0.263,0.687,0.400,0.756,1.687,0.356,0.926,0.379,0.064,0.051,0.442,0.493,0.492,0.417
24,0.9393,0.9393,3.742,4.118,0.214,4.376,0.284,0.700,0.407,0.768,1.717,0.361,0.945,0.386,0.066,0.053,0.452,0.504,0.503,0.425
25,0.9441,0.9441,3.732,4.054,0.241,4.336,0.368,0.745,0.425,0.798,1.818,0.372,1.015,0.413,0.069,0.058,0.482,0.540,0.540,0.448
26,0.9469,0.9469,3.724,4.010,0.256,4.319,0.434,0.782,0.439,0.820,1.897,0.381,1.072,0.434,0.072,0.062,0.506,0.568,0.568,0.465
27,0.9488,0.9488,3.715,3.962,0.267,4.315,0.520,0.825,0.455,0.844,1.978,0.389,1.129,0.452,0.075,0.066,0.527,0.594,0.594,0.479
28,0.9504,0.9504,3.705,3.915,0.277,4.319,0.617,0.871,0.473,0.874,2.063,0.400,1.185,0.470,0.078,0.069,0.548,0.618,0.619,0.491
29,0.9516,0.9515,3.700,3.865,0.305,4.264,0.659,0.890,0.484,0.892,2.108,0.408,1.211,0.482,0.079,0.069,0.561,0.630,0.631,0.497
30,0.9522,0.9521,3.698,3.830,0.333,4.204,0.675,0.897,0.490,0.902,2.130,0.412,1.223,0.488,0.080,0.069,0.568,0.637,0.638,0.500
31,0.9528,0.9527,3.696,3.798,0.358,4.153,0.691,0.904,0.497,0.913,2.154,0.416,1.236,0.494,0.081,0.069,0.575,0.644,0.645,0.505
32,0.9532,0.9531,3.695,3.768,0.383,4.096,0.697,0.906,0.501,0.920,2.166,0.419,1.241,0.498,0.082,0.068,0.580,0.648,0.649,0.507
33,0.9537,0.9535,3.694,3.738,0.409,4.037,0.702,0.909,0.505,0.926,2.178,0.422,1.247,0.502,0.082,0.067,0.584,0.651,0.653,0.509
34,0.9540,0.9538,3.693,3.709,0.435,3.977,0.707,0.911,0.508,0.933,2.189,0.424,1.251,0.506,0.082,0.067,0.588,0.655,0.657,0.511
35,0.9544,0.9542,3.692,3.680,0.462,3.915,0.712,0.913,0.512,0.939,2.200,0.427,1.256,0.510,0.083,0.066,0.593,0.659,0.661,0.512
36,0.9547,0.9544,3.692,3.650,0.489,3.849,0.707,0.910,0.514,0.942,2.200,0.428,1.254,0.511,0.083,0.065,0.594,0.659,0.661,0.512
37,0.9550,0.9547,3.691,3.619,0.517,3.784,0.711,0.912,0.517,0.948,2.210,0.431,1.257,0.515,0.083,0.065,0.598,0.663,0.665,0.514
38,0.9553,0.9549,3.690,3.590,0.543,3.723,0.716,0.913,0.521,0.954,2.220,0.433,1.261,0.519,0.084,0.064,0.603,0.667,0.668,0.516
39,0.9556,0.9551,3.689,3.559,0.571,3.658,0.719,0.914,0.525,0.960,2.229,0.436,1.264,0.523,0.084,0.063,0.607,0.671,0.672,0.517
40,0.9558,0.9553,3.688,3.526,0.600,3.590,0.722,0.915,0.528,0.967,2.238,0.438,1.266,0.527,0.085,0.063,0.611,0.674,0.676,0.519
41,0.9560,0.9554,3.687,3.492,0.629,3.521,0.726,0.917,0.532,0.972,2.247,0.441,1.269,0.530,0.085,0.062,0.615,0.678,0.680,0.520
