1,0.8000,0.8000,3.687,4.656,-0.611,6.625,0.847,0.960,0.527,0.949,2.274,0.423,1.319,0.513,0.085,0.076,0.598,0.674,0.676,0.552
2,0.8100,0.8100,3.691,4.653,-0.588,6.547,0.802,0.939,0.515,0.932,2.225,0.417,1.288,0.504,0.083,0.074,0.587,0.661,0.662,0.541
3,0.8200,0.8200,3.695,4.651,-0.565,6.467,0.757,0.917,0.504,0.914,2.175,0.410,1.256,0.494,0.081,0.071,0.575,0.647,0.648,0.530
4,0.8300,0.8300,3.699,4.649,-0.542,6.387,0.711,0.895,0.492,0.896,2.124,0.404,1.224,0.485,0.079,0.069,0.564,0.633,0.634,0.519
5,0.8400,0.8400,3.702,4.646,-0.519,6.322,0.680,0.881,0.487,0.888,2.100,0.401,1.207,0.480,0.078,0.068,0.558,0.626,0.627,0.514
6,0.8500,0.8500,3.706,4.644,-0.497,6.257,0.639,0.863,0.479,0.877,2.066,0.398,1.185,0.474,0.077,0.066,0.550,0.617,0.617,0.508
7,0.8600,0.8600,3.710,4.642,-0.475,6.191,0.597,0.843,0.472,0.866,2.033,0.394,1.162,0.467,0.076,0.064,0.543,0.607,0.608,0.502
8,0.8700,0.8700,3.713,4.639,-0.453,6.127,0.565,0.829,0.466,0.857,2.007,0.391,1.145,0.462,0.075,0.063,0.537,0.600,0.600,0.497
9,0.8800,0.8800,3.717,4.637,-0.431,6.060,0.522,0.809,0.458,0.846,1.973,0.388,1.122,0.456,0.073,0.061,0.529,0.590,0.590,0.490
10,0.8900,0.8900,3.721,4.635,-0.410,5.996,0.481,0.790,0.451,0.835,1.937,0.384,1.098,0.448,0.072,0.060,0.520,0.580,0.579,0.483
11,0.9000,0.9000,3.724,4.632,-0.389,5.936,0.455,0.778,0.445,0.826,1.907,0.381,1.076,0.440,0.071,0.058,0.511,0.569,0.569,0.475
12,0.9100,0.9100,3.727,4.624,-0.364,5.865,0.429,0.765,0.439,0.817,1.877,0.377,1.055,0.432,0.070,0.057,0.502,0.559,0.558,0.467
13,0.9200,0.9200,3.730,4.616,-0.340,5.797,0.402,0.752,0.434,0.808,1.846,0.374,1.033,0.424,0.069,0.056,0.492,0.548,0.547,0.459
14,0.9300,0.9300,3.733,4.609,-0.317,5.731,0.375,0.739,0.428,0.799,1.815,0.371,1.012,0.416,0.067,0.054,0.483,0.537,0.537,0.451
15,0.9400,0.9400,3.735,4.601,-0.293,5.665,0.357,0.730,0.424,0.793,1.795,0.369,0.997,0.410,0.067,0.053,0.477,0.530,0.529,0.446
16,0.9500,0.9500,3.738,4.593,-0.270,5.599,0.330,0.717,0.418,0.784,1.764,0.366,0.975,0.402,0.066,0.052,0.467,0.519,0.519,0.438
17,0.9600,0.9600,3.741,4.586,-0.247,5.533,0.304,0.704,0.412,0.774,1.733,0.362,0.954,0.393,0.064,0.051,0.458,0.508,0.507,0.430
18,0.9700,0.9700,3.744,4.578,-0.224,5.468,0.280,0.692,0.405,0.762,1.702,0.357,0.935,0.385,0.062,0.049,0.448,0.497,0.496,0.422
19,0.9800,0.9800,3.746,4.571,-0.202,5.409,0.264,0.684,0.400,0.754,1.681,0.354,0.922,0.380,0.061,0.048,0.441,0.490,0.488,0.416
20,0.9900,0.9900,3.749,4.564,-0.180,5.346,0.240,0.671,0.393,0.742,1.650,0.349,0.904,0.372,0.059,0.047,0.431,0.478,0.477,0.408
21,1.0000,1.0000,3.752,4.557,-0.158,5.284,0.216,0.659,0.386,0.730,1.619,0.344,0.884,0.364,0.057,0.045,0.421,0.467,0.465,0.400
22,1.0100,1.0100,3.754,4.549,-0.136,5.224,0.200,0.650,0.381,0.721,1.598,0.341,0.872,0.359,0.056,0.044,0.414,0.459,0.458,0.394
23,1.0200,1.0200,3.756,4.542,-0.115,5.166,0.183,0.642,0.376,0.713,1.577,0.337,0.859,0.353,0.054,0.044,0.408,0.451,0.450,0.388
24,1.0300,1.0300,3.759,4.534,-0.094,5.105,0.159,0.629,0.369,0.701,1.545,0.332,0.839,0.345,0.052,0.042,0.397,0.440,0.438,0.380
